condition,metric,human_value,ai_boot_mean,ai_boot_sd,effect_human_minus_ai_boot_mean,permutation_p_value,inference_primary
baseline,mean_pairwise_distance,0.09208057920923346,0.09351065021164333,0.029421446355340403,-0.001430071002409869,0.9998000199980002,permutation
baseline,nearest_neighbor_distance,0.05831247049829234,0.055434166491031646,0.015012899667991091,0.002878304007260697,0.265973402659734,permutation
baseline,grid_entropy,3.9690016298759927,4.163096701676452,0.14160785732236605,-0.1940950718004597,0.11428857114288571,permutation
baseline,mst_dispersion,0.061210876161401924,0.05847060660069639,0.015549965071598375,0.002740269560705534,0.2628737126287371,permutation
