condition,metric,human_value,ai_boot_mean,ai_boot_sd,effect_human_minus_ai_boot_mean,permutation_p_value,inference_primary
one_at_a_time,mean_pairwise_distance,0.09208057920923346,0.025440909156215052,0.0008960845331244783,0.06663967005301841,9.999000099990002e-05,permutation
one_at_a_time,nearest_neighbor_distance,0.05831247049829234,0.011505721188109854,0.000471415053055847,0.046806749310182486,9.999000099990002e-05,permutation
one_at_a_time,grid_entropy,3.2033650875091753,3.0206337924172986,0.1824980422437086,0.1827312950918767,0.95000499950005,permutation
one_at_a_time,mst_dispersion,0.061210876161401924,0.012649315731091931,0.00045502431196633617,0.04856156043030999,9.999000099990002e-05,permutation
