condition,comparison,comparison_label,metric,metric_class,subset_label,n_proposals,human_metric_mean,ai_metric_mean,effect_human_minus_ai_mean,effect_human_minus_ai_median,ai_to_human_ratio_mean,wilcoxon_statistic,p_value,paired_rank_biserial,field_branch
persona,all_ai,All AI,global_centroid_dist,exploratory,human_n_gte_3,22,0.016043887090283652,0.012180069516297232,0.00386381757398642,0.0047963305212098215,0.7591719791940952,16.0,8.058547973632812e-05,0.5454545454545454,whole_review
persona,all_ai,All AI,mean_pairwise,confirmatory,human_n_gte_3,22,0.04378528920086947,0.03312959738107987,0.010655691819789603,0.012745233518736701,0.756637628430281,16.0,8.058547973632812e-05,0.5454545454545454,whole_review
persona,all_ai,All AI,medoid_dist,exploratory,human_n_gte_3,22,0.028112107108939775,0.021780233803215254,0.00633187330572452,0.006923550127190111,0.7747634753529039,11.0,2.6226043701171875e-05,0.6363636363636364,whole_review
persona,all_ai,All AI,mst_dispersion,exploratory,human_n_gte_3,22,0.03839064231424621,0.0291477985353733,0.009242843778872904,0.009294948487636954,0.759242273072284,7.0,9.059906005859375e-06,0.8181818181818182,whole_review
persona,all_ai,All AI,nn,confirmatory,human_n_gte_3,22,0.037260250972979,0.028105997350777952,0.009154253622201052,0.00838509310623665,0.7543158356920441,5.0,4.76837158203125e-06,0.8181818181818182,whole_review
persona,all_ai,All AI,remote_clique,compatibility,human_n_gte_3,22,0.04378528920086947,0.03312959738107987,0.010655691819789603,0.012745233518736701,0.756637628430281,16.0,8.058547973632812e-05,0.5454545454545454,whole_review
persona,all_ai,All AI,span90,exploratory,human_n_gte_3,22,0.018738321422432563,0.014331774969659776,0.004406546452772789,0.0051640540487794965,0.7648377166005118,22.0,0.000255584716796875,0.45454545454545453,whole_review
persona,all_ai,All AI,sparseness,exploratory,human_n_gte_3,22,0.016043887090283652,0.012180069516297232,0.00386381757398642,0.0047963305212098215,0.7591719791940952,16.0,8.058547973632812e-05,0.5454545454545454,whole_review
persona,claude,Claude,centroid_loo,exploratory,human_n_gte_3,22,0.030539499178951313,0.021154805747850985,0.009384693431100327,0.010371882112460562,0.6927030998082468,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,claude,Claude,global_centroid_dist,exploratory,human_n_gte_3,22,0.016043887090283652,0.01122408359972924,0.004819803490554412,0.00568189183291297,0.6995862995400076,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,claude,Claude,mean_pairwise,confirmatory,human_n_gte_3,22,0.04378528920086947,0.030570023981007666,0.01321526521986181,0.015263683597246806,0.6981802458986754,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,claude,Claude,medoid_dist,exploratory,human_n_gte_3,22,0.028112107108939775,0.02009121730472102,0.008020889804218754,0.008584082126617432,0.7146820132288101,9.0,1.5735626220703125e-05,0.8181818181818182,whole_review
persona,claude,Claude,mst_dispersion,exploratory,human_n_gte_3,22,0.03839064231424621,0.027134587593150863,0.011256054721095346,0.01176821490128835,0.7068021256597109,8.0,1.1920928955078125e-05,0.8181818181818182,whole_review
persona,claude,Claude,nn,confirmatory,human_n_gte_3,22,0.037260250972979,0.02630198683702584,0.010958264135953152,0.01122186084588369,0.7058993471648902,8.0,1.1920928955078125e-05,0.8181818181818182,whole_review
persona,claude,Claude,remote_clique,compatibility,human_n_gte_3,22,0.04378528920086947,0.030570023981007666,0.01321526521986181,0.015263683597246806,0.6981802458986754,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,claude,Claude,span90,exploratory,human_n_gte_3,22,0.018738321422432563,0.01321649177515289,0.005521829647279672,0.005751738266897274,0.7053188744713697,9.0,1.5735626220703125e-05,0.8181818181818182,whole_review
persona,claude,Claude,sparseness,exploratory,human_n_gte_3,22,0.016043887090283652,0.01122408359972924,0.004819803490554412,0.00568189183291297,0.6995862995400076,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,gemini,Gemini,centroid_loo,exploratory,human_n_gte_3,22,0.030539499178951313,0.02224919762289167,0.008290301556059641,0.007554147226597604,0.7285383919532789,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,gemini,Gemini,global_centroid_dist,exploratory,human_n_gte_3,22,0.016043887090283652,0.01183420562238654,0.004209681467897113,0.004233054271858943,0.7376146164450048,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,gemini,Gemini,mean_pairwise,confirmatory,human_n_gte_3,22,0.04378528920086947,0.03218138488856229,0.011603904312307185,0.011145986119906104,0.7349816679507792,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,gemini,Gemini,medoid_dist,exploratory,human_n_gte_3,22,0.028112107108939775,0.021478765751376295,0.006633341357563481,0.0070414046446482335,0.7640396953576615,5.0,4.76837158203125e-06,0.8181818181818182,whole_review
persona,gemini,Gemini,mst_dispersion,exploratory,human_n_gte_3,22,0.03839064231424621,0.028796195171096106,0.0095944471431501,0.009590762853622438,0.7500837036115506,1.0,9.5367431640625e-07,0.9090909090909091,whole_review
persona,gemini,Gemini,nn,confirmatory,human_n_gte_3,22,0.037260250972979,0.027838439923344237,0.009421811049634762,0.009702259302139284,0.7471350620674181,3.0,2.384185791015625e-06,0.8181818181818182,whole_review
persona,gemini,Gemini,remote_clique,compatibility,human_n_gte_3,22,0.04378528920086947,0.03218138488856229,0.011603904312307185,0.011145986119906104,0.7349816679507792,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,gemini,Gemini,span90,exploratory,human_n_gte_3,22,0.018738321422432563,0.013710201744366695,0.00502811967806587,0.005967189649224534,0.7316664836346302,13.0,4.1961669921875e-05,0.6363636363636364,whole_review
persona,gemini,Gemini,sparseness,exploratory,human_n_gte_3,22,0.016043887090283652,0.01183420562238654,0.004209681467897113,0.004233054271858943,0.7376146164450048,7.0,9.059906005859375e-06,0.7272727272727273,whole_review
persona,gpt,GPT,centroid_loo,exploratory,human_n_gte_3,22,0.030539499178951313,0.02060010014524438,0.009939399033706931,0.010974506287754168,0.6745395536624434,3.0,2.384185791015625e-06,0.9090909090909091,whole_review
persona,gpt,GPT,global_centroid_dist,exploratory,human_n_gte_3,22,0.016043887090283652,0.010925535825449964,0.005118351264833689,0.0059767584672060885,0.6809781048675283,3.0,2.384185791015625e-06,0.9090909090909091,whole_review
persona,gpt,GPT,mean_pairwise,confirmatory,human_n_gte_3,22,0.04378528920086947,0.029766786911270837,0.014018502289598639,0.01599750816822052,0.6798353386387987,3.0,2.384185791015625e-06,0.9090909090909091,whole_review
persona,gpt,GPT,medoid_dist,exploratory,human_n_gte_3,22,0.028112107108939775,0.01937895322387869,0.008733153885061089,0.009718269109725952,0.6893454535009259,3.0,2.384185791015625e-06,0.9090909090909091,whole_review
persona,gpt,GPT,mst_dispersion,exploratory,human_n_gte_3,22,0.03839064231424621,0.02587712515484203,0.012513517159404176,0.01414453238248825,0.6740477260845257,1.0,9.5367431640625e-07,0.9090909090909091,whole_review
persona,gpt,GPT,nn,confirmatory,human_n_gte_3,22,0.037260250972979,0.024855392539139952,0.012404858433839044,0.013415470719337463,0.6670752850581977,1.0,9.5367431640625e-07,0.9090909090909091,whole_review
persona,gpt,GPT,remote_clique,compatibility,human_n_gte_3,22,0.04378528920086947,0.029766786911270837,0.014018502289598639,0.01599750816822052,0.6798353386387987,3.0,2.384185791015625e-06,0.9090909090909091,whole_review
persona,gpt,GPT,span90,exploratory,human_n_gte_3,22,0.018738321422432563,0.01307946304403429,0.005658858378398273,0.006426459225735218,0.6980061206750474,11.0,2.6226043701171875e-05,0.6363636363636364,whole_review
persona,gpt,GPT,sparseness,exploratory,human_n_gte_3,22,0.016043887090283652,0.010925535825449964,0.005118351264833689,0.0059767584672060885,0.6809781048675283,3.0,2.384185791015625e-06,0.9090909090909091,whole_review
