comparison,comparison_label,metric,left_condition,right_condition,n_proposals,left_mean_ai_metric,right_mean_ai_metric,mean_difference_left_minus_right,median_difference_left_minus_right,wilcoxon_statistic,p_value
gemini,Gemini,mean_pairwise,one_at_a_time,persona,23,0.03193820041158925,0.03209297864333443,-0.0001547782317451809,3.897547721862932e-05,137.0,0.988100528717041
gemini,Gemini,medoid_dist,baseline,one_at_a_time,23,0.03895477557527846,0.020727940270866173,0.018226835304412287,0.018303738037745158,0.0,2.384185791015625e-07
gemini,Gemini,medoid_dist,baseline,persona,23,0.03895477557527846,0.02120029857193214,0.01775447700334632,0.018055260181427002,0.0,2.384185791015625e-07
gemini,Gemini,medoid_dist,one_at_a_time,persona,23,0.020727940270866173,0.02120029857193214,-0.00047235830106596933,-0.0002231836318969723,127.0,0.7539846897125244
gemini,Gemini,mst_dispersion,baseline,one_at_a_time,23,0.05342805726804595,0.028163881189581276,0.025264176078464675,0.025967133045196537,0.0,2.384185791015625e-07
gemini,Gemini,mst_dispersion,baseline,persona,23,0.05342805726804595,0.02885497108749721,0.024573086180548737,0.025167926152547208,0.0,2.384185791015625e-07
gemini,Gemini,mst_dispersion,one_at_a_time,persona,23,0.028163881189581276,0.02885497108749721,-0.0006910898979159365,0.0002568960189819336,124.0,0.6868791580200195
gemini,Gemini,nn,baseline,one_at_a_time,23,0.05127617073231848,0.02708114044389863,0.02419503028841986,0.02356851299603779,0.0,2.384185791015625e-07
gemini,Gemini,nn,baseline,persona,23,0.05127617073231848,0.027938857372256293,0.0233373133600622,0.02364695370197296,0.0,2.384185791015625e-07
gemini,Gemini,nn,one_at_a_time,persona,23,0.02708114044389863,0.027938857372256293,-0.0008577169283576633,-0.00010647575060526368,115.0,0.5009052753448486
gemini,Gemini,remote_clique,baseline,one_at_a_time,23,0.061390835824220086,0.03193820041158925,0.02945263541263083,0.029998517036437994,0.0,2.384185791015625e-07
gemini,Gemini,remote_clique,baseline,persona,23,0.061390835824220086,0.03209297864333443,0.02929785718088565,0.03069114089012146,0.0,2.384185791015625e-07
gemini,Gemini,remote_clique,one_at_a_time,persona,23,0.03193820041158925,0.03209297864333443,-0.0001547782317451809,3.897547721862932e-05,137.0,0.988100528717041
gemini,Gemini,span90,baseline,one_at_a_time,23,0.026942144439968858,0.013566602085507475,0.013375542354461378,0.013485279692677765,0.0,2.384185791015625e-07
gemini,Gemini,span90,baseline,persona,23,0.026942144439968858,0.013443071629614693,0.01349907281035416,0.01407273260231636,0.0,2.384185791015625e-07
gemini,Gemini,span90,one_at_a_time,persona,23,0.013566602085507475,0.013443071629614693,0.00012353045589278056,4.297839769809575e-05,131.0,0.8462316989898682
gemini,Gemini,sparseness,baseline,one_at_a_time,23,0.02228241517174567,0.01155938231368437,0.010723032858061296,0.011156643518498991,0.0,2.384185791015625e-07
gemini,Gemini,sparseness,baseline,persona,23,0.02228241517174567,0.011648640556416278,0.010633774615329387,0.010845719743687721,0.0,2.384185791015625e-07
