proposal_uid,source_group,char_len,word_count,sentence_count,avg_sentence_len,type_token_ratio,comma_rate,digit_rate,uppercase_rate
y2::6,Human,1669,230,12,19.166666666666668,0.6217391304347826,0.0,0.0,0.018573996405032954
y2::7,Human,1851,234,13,18.0,0.6495726495726496,0.0,0.0,0.011885467314964884
y2::8,Human,2062,254,13,19.53846153846154,0.65748031496063,0.0,0.00048496605237633366,0.015033947623666343
y2::9,Human,1730,234,13,18.0,0.6538461538461539,0.0,0.0,0.015028901734104046
persona::claude-sonnet-5::01,Claude,1588,220,12,18.333333333333332,0.6545454545454545,0.0,0.0,0.023299748110831235
persona::claude-sonnet-5::02,Claude,1939,248,13,19.076923076923077,0.6935483870967742,0.0,0.0,0.009283135636926251
persona::claude-sonnet-5::03,Claude,1774,238,13,18.307692307692307,0.6680672268907563,0.0,0.0,0.018602029312288614
persona::claude-sonnet-5::04,Claude,1810,228,12,19.0,0.6710526315789473,0.0,0.0,0.019337016574585635
persona::claude-sonnet-5::05,Claude,1967,234,13,18.0,0.6752136752136753,0.0,0.0,0.011184544992374174
persona::claude-sonnet-5::06,Claude,1827,236,13,18.153846153846153,0.6440677966101694,0.0,0.0005473453749315818,0.021893814997263273
persona::claude-sonnet-5::07,Claude,1764,237,13,18.23076923076923,0.6371308016877637,0.0,0.0,0.013605442176870748
persona::claude-sonnet-5::08,Claude,1676,221,12,18.416666666666668,0.6787330316742082,0.0,0.0,0.017303102625298328
persona::claude-sonnet-5::09,Claude,2040,256,13,19.692307692307693,0.66015625,0.0,0.0,0.013725490196078431
persona::claude-sonnet-5::10,Claude,1957,251,13,19.307692307692307,0.6294820717131474,0.0,0.0,0.010730710270822688
persona::claude-sonnet-5::11,Claude,1778,234,13,18.0,0.6196581196581197,0.0,0.0005624296962879641,0.014623172103487065
persona::claude-sonnet-5::12,Claude,1858,234,13,18.0,0.6666666666666666,0.0,0.0,0.012917115177610334
persona::claude-sonnet-5::13,Claude,1870,244,13,18.76923076923077,0.6065573770491803,0.0,0.0,0.00909090909090909
persona::claude-sonnet-5::14,Claude,1951,241,13,18.53846153846154,0.6763485477178424,0.0,0.0,0.011788826242952332
persona::claude-sonnet-5::15,Claude,1805,244,13,18.76923076923077,0.5778688524590164,0.0,0.00110803324099723,0.014958448753462604
persona::claude-sonnet-5::16,Claude,2002,248,13,19.076923076923077,0.6774193548387096,0.0,0.0,0.013486513486513486
persona::claude-sonnet-5::17,Claude,1636,221,12,18.416666666666668,0.6787330316742082,0.0,0.0,0.01650366748166259
persona::claude-sonnet-5::18,Claude,1873,243,13,18.692307692307693,0.654320987654321,0.0,0.0,0.011745862253069941
persona::claude-sonnet-5::19,Claude,1830,251,13,19.307692307692307,0.6095617529880478,0.0,0.001092896174863388,0.017486338797814208
persona::claude-sonnet-5::20,Claude,1809,234,13,18.0,0.6666666666666666,0.0,0.0,0.01990049751243781
persona::claude-sonnet-5::21,Claude,1886,254,13,19.53846153846154,0.5826771653543307,0.0,0.0010604453870625664,0.019618239660657476
persona::claude-sonnet-5::22,Claude,1912,260,13,20.0,0.6384615384615384,0.0,0.0,0.02301255230125523
persona::claude-sonnet-5::23,Claude,1780,240,12,20.0,0.65,0.0,0.0,0.016292134831460674
persona::gpt-5.5::01,GPT,1603,219,12,18.25,0.6255707762557078,0.0,0.0,0.014971927635683094
persona::gpt-5.5::02,GPT,1861,242,13,18.615384615384617,0.6735537190082644,0.0,0.0016120365394948952,0.013970983342289092
persona::gpt-5.5::03,GPT,1785,238,13,18.307692307692307,0.6848739495798319,0.0,0.0,0.011204481792717087
persona::gpt-5.5::04,GPT,1871,245,13,18.846153846153847,0.6693877551020408,0.0,0.0,0.013361838588989846
persona::gpt-5.5::05,GPT,1923,244,13,18.76923076923077,0.7008196721311475,0.0,0.0,0.0109204368174727
persona::gpt-5.5::06,GPT,1831,250,13,19.23076923076923,0.652,0.0,0.0,0.015838339705079193
persona::gpt-5.5::07,GPT,1929,249,13,19.153846153846153,0.7028112449799196,0.0,0.0,0.010368066355624676
persona::gpt-5.5::08,GPT,1915,252,13,19.384615384615383,0.626984126984127,0.0,0.0,0.014099216710182768
persona::gpt-5.5::09,GPT,1899,248,13,19.076923076923077,0.6653225806451613,0.0,0.0,0.010005265929436546
persona::gpt-5.5::10,GPT,1960,249,13,19.153846153846153,0.6827309236947792,0.0,0.0,0.012755102040816327
persona::gpt-5.5::11,GPT,1702,219,12,18.25,0.6529680365296804,0.0,0.0,0.010575793184488837
persona::gpt-5.5::12,GPT,1934,246,13,18.923076923076923,0.6382113821138211,0.0,0.0,0.010858324715615306
persona::gpt-5.5::13,GPT,1978,260,13,20.0,0.6576923076923077,0.0,0.0,0.013650151668351871
persona::gpt-5.5::14,GPT,1890,242,13,18.615384615384617,0.6859504132231405,0.0,0.0,0.012698412698412698
persona::gpt-5.5::15,GPT,1796,235,13,18.076923076923077,0.6851063829787234,0.0,0.0,0.01002227171492205
persona::gpt-5.5::16,GPT,1879,236,13,18.153846153846153,0.673728813559322,0.0,0.0,0.013304949441192123
persona::gpt-5.5::17,GPT,1756,235,13,18.076923076923077,0.6595744680851063,0.0,0.0,0.012528473804100227
persona::gpt-5.5::18,GPT,1732,234,13,18.0,0.6709401709401709,0.0,0.0,0.01212471131639723
persona::gpt-5.5::19,GPT,1885,235,13,18.076923076923077,0.6808510638297872,0.0,0.0,0.008488063660477453
persona::gpt-5.5::20,GPT,2006,252,13,19.384615384615383,0.6507936507936508,0.0,0.0,0.00897308075772682
persona::gpt-5.5::21,GPT,1701,220,12,18.333333333333332,0.6863636363636364,0.0,0.0011757789535567313,0.011757789535567314
persona::gpt-5.5::22,GPT,1857,244,13,18.76923076923077,0.6762295081967213,0.0,0.0,0.017770597738287562
persona::gpt-5.5::23,GPT,1891,245,13,18.846153846153847,0.6693877551020408,0.0,0.0,0.01850872554204125
persona::gemini-3.1-pro-preview::01,Gemini,1746,251,13,19.307692307692307,0.6055776892430279,0.0,0.0,0.015463917525773196
persona::gemini-3.1-pro-preview::02,Gemini,1793,238,13,18.307692307692307,0.634453781512605,0.0,0.0005577244841048522,0.016731734523145567
persona::gemini-3.1-pro-preview::03,Gemini,1805,245,13,18.846153846153847,0.5918367346938775,0.0,0.0,0.01662049861495845
persona::gemini-3.1-pro-preview::04,Gemini,1916,242,13,18.615384615384617,0.6446280991735537,0.0,0.0,0.01722338204592902
persona::gemini-3.1-pro-preview::05,Gemini,1936,235,13,18.076923076923077,0.6382978723404256,0.0,0.0,0.011880165289256199
persona::gemini-3.1-pro-preview::06,Gemini,1908,247,13,19.0,0.6437246963562753,0.0,0.0,0.014675052410901468
persona::gemini-3.1-pro-preview::07,Gemini,1888,242,13,18.615384615384617,0.6446280991735537,0.0,0.0,0.013241525423728813
persona::gemini-3.1-pro-preview::08,Gemini,1807,237,13,18.23076923076923,0.6708860759493671,0.0,0.0,0.014388489208633094
persona::gemini-3.1-pro-preview::09,Gemini,1836,230,12,19.166666666666668,0.6478260869565218,0.0,0.0,0.02178649237472767
persona::gemini-3.1-pro-preview::10,Gemini,1667,224,12,18.666666666666668,0.6116071428571429,0.0,0.0,0.017996400719856028
persona::gemini-3.1-pro-preview::11,Gemini,1810,234,13,18.0,0.6709401709401709,0.0,0.0005524861878453039,0.01712707182320442
persona::gemini-3.1-pro-preview::12,Gemini,1993,253,13,19.46153846153846,0.6600790513833992,0.0,0.0,0.017561465127947817
persona::gemini-3.1-pro-preview::13,Gemini,1734,231,12,19.25,0.6233766233766234,0.0,0.0005767012687427913,0.02306805074971165
persona::gemini-3.1-pro-preview::14,Gemini,1842,237,13,18.23076923076923,0.6624472573839663,0.0,0.0,0.02225841476655809
persona::gemini-3.1-pro-preview::15,Gemini,1853,244,13,18.76923076923077,0.6598360655737705,0.012295081967213115,0.0005396654074473826,0.017269293038316244
persona::gemini-3.1-pro-preview::16,Gemini,1797,239,13,18.384615384615383,0.6443514644351465,0.0,0.0,0.018363939899833055
persona::gemini-3.1-pro-preview::17,Gemini,1785,242,13,18.615384615384617,0.6528925619834711,0.0,0.0,0.01568627450980392
persona::gemini-3.1-pro-preview::18,Gemini,1888,244,13,18.76923076923077,0.6434426229508197,0.0,0.0,0.0211864406779661
persona::gemini-3.1-pro-preview::19,Gemini,1771,235,13,18.076923076923077,0.5914893617021276,0.0,0.002258610954263128,0.017504234895539244
persona::gemini-3.1-pro-preview::20,Gemini,1928,241,13,18.53846153846154,0.6804979253112033,0.0,0.0,0.011410788381742738
persona::gemini-3.1-pro-preview::21,Gemini,1863,240,13,18.46153846153846,0.6583333333333333,0.0,0.0,0.013419216317767043
persona::gemini-3.1-pro-preview::22,Gemini,1834,231,12,19.25,0.6190476190476191,0.0,0.0,0.011450381679389313
persona::gemini-3.1-pro-preview::23,Gemini,1822,238,13,18.307692307692307,0.6722689075630253,0.0,0.0,0.019758507135016465
