proposal_uid,source_type,source_group,lda_topic,lda_topic_prob_0,lda_topic_prob_1,lda_topic_prob_2,lda_topic_prob_3,lda_topic_prob_4,condition
y1::12,human,Human,3,0.0024673744864983,0.0024635697894715,0.002474449502643,0.9901376324435576,0.0024569737778296,persona
y1::2,human,Human,4,0.0019855125263861,0.0019703506508902,0.0019736976687207,0.0019728869737008,0.992097552180302,persona
y1::3,human,Human,3,0.0021601182921554,0.0021598035718131,0.0021548064466711,0.9913689407111448,0.0021563309782154,persona
y1::4,human,Human,3,0.0027796737601586,0.0027682175010434,0.0027555983212688,0.8385274141977533,0.1531690962197759,persona
y1::5,human,Human,0,0.6905803629028309,0.3035116331415479,0.0019708406484081,0.0019858049551233,0.0019513583520896,persona
y1::6,human,Human,3,0.3556525038721546,0.0018914441846869,0.0018901305208808,0.6386904167432962,0.0018755046789814,persona
y1::7,human,Human,3,0.3576043488861469,0.0022130341817588,0.0022389688911766,0.6357374152786188,0.0022062327622988,persona
y1::8,human,Human,0,0.6331883516844897,0.0021222329895134,0.002129880348705,0.3604257124496859,0.0021338225276057,persona
y1::9,human,Human,2,0.0021737302981399,0.0021465819380882,0.991391437552496,0.0021501272822187,0.0021381229290569,persona
y2::1,human,Human,3,0.0021104189145859,0.0020908962271394,0.0021039645236647,0.9916226756114028,0.0020720447232068,persona
y2::10,human,Human,3,0.0019637492395704,0.0019470070781902,0.0019492693917537,0.9921987968234692,0.0019411774670164,persona
y2::11,human,Human,3,0.0026863488657192,0.0026648455521051,0.0026580691491424,0.9893601235702908,0.0026306128627424,persona
y2::2,human,Human,1,0.0020406323915654,0.9918536926247464,0.0020268704626583,0.0020547342527529,0.0020240702682766,persona
y2::3,human,Human,2,0.0020186193252983,0.0020176790100815,0.991936370967393,0.0020196315136967,0.0020076991835305,persona
y2::4,human,Human,3,0.0024502676445796,0.0024692113696383,0.0024433572198178,0.990212693593724,0.00242447017224,persona
y2::5,human,Human,4,0.0023479735151978,0.3511870895744658,0.0023522340163501,0.2740075653114891,0.3701051375824968,persona
y2::6,human,Human,3,0.0024584436765137,0.0024715987326286,0.0024444465484066,0.9901873685242288,0.0024381425182221,persona
y2::7,human,Human,1,0.0019946756251103,0.5432597517118916,0.0019921871051036,0.4507872700771264,0.0019661154807679,persona
y2::8,human,Human,3,0.0023549754457825,0.0023450496845554,0.0023586352577568,0.990624690761236,0.0023166488506691,persona
y2::9,human,Human,2,0.0023310765418165,0.0023165652820923,0.9907141691195226,0.0023296405119439,0.0023085485446246,persona
persona::claude-sonnet-5::01,ai,Claude,4,0.0024752126769336,0.0024770552462391,0.0024767187532301,0.0024774977010894,0.9900935156225076,persona
persona::claude-sonnet-5::02,ai,Claude,0,0.9924749460063416,0.0018898413334319,0.001875685193251,0.0018826021415676,0.0018769253254077,persona
persona::claude-sonnet-5::03,ai,Claude,3,0.0025118722653171,0.0025255783892795,0.0024934685436397,0.9899795493618496,0.0024895314399139,persona
persona::claude-sonnet-5::04,ai,Claude,2,0.002117192823092,0.0021044554240451,0.9297008232115446,0.0639864935776436,0.0020910349636746,persona
persona::claude-sonnet-5::05,ai,Claude,0,0.9896206664005844,0.0026337444837424,0.0025623916141497,0.0026013512081308,0.0025818462933927,persona
persona::claude-sonnet-5::06,ai,Claude,3,0.0020300768096943,0.00201798906191,0.0020154584007758,0.9919294097088311,0.0020070660187886,persona
persona::claude-sonnet-5::07,ai,Claude,3,0.0019149856695095,0.0019215825473006,0.001898193180104,0.992379054111628,0.0018861844914579,persona
persona::claude-sonnet-5::08,ai,Claude,0,0.7700786418705717,0.0027044697771034,0.00268894994441,0.2218270211619056,0.0027009172460091,persona
persona::claude-sonnet-5::09,ai,Claude,0,0.92688206749575,0.0023712838111674,0.0023940598210577,0.0659998603182315,0.0023527285537933,persona
persona::claude-sonnet-5::10,ai,Claude,2,0.00246134469402,0.0024479312622993,0.9901929196968215,0.00244886624822,0.0024489380986388,persona
persona::claude-sonnet-5::11,ai,Claude,0,0.9923323309217724,0.0019158462790329,0.0019165127200939,0.001928887682371,0.0019064223967297,persona
persona::claude-sonnet-5::12,ai,Claude,3,0.0021517709060749,0.0021571561071718,0.0021485643047097,0.9913773463265813,0.0021651623554622,persona
persona::claude-sonnet-5::13,ai,Claude,3,0.0021728689784559,0.0021752824423232,0.0021579929591259,0.9913394000398128,0.0021544555802819,persona
persona::claude-sonnet-5::14,ai,Claude,1,0.0021818596768343,0.9913506827453644,0.0021501768258511,0.0021704244514164,0.0021468563005338,persona
persona::claude-sonnet-5::15,ai,Claude,2,0.0020920040841675,0.0020755751889272,0.9916994645384236,0.0020783580959714,0.0020545980925102,persona
persona::claude-sonnet-5::16,ai,Claude,1,0.0019288098873052,0.9922983324757444,0.0019217988416031,0.0019477397083313,0.0019033190870158,persona
persona::claude-sonnet-5::17,ai,Claude,4,0.0025786056064666,0.0025859406592212,0.0025820632929923,0.002571832800242,0.9896815576410776,persona
persona::claude-sonnet-5::18,ai,Claude,1,0.0025341877829464,0.9899221924150772,0.0025200543047713,0.0025245909274146,0.0024989745697904,persona
persona::claude-sonnet-5::19,ai,Claude,1,0.0022371390950272,0.9910862853617828,0.0022225482570178,0.0022319647594511,0.0022220625267209,persona
persona::claude-sonnet-5::20,ai,Claude,2,0.0026711724882308,0.0026600691526438,0.9893600610534212,0.0026765315177476,0.0026321657879564,persona
persona::claude-sonnet-5::21,ai,Claude,2,0.0019697884278709,0.001946158279385,0.9921778522739472,0.0019530487025818,0.001953152316215,persona
persona::claude-sonnet-5::22,ai,Claude,0,0.9918381396711168,0.0020380085750973,0.0020443099503344,0.0020512326680526,0.0020283091353986,persona
persona::claude-sonnet-5::23,ai,Claude,1,0.0026174772295374,0.9895624858749682,0.0026006792752027,0.0026249692696971,0.0025943883505946,persona
persona::gpt-5.5::01,ai,GPT,1,0.0026064941495942,0.9896022934731032,0.0025884109851346,0.0025742785965518,0.002628522795616,persona
persona::gpt-5.5::02,ai,GPT,0,0.9922394771441072,0.0019366836339233,0.0019472316543214,0.0019388926820002,0.0019377148856477,persona
persona::gpt-5.5::03,ai,GPT,3,0.0020989031420176,0.0020926305118362,0.002083829256282,0.9916473772599472,0.0020772598299167,persona
persona::gpt-5.5::04,ai,GPT,0,0.471258943089361,0.0019708994347398,0.2880812589616156,0.2367202823009873,0.0019686162132962,persona
persona::gpt-5.5::05,ai,GPT,0,0.992540274623504,0.0018701219851763,0.001868539347603,0.0018724050525638,0.0018486589911527,persona
persona::gpt-5.5::06,ai,GPT,0,0.9922372462121086,0.0019422362015909,0.0019448072721859,0.0019550206993818,0.0019206896147327,persona
persona::gpt-5.5::07,ai,GPT,0,0.991996495405574,0.0020115561801145,0.0019910279367201,0.0020167752335514,0.0019841452440399,persona
persona::gpt-5.5::08,ai,GPT,0,0.9924642625490516,0.0018806140583298,0.0018944430640432,0.0018899896860099,0.0018706906425654,persona
persona::gpt-5.5::09,ai,GPT,0,0.9921012675596848,0.0019743467237537,0.0019762542395787,0.0019814804993327,0.00196665097765,persona
persona::gpt-5.5::10,ai,GPT,2,0.2344497359414712,0.0025249886779369,0.4826808380081181,0.2778483242350564,0.0024961131374174,persona
persona::gpt-5.5::11,ai,GPT,0,0.7958341997271149,0.0023974629195043,0.0023885997735688,0.1970067687756391,0.0023729688041726,persona
persona::gpt-5.5::12,ai,GPT,3,0.0018619583165755,0.0018603533322177,0.0018832990289602,0.936276605821843,0.0581177835004035,persona
persona::gpt-5.5::13,ai,GPT,0,0.808374867932794,0.002018962115124,0.1855539118287568,0.0020463828011966,0.0020058753221285,persona
persona::gpt-5.5::14,ai,GPT,0,0.9922133432412672,0.0019566744719199,0.0019397565241128,0.0019591327419127,0.0019310930207871,persona
persona::gpt-5.5::15,ai,GPT,0,0.7080194878033855,0.2857307125590475,0.0021001765109211,0.0020759511673256,0.00207367195932,persona
persona::gpt-5.5::16,ai,GPT,3,0.4373859073129435,0.0020869730707541,0.0020722865077586,0.5563996640446421,0.0020551690639015,persona
persona::gpt-5.5::17,ai,GPT,1,0.001835074125801,0.9926651574040678,0.0018382861596955,0.0018291898876685,0.0018322924227671,persona
persona::gpt-5.5::18,ai,GPT,3,0.0017513809091443,0.001744600073507,0.0017368705232608,0.9930585967003954,0.0017085517936922,persona
persona::gpt-5.5::19,ai,GPT,1,0.0020680359217615,0.991787201304194,0.0020490808751335,0.0020529097266334,0.0020427721722775,persona
persona::gpt-5.5::20,ai,GPT,1,0.0019277518789535,0.9923483085185651,0.0019140557268789,0.0019113243783174,0.0018985594972847,persona
persona::gpt-5.5::21,ai,GPT,0,0.7856570926923525,0.0018258040098542,0.2088621035722219,0.0018299417137055,0.0018250580118658,persona
persona::gpt-5.5::22,ai,GPT,0,0.7055590809496595,0.2885424484390583,0.0019594976146612,0.0019870450075465,0.0019519279890744,persona
persona::gpt-5.5::23,ai,GPT,0,0.9921007227250788,0.0019977241335537,0.0019617239122985,0.0019798789062079,0.0019599503228611,persona
persona::gemini-3.1-pro-preview::01,ai,Gemini,4,0.002532923803653,0.0025152985304936,0.0025223415909749,0.0025234410359449,0.9899059950389334,persona
persona::gemini-3.1-pro-preview::02,ai,Gemini,0,0.6606432789041794,0.0018040666957185,0.0018082081251804,0.3339480237750313,0.0017964224998903,persona
persona::gemini-3.1-pro-preview::03,ai,Gemini,3,0.0018470823382245,0.0018673027543377,0.0018319896224691,0.9926175459869906,0.0018360792979779,persona
persona::gemini-3.1-pro-preview::04,ai,Gemini,0,0.5426274511697686,0.0021259183832137,0.0021340660796831,0.3225778202655507,0.1305347441017838,persona
persona::gemini-3.1-pro-preview::05,ai,Gemini,0,0.9925534940234648,0.0018602846259179,0.0018585238404006,0.0018719120472654,0.0018557854629508,persona
persona::gemini-3.1-pro-preview::06,ai,Gemini,0,0.9921727788667124,0.0019581634276649,0.0019544906410828,0.001965100741379,0.0019494663231606,persona
persona::gemini-3.1-pro-preview::07,ai,Gemini,3,0.3330928443379434,0.0022001007651717,0.0021972725494868,0.6603404312668303,0.0021693510805675,persona
persona::gemini-3.1-pro-preview::08,ai,Gemini,0,0.9923962413997838,0.0019008516302926,0.0019031921573588,0.0019155331245161,0.0018841816880485,persona
persona::gemini-3.1-pro-preview::09,ai,Gemini,0,0.960856572291279,0.0314734066704921,0.0025463035971806,0.0025534910872512,0.002570226353797,persona
persona::gemini-3.1-pro-preview::10,ai,Gemini,2,0.0017912508265044,0.001797590064559,0.9928386482359596,0.0017907016225215,0.0017818092504554,persona
persona::gemini-3.1-pro-preview::11,ai,Gemini,0,0.6572680158261219,0.0018387802373187,0.0018348639699573,0.337243912298671,0.001814427667931,persona
persona::gemini-3.1-pro-preview::12,ai,Gemini,3,0.0021148292992806,0.0021025169062085,0.0020971944004541,0.9916036389864188,0.0020818204076378,persona
persona::gemini-3.1-pro-preview::13,ai,Gemini,0,0.6741318133264698,0.0023480432400826,0.0023347314161826,0.3188619316671867,0.0023234803500783,persona
persona::gemini-3.1-pro-preview::14,ai,Gemini,0,0.990531261219578,0.0023694809742817,0.0023654683499777,0.002383116635484,0.0023506728206782,persona
persona::gemini-3.1-pro-preview::15,ai,Gemini,0,0.9897389261756552,0.0025538580095893,0.0025743647912411,0.0025697814818176,0.0025630695416964,persona
persona::gemini-3.1-pro-preview::16,ai,Gemini,1,0.0018620392927295,0.9925933779374062,0.0018503626880139,0.0018647332046145,0.0018294868772358,persona
persona::gemini-3.1-pro-preview::17,ai,Gemini,1,0.0025288355332383,0.9898852479651488,0.0025393019502631,0.0025201741775351,0.0025264403738144,persona
persona::gemini-3.1-pro-preview::18,ai,Gemini,0,0.992376369893068,0.0019078182766361,0.0019029048870751,0.0019257427585925,0.0018871641846279,persona
persona::gemini-3.1-pro-preview::19,ai,Gemini,1,0.0019198935586828,0.9923737141889878,0.001903560684657,0.0019137284954207,0.0018891030722515,persona
persona::gemini-3.1-pro-preview::20,ai,Gemini,0,0.990699868167794,0.0023220894542582,0.002332683137312,0.0023201070805892,0.0023252521600465,persona
persona::gemini-3.1-pro-preview::21,ai,Gemini,0,0.992406117174838,0.0018939880673027,0.0019166325632629,0.0018964554550205,0.0018868067395755,persona
persona::gemini-3.1-pro-preview::22,ai,Gemini,0,0.9905880111121336,0.0023847702066617,0.0023529618043011,0.0023417111767875,0.0023325457001158,persona
persona::gemini-3.1-pro-preview::23,ai,Gemini,0,0.5451335129281182,0.0021799334822848,0.0021597982545472,0.4483500607634337,0.0021766945716159,persona
