metric,human_outlier_n,ai_outlier_n,human_outlier_frac,ai_outlier_frac,fisher_p,p_holm
is_lit_outlier_mean10,9,1,0.391304347826087,0.014492753623188406,7.978482919125623e-06,2.3935448757376867e-05
is_lit_outlier_element0,9,1,0.391304347826087,0.014492753623188406,7.978482919125623e-06,2.3935448757376867e-05
is_lit_outlier_z,9,1,0.391304347826087,0.014492753623188406,7.978482919125623e-06,2.3935448757376867e-05
