human_mesh_mean,ai_mesh_mean,mw_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi,human_union_size,ai_full_union_size,ai_boot_union_mean,ai_boot_union_ci_lo,ai_boot_union_ci_hi
80.0,85.08695652173913,0.8250903537879498,0.0315059861373661,-0.21362633900441086,0.27285759294265904,825,1255,750.543,624.95,860.0
