human_entropy,ai_full_entropy,ai_boot_ent_mean,ai_boot_ent_ci_lo,ai_boot_ent_ci_hi,obs_diff,perm_p
0.4144558509085827,0.33197172592319474,0.26672248311357916,0.11050841321642438,0.758636677870326,-0.08248412498538799,0.4971005798840232
