human_loo_mean,ai_full_loo_mean,ai_boot_loo_mean,ai_boot_loo_ci_lo,ai_boot_loo_ci_hi,human_span90,ai_boot_span90_mean,mw_p,perm_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi
0.266496866941452,0.09675565361976624,0.0991417620908469,0.02058286895044148,0.16263803541660307,0.34585660696029663,0.31088407910242677,3.989057696412154e-08,0.00039996000399960006,-0.7681159420289855,-0.9130434782608695,-0.6231884057971014
