human_gc_mean,ai_full_gc_mean,ai_boot_gc_mean,ai_boot_gc_ci_lo,ai_boot_gc_ci_hi,mw_p,perm_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi
0.29259729385375977,0.09910072386264801,0.09890805140137672,0.04158598436042667,0.15163407139480115,2.2700757955203445e-07,9.999000099990002e-05,-0.724007561436673,-0.8676748582230623,-0.5500630119722749
