within_human_mean,within_ai_mean,between_mean,bw_ratio,perm_p_bw_ratio,nmi,ari
0.4429176151752472,0.18259109556674957,0.3880084753036499,1.240617336386516,0.0034982508745627187,0.5771596324111233,0.32592592592592595
