human_mst,ai_full_mst,ai_boot_mst_mean,ai_boot_mst_ci_lo,ai_boot_mst_ci_hi,obs_diff,perm_p
0.11258743026039818,0.042712128337691814,0.06375350204381075,0.02724997414783998,0.07671525654467669,-0.06987530192270636,0.0001999600079984003
