human_mpd,ai_full_mpd,ai_boot_mpd_mean,ai_boot_ci_lo,ai_boot_ci_hi,within_model_avg,mw_p,perm_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi
0.4429176151752472,0.18259109556674957,0.18236038210242986,0.03897554101422429,0.29001297205686566,0.1663201948006948,3.989057696412154e-08,9.999000099990002e-05,-0.7681159420289855,-0.9130434782608695,-0.6231884057971014
