human_chamfer,ai_full_chamfer,ai_boot_cham_mean,ai_boot_cham_ci_lo,ai_boot_cham_ci_hi,mw_p,perm_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi
0.07511597871780396,0.03299837186932564,0.043184389624744655,0.026907097175717355,0.05888172322884202,5.194930400084911e-10,0.00019998000199980003,-0.868935097668557,-0.9621928166351607,-0.7504725897920604
