ai_to_nearest_human_mean,human_to_nearest_ai_mean,mw_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi
0.04387617111206055,0.0707392692565918,0.1332608687147015,-0.21045998739760555,-0.5091524889729049,0.08632640201638311
