human_sparseness,ai_full_sparseness,ai_boot_spar_mean,ai_boot_spar_ci_lo,ai_boot_spar_ci_hi,mw_p,perm_p,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi
0.22182776033878326,0.09227439016103745,0.09261064766719937,0.03126018433831632,0.15329077690839768,5.735118323332299e-07,0.009799020097990201,-0.6994328922495274,-0.8790170132325141,-0.48834278512917456
