condition,task,text_version,field,comparison,stat,value
one_at_a_time,proposals,original,whole,human_vs_claude,ai_to_nearest_human_median,0.048663408680513554
one_at_a_time,proposals,original,whole,human_vs_claude,ai_to_nearest_human_q90,0.052708141098917305
one_at_a_time,proposals,original,whole,human_vs_claude,human_to_nearest_human_median,0.05466312296405029
one_at_a_time,proposals,original,whole,human_vs_claude,human_to_nearest_human_q90,0.07369568163574391
one_at_a_time,proposals,original,whole,human_vs_claude,human_to_nearest_ai_median,0.0682813239929474
one_at_a_time,proposals,original,whole,human_vs_claude,human_to_nearest_ai_q90,0.08803775287168529
one_at_a_time,proposals,original,whole,human_vs_claude,share_human_fringe,0.43478260869565216
one_at_a_time,proposals,original,whole,human_vs_claude,share_ai_pocket,0.0
one_at_a_time,proposals,original,whole,human_vs_claude,n_ai,23.0
one_at_a_time,proposals,original,whole,human_vs_claude,n_human,23.0
one_at_a_time,proposals,original,whole,human_vs_gemini,ai_to_nearest_human_median,0.041157345744684215
one_at_a_time,proposals,original,whole,human_vs_gemini,ai_to_nearest_human_q90,0.04573191292907197
one_at_a_time,proposals,original,whole,human_vs_gemini,human_to_nearest_human_median,0.05466312296405029
one_at_a_time,proposals,original,whole,human_vs_gemini,human_to_nearest_human_q90,0.07369568163574391
one_at_a_time,proposals,original,whole,human_vs_gemini,human_to_nearest_ai_median,0.07023677840276177
one_at_a_time,proposals,original,whole,human_vs_gemini,human_to_nearest_ai_q90,0.08570338267131097
one_at_a_time,proposals,original,whole,human_vs_gemini,share_human_fringe,0.43478260869565216
one_at_a_time,proposals,original,whole,human_vs_gemini,share_ai_pocket,0.0
one_at_a_time,proposals,original,whole,human_vs_gemini,n_ai,23.0
one_at_a_time,proposals,original,whole,human_vs_gemini,n_human,23.0
one_at_a_time,proposals,original,whole,human_vs_gpt,ai_to_nearest_human_median,0.041571730725849854
one_at_a_time,proposals,original,whole,human_vs_gpt,ai_to_nearest_human_q90,0.046549237728438844
one_at_a_time,proposals,original,whole,human_vs_gpt,human_to_nearest_human_median,0.05466312296405029
one_at_a_time,proposals,original,whole,human_vs_gpt,human_to_nearest_human_q90,0.07369568163574391
one_at_a_time,proposals,original,whole,human_vs_gpt,human_to_nearest_ai_median,0.06455634217196204
one_at_a_time,proposals,original,whole,human_vs_gpt,human_to_nearest_ai_q90,0.0831283773176245
one_at_a_time,proposals,original,whole,human_vs_gpt,share_human_fringe,0.34782608695652173
one_at_a_time,proposals,original,whole,human_vs_gpt,share_ai_pocket,0.0
one_at_a_time,proposals,original,whole,human_vs_gpt,n_ai,23.0
one_at_a_time,proposals,original,whole,human_vs_gpt,n_human,23.0
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,ai_to_nearest_human_median,0.043135630760537724
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,ai_to_nearest_human_q90,0.051232982863065546
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_human_median,0.05466312296405029
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_human_q90,0.07369568163574391
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_ai_median,0.0636638430144768
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_ai_q90,0.08560526915714639
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,share_human_fringe,0.30478260869565216
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,share_ai_pocket,0.0
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,n_ai,4600.0
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,n_human,23.0
