metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,mean_group1,mean_group2,q_value
Synthesis_Focus,11,23,96.5,0.14306393633464717,-0.23715415019762845,small,human-y2,claude-opus-4-5,4.181818181818182,4.826086956521739,0.17882992041830897
Synthesis_Focus,11,23,92.5,0.0804786610334343,-0.26877470355731226,small,human-y2,gemini-3-pro-preview,4.181818181818182,4.869565217391305,0.13462876048280784
Synthesis_Focus,11,23,80.5,0.0027572076281896832,-0.36363636363636365,medium,human-y2,gpt-5.2,4.181818181818182,5.0,0.013786038140948417
Synthesis_Focus,23,23,253.0,0.6977593768806651,-0.043478260869565216,negligible,claude-opus-4-5,gemini-3-pro-preview,4.826086956521739,4.869565217391305,0.7752881965340723
Synthesis_Focus,23,23,218.5,0.04058993916266043,-0.17391304347826086,small,claude-opus-4-5,gpt-5.2,4.826086956521739,5.0,0.13462876048280784
Synthesis_Focus,23,23,230.0,0.0807772562896847,-0.13043478260869565,negligible,gemini-3-pro-preview,gpt-5.2,4.869565217391305,5.0,0.13462876048280784
Data_Identification,12,11,39.0,0.06830021936251418,-0.4090909090909091,medium,human-y1,human-y2,2.75,3.272727272727273,0.13660043872502836
Data_Identification,12,23,61.0,0.003559671481864021,-0.5579710144927537,large,human-y1,claude-opus-4-5,2.75,3.4782608695652173,0.017798357409320103
Data_Identification,12,23,75.5,0.010195212695478116,-0.4528985507246377,medium,human-y1,gemini-3-pro-preview,2.75,3.3043478260869565,0.03398404231826039
Data_Identification,12,23,47.5,0.0005739215911515339,-0.6557971014492754,large,human-y1,gpt-5.2,2.75,3.608695652173913,0.005739215911515339
Data_Identification,11,23,104.5,0.37383214915339846,-0.17391304347826086,small,human-y2,claude-opus-4-5,3.272727272727273,3.4782608695652173,0.4672901864417481
Data_Identification,11,23,126.0,1.0,-0.003952569169960474,negligible,human-y2,gemini-3-pro-preview,3.272727272727273,3.3043478260869565,1.0
Data_Identification,11,23,91.0,0.1410825397224599,-0.28063241106719367,small,human-y2,gpt-5.2,3.272727272727273,3.608695652173913,0.23513756620409984
Data_Identification,23,23,314.0,0.21364727777722758,0.18714555765595464,small,claude-opus-4-5,gemini-3-pro-preview,3.4782608695652173,3.3043478260869565,0.3052103968246108
Data_Identification,23,23,237.0,0.493187256885258,-0.10396975425330812,negligible,claude-opus-4-5,gpt-5.2,3.4782608695652173,3.608695652173913,0.5479858409836199
Data_Identification,23,23,184.0,0.041684023129488615,-0.30434782608695654,small,gemini-3-pro-preview,gpt-5.2,3.3043478260869565,3.608695652173913,0.10421005782372153
Open_Science_Commitment,12,11,69.0,0.867365435232492,0.045454545454545456,negligible,human-y1,human-y2,3.25,3.1818181818181817,0.9637393724805468
Open_Science_Commitment,12,23,74.0,0.001538453625279201,-0.463768115942029,medium,human-y1,claude-opus-4-5,3.25,3.9565217391304346,0.0031914921223083195
Open_Science_Commitment,12,23,77.5,0.002800064644330318,-0.4384057971014493,medium,human-y1,gemini-3-pro-preview,3.25,3.869565217391304,0.004666774407217197
Open_Science_Commitment,12,23,69.0,0.0002829746044352193,-0.5,large,human-y1,gpt-5.2,3.25,4.0,0.0014148730221760965
Open_Science_Commitment,11,23,62.0,0.0008260262484524642,-0.5098814229249012,large,human-y2,claude-opus-4-5,3.1818181818181817,3.9565217391304346,0.0027534208281748806
Open_Science_Commitment,11,23,65.5,0.00159574606115416,-0.48221343873517786,large,human-y2,gemini-3-pro-preview,3.1818181818181817,3.869565217391304,0.0031914921223083195
Open_Science_Commitment,11,23,57.5,0.00014425469487592437,-0.5454545454545454,large,human-y2,gpt-5.2,3.1818181818181817,4.0,0.0014148730221760965
Open_Science_Commitment,23,23,265.0,1.0,0.001890359168241966,negligible,claude-opus-4-5,gemini-3-pro-preview,3.9565217391304346,3.869565217391304,1.0
Open_Science_Commitment,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,claude-opus-4-5,gpt-5.2,3.9565217391304346,4.0,0.42351088333731385
Open_Science_Commitment,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,gemini-3-pro-preview,gpt-5.2,3.869565217391304,4.0,0.42351088333731385
