metric,comparison,n_human_all,n_other,mean_diff,bootstrap_ci_lo,bootstrap_ci_hi,permutation_p_value,permutation_q_value
overall_score,human-all minus claude-opus-4-5,23,23,-0.5753623188405812,-0.7696014492753629,-0.36952898550724605,0.0001999600079984003,0.0001999600079984003
overall_score,human-all minus gemini-3-pro-preview,23,23,-0.5362318840579721,-0.7739492753623196,-0.27673913043478193,0.0001999600079984003,0.0001999600079984003
overall_score,human-all minus gpt-5.2,23,23,-0.6188405797101448,-0.8116666666666662,-0.4086956521739133,0.0001999600079984003,0.0001999600079984003
Relevance_to_Emergent_Phenomena,human-all minus claude-opus-4-5,23,23,-1.36231884057971,-1.7971014492753623,-0.942028985507247,0.0001999600079984003,0.0001999600079984003
Relevance_to_Emergent_Phenomena,human-all minus gemini-3-pro-preview,23,23,-1.391304347826087,-1.8115942028985503,-0.9855072463768115,0.0001999600079984003,0.0001999600079984003
Relevance_to_Emergent_Phenomena,human-all minus gpt-5.2,23,23,-1.391304347826087,-1.8115942028985503,-0.9855072463768115,0.0001999600079984003,0.0001999600079984003
Novelty_and_Significance,human-all minus claude-opus-4-5,23,23,-0.30434782608695565,-0.4782608695652155,-0.15942028985507228,0.0003999200159968006,0.0003999200159968006
Novelty_and_Significance,human-all minus gemini-3-pro-preview,23,23,-0.36231884057970953,-0.5217391304347814,-0.23188405797101286,0.0001999600079984003,0.00029994001199760045
Novelty_and_Significance,human-all minus gpt-5.2,23,23,-0.3768115942028971,-0.536231884057969,-0.24637681159420133,0.0001999600079984003,0.00029994001199760045
Rigor_of_Approach,human-all minus claude-opus-4-5,23,23,-0.08695652173913038,-0.2753623188405805,0.1014492753623184,0.4367126574685063,0.7054589082183563
Rigor_of_Approach,human-all minus gemini-3-pro-preview,23,23,-0.014492753623188026,-0.2463768115942031,0.24637681159420133,0.9672065586882623,0.9672065586882623
Rigor_of_Approach,human-all minus gpt-5.2,23,23,-0.08695652173913038,-0.304347826086957,0.11594202898550776,0.47030593881223753,0.7054589082183563
Scope_and_Timeline,human-all minus claude-opus-4-5,23,23,-0.260869565217392,-0.4637681159420284,-0.07246376811594146,0.008998200359928014,0.02699460107978404
Scope_and_Timeline,human-all minus gemini-3-pro-preview,23,23,-0.24637681159420266,-0.4927536231884049,0.028985507246377395,0.07458508298340331,0.07458508298340331
Scope_and_Timeline,human-all minus gpt-5.2,23,23,-0.23188405797101508,-0.43478260869565144,-0.028985507246377384,0.02419516096780644,0.03629274145170966
Synthesis_Focus,human-all minus claude-opus-4-5,23,23,-0.666666666666667,-1.0579710144927539,-0.31884057971014457,0.0003999200159968006,0.0003999200159968006
Synthesis_Focus,human-all minus gemini-3-pro-preview,23,23,-0.7101449275362324,-1.0873188405797112,-0.36231884057971,0.0001999600079984003,0.00029994001199760045
Synthesis_Focus,human-all minus gpt-5.2,23,23,-0.7391304347826084,-1.1163043478260872,-0.3913043478260878,0.0001999600079984003,0.00029994001199760045
Data_Identification,human-all minus claude-opus-4-5,23,23,-0.014492753623188026,-0.2753623188405796,0.2608695652173907,0.9848030393921215,0.9848030393921215
Data_Identification,human-all minus gemini-3-pro-preview,23,23,8.881784197001252e-16,-0.2753623188405787,0.2753623188405796,0.9530093981203759,0.9848030393921215
Data_Identification,human-all minus gpt-5.2,23,23,-0.043478260869564966,-0.31884057971014457,0.24637681159420177,0.7974405118976204,0.9848030393921215
Open_Science_Commitment,human-all minus claude-opus-4-5,23,23,-1.101449275362318,-1.4782608695652155,-0.7101449275362315,0.0001999600079984003,0.00029994001199760045
Open_Science_Commitment,human-all minus gemini-3-pro-preview,23,23,-0.9420289855072466,-1.3913043478260847,-0.44927536231884035,0.0003999200159968006,0.0003999200159968006
Open_Science_Commitment,human-all minus gpt-5.2,23,23,-1.1884057971014488,-1.5507246376811574,-0.8115942028985494,0.0001999600079984003,0.00029994001199760045
