metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,mean_group1,mean_group2,q_value
Scope_and_Timeline,23,23,317.5,0.17202967852961182,0.2003780718336484,small,gemini-3-pro-preview,gpt-5.2,3.144927536231884,3.1304347826086962,0.34405935705922364
Synthesis_Focus,12,11,59.0,0.6803975018922337,-0.10606060606060606,negligible,human-y1,human-y2,4.305555555555556,4.212121212121212,0.6803975018922337
Synthesis_Focus,12,23,49.5,0.00039773171355096047,-0.6413043478260869,large,human-y1,claude-opus-4-5,4.305555555555556,4.9275362318840585,0.0009943292838774011
Synthesis_Focus,12,23,40.5,4.0515428650717475e-05,-0.7065217391304348,large,human-y1,gemini-3-pro-preview,4.305555555555556,4.971014492753624,0.0002025771432535874
Synthesis_Focus,12,23,34.5,3.1131587578514544e-06,-0.75,large,human-y1,gpt-5.2,4.305555555555556,5.0,3.113158757851454e-05
Synthesis_Focus,11,23,73.0,0.015143106419566971,-0.42292490118577075,medium,human-y2,claude-opus-4-5,4.212121212121212,4.9275362318840585,0.025238510699278283
Synthesis_Focus,11,23,64.5,0.0022973642223417644,-0.4901185770750988,large,human-y2,gemini-3-pro-preview,4.212121212121212,4.971014492753624,0.004594728444683529
Synthesis_Focus,11,23,57.5,0.00014735153914295258,-0.5454545454545454,large,human-y2,gpt-5.2,4.212121212121212,5.0,0.0004911717971431752
Synthesis_Focus,23,23,240.5,0.3768839678720095,-0.09073724007561437,negligible,claude-opus-4-5,gemini-3-pro-preview,4.9275362318840585,4.971014492753624,0.4187599643022328
Synthesis_Focus,23,23,218.5,0.04074588729638151,-0.17391304347826086,small,claude-opus-4-5,gpt-5.2,4.9275362318840585,5.0,0.058208410423402156
Synthesis_Focus,23,23,241.5,0.16178218444382653,-0.08695652173913043,negligible,gemini-3-pro-preview,gpt-5.2,4.971014492753624,5.0,0.20222773055478316
Data_Identification,12,11,56.0,0.5487151042523364,-0.15151515151515152,small,human-y1,human-y2,3.0,3.151515151515152,0.9145251737538939
Data_Identification,12,23,134.5,0.9087747088917425,-0.025362318840579712,negligible,human-y1,claude-opus-4-5,3.0,3.0869565217391304,0.9657475809137266
Data_Identification,12,23,135.0,0.9256751706022998,-0.021739130434782608,negligible,human-y1,gemini-3-pro-preview,3.0,3.0724637681159415,0.9657475809137266
Data_Identification,12,23,127.5,0.7133128909521529,-0.07608695652173914,negligible,human-y1,gpt-5.2,3.0,3.1159420289855073,0.9657475809137266
Data_Identification,11,23,166.0,0.10474288321332942,0.31225296442687744,small,human-y2,claude-opus-4-5,3.151515151515152,3.0869565217391304,0.6778385203691475
Data_Identification,11,23,164.0,0.1355677040738295,0.2964426877470356,small,human-y2,gemini-3-pro-preview,3.151515151515152,3.0724637681159415,0.6778385203691475
Data_Identification,11,23,155.0,0.2691174879567215,0.22529644268774704,small,human-y2,gpt-5.2,3.151515151515152,3.1159420289855073,0.8489034726315305
Data_Identification,23,23,262.5,0.9657475809137266,-0.007561436672967864,negligible,claude-opus-4-5,gemini-3-pro-preview,3.0869565217391304,3.0724637681159415,0.9657475809137266
Data_Identification,23,23,229.5,0.3567535992637034,-0.1323251417769376,negligible,claude-opus-4-5,gpt-5.2,3.0869565217391304,3.1159420289855073,0.8489034726315305
Data_Identification,23,23,233.0,0.42445173631576527,-0.11909262759924386,negligible,gemini-3-pro-preview,gpt-5.2,3.0724637681159415,3.1159420289855073,0.8489034726315305
Open_Science_Commitment,12,11,61.0,0.7779301716351124,-0.07575757575757576,negligible,human-y1,human-y2,3.0833333333333335,3.242424242424242,0.7779301716351124
Open_Science_Commitment,12,23,39.5,0.0001563959575042366,-0.7137681159420289,large,human-y1,claude-opus-4-5,3.0833333333333335,4.26086956521739,0.0005213198583474554
Open_Science_Commitment,12,23,51.0,0.0011939187780563984,-0.6304347826086957,large,human-y1,gemini-3-pro-preview,3.0833333333333335,4.101449275362318,0.0023878375561127967
Open_Science_Commitment,12,23,33.5,1.9350901223200724e-05,-0.7572463768115942,large,human-y1,gpt-5.2,3.0833333333333335,4.347826086956521,9.675450611600363e-05
Open_Science_Commitment,11,23,40.5,0.00022325933865578127,-0.6798418972332015,large,human-y2,claude-opus-4-5,3.242424242424242,4.26086956521739,0.0005581483466394532
Open_Science_Commitment,11,23,51.5,0.002079598800430687,-0.5928853754940712,large,human-y2,gemini-3-pro-preview,3.242424242424242,4.101449275362318,0.0034659980007178113
Open_Science_Commitment,11,23,33.0,1.0060142870614245e-05,-0.7391304347826086,large,human-y2,gpt-5.2,3.242424242424242,4.347826086956521,9.675450611600363e-05
Open_Science_Commitment,23,23,289.0,0.4635065552329011,0.09262759924385633,negligible,claude-opus-4-5,gemini-3-pro-preview,4.26086956521739,4.101449275362318,0.5150072835921123
Open_Science_Commitment,23,23,209.0,0.025288842818855323,-0.20982986767485823,small,claude-opus-4-5,gpt-5.2,4.26086956521739,4.347826086956521,0.03161105352356915
Open_Science_Commitment,23,23,187.0,0.00675830884900866,-0.29300567107750475,small,gemini-3-pro-preview,gpt-5.2,4.101449275362318,4.347826086956521,0.009654726927155228
