condition,task,text_version,field,comparison,stat,value
persona,proposals,rephrased,whole,human_vs_claude,ai_to_nearest_human_median,0.038625966083523755
persona,proposals,rephrased,whole,human_vs_claude,ai_to_nearest_human_q90,0.12949860660794837
persona,proposals,rephrased,whole,human_vs_claude,human_to_nearest_human_median,0.04762805069413978
persona,proposals,rephrased,whole,human_vs_claude,human_to_nearest_human_q90,0.1470781232876702
persona,proposals,rephrased,whole,human_vs_claude,human_to_nearest_ai_median,0.0482099236953204
persona,proposals,rephrased,whole,human_vs_claude,human_to_nearest_ai_q90,0.19493193906249826
persona,proposals,rephrased,whole,human_vs_claude,share_human_fringe,0.2608695652173913
persona,proposals,rephrased,whole,human_vs_claude,share_ai_pocket,0.08695652173913043
persona,proposals,rephrased,whole,human_vs_claude,n_ai,23.0
persona,proposals,rephrased,whole,human_vs_claude,n_human,23.0
persona,proposals,rephrased,whole,human_vs_gemini,ai_to_nearest_human_median,0.03832034318244437
persona,proposals,rephrased,whole,human_vs_gemini,ai_to_nearest_human_q90,0.08772602639051758
persona,proposals,rephrased,whole,human_vs_gemini,human_to_nearest_human_median,0.04762805069413978
persona,proposals,rephrased,whole,human_vs_gemini,human_to_nearest_human_q90,0.1470781232876702
persona,proposals,rephrased,whole,human_vs_gemini,human_to_nearest_ai_median,0.040102180483175154
persona,proposals,rephrased,whole,human_vs_gemini,human_to_nearest_ai_q90,0.20406900476026113
persona,proposals,rephrased,whole,human_vs_gemini,share_human_fringe,0.2608695652173913
persona,proposals,rephrased,whole,human_vs_gemini,share_ai_pocket,0.043478260869565216
persona,proposals,rephrased,whole,human_vs_gemini,n_ai,23.0
persona,proposals,rephrased,whole,human_vs_gemini,n_human,23.0
persona,proposals,rephrased,whole,human_vs_gpt,ai_to_nearest_human_median,0.03837233613086399
persona,proposals,rephrased,whole,human_vs_gpt,ai_to_nearest_human_q90,0.1472048091264653
persona,proposals,rephrased,whole,human_vs_gpt,human_to_nearest_human_median,0.04762805069413978
persona,proposals,rephrased,whole,human_vs_gpt,human_to_nearest_human_q90,0.1470781232876702
persona,proposals,rephrased,whole,human_vs_gpt,human_to_nearest_ai_median,0.04813869931076564
persona,proposals,rephrased,whole,human_vs_gpt,human_to_nearest_ai_q90,0.18230457456586008
persona,proposals,rephrased,whole,human_vs_gpt,share_human_fringe,0.21739130434782608
persona,proposals,rephrased,whole,human_vs_gpt,share_ai_pocket,0.13043478260869565
persona,proposals,rephrased,whole,human_vs_gpt,n_ai,23.0
persona,proposals,rephrased,whole,human_vs_gpt,n_human,23.0
persona,proposals,rephrased,whole,human_vs_pooled_ai,ai_to_nearest_human_median,0.03837233613086399
persona,proposals,rephrased,whole,human_vs_pooled_ai,ai_to_nearest_human_q90,0.1394924845056177
persona,proposals,rephrased,whole,human_vs_pooled_ai,human_to_nearest_human_median,0.04762805069413978
persona,proposals,rephrased,whole,human_vs_pooled_ai,human_to_nearest_human_q90,0.1470781232876702
persona,proposals,rephrased,whole,human_vs_pooled_ai,human_to_nearest_ai_median,0.04606885991887072
persona,proposals,rephrased,whole,human_vs_pooled_ai,human_to_nearest_ai_q90,0.19224656954843589
persona,proposals,rephrased,whole,human_vs_pooled_ai,share_human_fringe,0.25630434782608696
persona,proposals,rephrased,whole,human_vs_pooled_ai,share_ai_pocket,0.08478260869565217
persona,proposals,rephrased,whole,human_vs_pooled_ai,n_ai,4600.0
persona,proposals,rephrased,whole,human_vs_pooled_ai,n_human,23.0
