condition,text_version,field,comparison,facet,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::8,y1,5,3.540508319984465,3.703658810024343,-0.16315049003987792
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::9,y1,3,1.8434620872264083,1.9126421403111975,-0.06918005308478925
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::1,y2,3,1.9948131561333202,1.8831237671317997,0.11168938900152048
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::10,y2,3,1.8658612358541693,1.8660564478862023,-0.00019521203203298754
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::11,y2,4,2.681121210282099,2.7955220556977514,-0.11440084541565243
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::2,y2,3,1.966140186006795,1.9201325085900824,0.04600767741671263
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::3,y2,4,2.9573578896581973,2.816791992950949,0.1405658967072485
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::4,y2,2,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::5,y2,4,2.9561799932836457,2.7396592466372183,0.2165207466464274
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::6,y2,4,2.72113584958171,2.79170134129884,-0.07056549171712989
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::7,y2,4,2.544733746673654,2.8080752038582872,-0.2633414571846333
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::8,y2,3,1.7826108257680418,1.8860958910604357,-0.10348506529239399
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::9,y2,4,2.702765887392295,2.770541225953375,-0.06777533856107976
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::1,y1,4,2.984885109773798,2.828300907215058,0.15658420255874006
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::10,y1,4,2.9133032041614007,2.8623383114007876,0.050964892760613
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::11,y1,4,2.977612401074319,2.8797815579127275,0.0978308431615913
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::12,y1,4,2.8528974854974987,2.880887946636371,-0.02799046113887238
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::2,y1,3,1.9659957273609547,1.9638185412758613,0.00217718608509343
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::3,y1,4,2.891785044563804,2.8591477667900382,0.03263727777376557
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::4,y1,4,2.813580002440628,2.871605691159607,-0.05802568871897895
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::5,y1,4,2.860219482580701,2.88806239677079,-0.027842914190089108
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::6,y1,4,2.9585163571347137,2.8837159068727094,0.07480045026200433
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::7,y1,4,2.8766025728000426,2.8651744340374523,0.0114281387625903
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::8,y1,5,3.737021519745313,3.842359282302596,-0.10533776255728311
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::9,y1,3,1.9156697851137616,1.9529211445689438,-0.03725135945518221
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::1,y2,3,1.9974003977060049,1.9352562657304833,0.0621441319755216
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::10,y2,3,1.9285300221070054,1.9258441563018371,0.002685865805168275
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::11,y2,4,2.8322836499194897,2.8911959325332437,-0.05891228261375403
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::2,y2,3,1.9828031214374593,1.9571587648396491,0.02564435659781017
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::3,y2,4,2.978365898411311,2.902412701798538,0.07595319661277289
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::4,y2,2,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::5,y2,4,2.9771573398416113,2.858887071534522,0.11827026830708931
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::6,y2,4,2.8427499166948618,2.8887069938336922,-0.04595707713883046
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::7,y2,4,2.75657880038648,2.897464255584388,-0.14088545519790818
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::8,y2,3,1.8792414221121054,1.9370690875237222,-0.05782766541161677
persona,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::9,y2,4,2.8337902219965994,2.875731839774704,-0.04194161777810468
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::1,y1,4,0.75,0.8386446886446887,-0.08864468864468866
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::10,y1,4,1.0,0.9805860805860805,0.019413919413919456
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::11,y1,4,0.75,0.9990842490842491,-0.2490842490842491
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::12,y1,4,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::2,y1,3,0.6666666666666666,0.8783882783882783,-0.21172161172161164
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::3,y1,4,0.75,1.0,-0.25
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::4,y1,4,0.75,0.8663003663003663,-0.11630036630036633
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::5,y1,4,1.0,0.9996336996336996,0.000366300366300365
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::6,y1,4,0.75,0.7727106227106227,-0.02271062271062274
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::7,y1,4,1.0,0.9990842490842491,0.0009157509157509125
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::8,y1,5,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::9,y1,3,0.6666666666666666,1.0,-0.33333333333333337
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::1,y2,3,0.6666666666666666,0.9846153846153847,-0.31794871794871804
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::10,y2,3,0.6666666666666666,1.0,-0.33333333333333337
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::11,y2,4,0.75,0.9164835164835164,-0.16648351648351645
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::2,y2,3,0.6666666666666666,1.0,-0.33333333333333337
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::3,y2,4,1.0,0.9981684981684982,0.001831501831501825
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::4,y2,2,,0.780952380952381,
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::5,y2,4,1.0,0.9763736263736263,0.023626373626373653
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::6,y2,4,1.0,0.9990842490842491,0.0009157509157509125
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::7,y2,4,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::8,y2,3,0.6666666666666666,1.0,-0.33333333333333337
persona,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::9,y2,4,0.75,0.9998168498168498,-0.24981684981684982
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::1,y1,4,0.7370347490089888,0.7364224178561426,0.0006123311528462017
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::10,y1,4,0.7348575742796865,0.7364133258029063,-0.0015557515232198504
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::11,y1,4,0.7326282755770043,0.7356642352852255,-0.0030359597082212364
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::12,y1,4,0.7316447807914478,0.7396051030256082,-0.007960322234160433
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::2,y1,3,0.6462546800212238,0.6514010290853967,-0.005146349064172884
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::3,y1,4,0.7314071041442983,0.7370342000907479,-0.005627095946449612
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::4,y1,4,0.7384106050828001,0.7366468311266383,0.001763773956161785
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::5,y1,4,0.7309361019135832,0.7368362329042943,-0.005900130990711183
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::6,y1,4,0.7362290128476738,0.7360600127385368,0.00016900010913700747
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::7,y1,4,0.7339710186083563,0.7375576425817784,-0.0035866239734220207
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::8,y1,5,0.7823066907090361,0.788890954773261,-0.006584264064224854
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::9,y1,3,0.6411824495391277,0.6516177414804692,-0.010435291941341518
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::1,y2,3,0.6473373686470697,0.650970241276177,-0.0036328726291072755
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::10,y2,3,0.6387764202318275,0.6524128115055516,-0.01363639127372418
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::11,y2,4,0.7339104421062232,0.7364064281750872,-0.00249598606886392
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::2,y2,3,0.6434272450747182,0.6521679611312401,-0.008740716056521936
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::3,y2,4,0.734368863601117,0.7355565142602631,-0.0011876506591461666
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::4,y2,2,0.47697538855070265,0.484355380416575,-0.0073799918658723485
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::5,y2,4,0.7351513637953084,0.7365969921670847,-0.0014456283717763085
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::6,y2,4,0.7354235222386485,0.7361383480000853,-0.000714825761436777
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::7,y2,4,0.7327961939309707,0.73903770165174,-0.006241507720769257
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::8,y2,3,0.6444793984951456,0.6495381141542329,-0.005058715659087332
persona,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::9,y2,4,0.7320824870026135,0.7365549712447582,-0.0044724842421447475
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::1,y1,4,0.0499302717541928,0.041675369376896615,0.008254902377296182
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::10,y1,4,0.03240505162449495,0.040719257155668556,-0.008314205531173603
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::11,y1,4,0.014744845294305881,0.037341298012269555,-0.022596452717963674
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::12,y1,4,0.014280278639062388,0.05642678383290838,-0.042146505193845996
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::2,y1,3,0.009534075809955076,0.030381925252156154,-0.020847849442201076
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::3,y1,4,0.011350009484812112,0.04410389372335003,-0.03275388423853792
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::4,y1,4,0.04803453663824811,0.04126999658391287,0.006764540054335237
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::5,y1,4,0.008730556730355674,0.04413199922639455,-0.035401442496038875
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::6,y1,4,0.040253023207406036,0.03993586676625081,0.00031715644115522246
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::7,y1,4,0.02402447973961958,0.04672126315091615,-0.022696783411296568
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::8,y1,5,0.004966665549235665,0.0599937611541101,-0.05502709560487443
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::9,y1,3,-0.0003559519045150404,0.030265128352258343,-0.030621080256773382
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::1,y2,3,0.013928555265607758,0.027785401631399236,-0.013856846365791478
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::10,y2,3,-0.002526147817320279,0.03136543483626586,-0.03389158265358614
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::11,y2,4,0.027110305008953863,0.041713823476680956,-0.014603518467727093
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::2,y2,3,0.00014161404970779753,0.032643828635475984,-0.032502214585768185
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::3,y2,4,0.02786902812524727,0.03636834837619163,-0.008499320250944357
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::4,y2,2,0.0036555399870158932,0.01585415223720435,-0.012198612250188456
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::5,y2,4,0.03393124607121821,0.04137088894046493,-0.0074396428692467195
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::6,y2,4,0.03440537612798956,0.03916842686017614,-0.00476305073218658
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::7,y2,4,0.02234927715631683,0.055589139157924496,-0.03323986200160767
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::8,y2,3,0.008641713665920075,0.024023928631999304,-0.015382214966079229
persona,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::9,y2,4,0.012530686909566761,0.04165413419017393,-0.029123447280607166
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::1,y1,4,0.033430312964150964,0.034963230820740626,-0.001532917856589662
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::10,y1,4,0.038843132862741735,0.034981374824181975,0.0038617580385597594
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::11,y1,4,0.04430295705381591,0.03684168191575424,0.00746127513806167
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::12,y1,4,0.04674229673287652,0.026980841792638568,0.01976145494023795
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::2,y1,3,0.04427365813805647,0.033397055930419015,0.010876602207637455
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::3,y1,4,0.04730605683397687,0.03343013576167097,0.013875921072305904
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::4,y1,4,0.03001494155620299,0.03439707536189198,-0.004382133805688991
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::5,y1,4,0.04844550156771771,0.03392748133068332,0.014518020237034385
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::6,y1,4,0.035441205761951346,0.0358589912206593,-0.0004177854587079574
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::7,y1,4,0.041042852885277537,0.032124232936297306,0.00891861994898023
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::8,y1,5,0.05223731644064713,0.033454941220475425,0.018782375220171704
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::9,y1,3,0.054834310697087475,0.03293586230392505,0.021898448393162427
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::1,y2,3,0.041989923514461104,0.03430268433183344,0.0076872391826276615
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::10,y2,3,0.05975752170248786,0.0312334672374305,0.02852405446505736
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::11,y2,4,0.041205754996349764,0.03499842400884242,0.006207330987507344
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::2,y2,3,0.05014910729980989,0.03176150543562156,0.01838760186418833
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::3,y2,4,0.04003591088829552,0.037105650919358274,0.0029302599689372474
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::4,y2,2,0.045036170392641295,0.030781902741788263,0.014254267650853032
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::5,y2,4,0.0381076578209632,0.034524788074029984,0.003582869746933219
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::6,y2,4,0.03745835445182163,0.03566357467896654,0.0017947797728550888
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::7,y2,4,0.04394563418455901,0.028411781460215224,0.015533852724343787
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::8,y2,3,0.04802962237152956,0.03734152105460972,0.010688101316919836
persona,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::9,y2,4,0.04568234459028122,0.03463141817565037,0.011050926414630846
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::1,y1,4,0.2110322087984305,0.21404866699558195,-0.0030164581971514615
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::10,y1,4,0.2271421318522565,0.21446566979794734,0.012676462054309168
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::11,y1,4,0.2427735379529608,0.22039200915328233,0.022381528799678474
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::12,y1,4,0.24786180481300182,0.18860881281347058,0.05925299199953124
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::2,y1,3,0.2571246070615084,0.22279329841736126,0.03433130864414716
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::3,y1,4,0.24986072074630453,0.20928558812577294,0.040575132620531584
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::4,y1,4,0.19822837941798993,0.21265298208184225,-0.014424602663852315
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::5,y1,4,0.25339189243678184,0.2115134439830499,0.04187844845373195
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::6,y1,4,0.2170072410783731,0.2174140566232204,-0.0004068155448472832
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::7,y1,4,0.2324259851240849,0.20542177746000045,0.027004207664084456
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::8,y1,5,0.2528871066375519,0.2034176531568888,0.04946945348066306
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::9,y1,3,0.2852167749687516,0.2210468399880647,0.06416993498068688
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::1,y2,3,0.25092657459846807,0.22474467528459588,0.026181899313872187
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::10,y2,3,0.29807680304176637,0.21430985123702975,0.08376695180473662
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::11,y2,4,0.23247414923156312,0.2148909237877769,0.01758322544378621
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::2,y2,3,0.2739653973283833,0.2170522802401524,0.05691311708823091
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::3,y2,4,0.2309046344058601,0.22143031593409257,0.009474318471767523
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::4,y2,2,0.30012054375747854,0.24596748074900812,0.05415306300847042
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::5,y2,4,0.22514106052328658,0.21312040443180988,0.012020656091476706
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::6,y2,4,0.2223009414355927,0.21691423446722286,0.005386706968369848
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::7,y2,4,0.2409078050685389,0.19373505483399456,0.04717275023454434
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::8,y2,3,0.26621173626125016,0.23469897875962029,0.03151275750162988
persona,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::9,y2,4,0.24478762070285723,0.2138300947945178,0.030957525908339417
persona,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::1,y1,4,0.032029975390674724,0.029489268958416272,0.0025407064322584515
