condition,task,text_version,field,comparison,stat,value
persona,reviews,rephrased,whole,human_vs_claude,ai_to_nearest_human_median,0.03301686254730407
persona,reviews,rephrased,whole,human_vs_claude,ai_to_nearest_human_q90,0.04130095786037431
persona,reviews,rephrased,whole,human_vs_claude,human_to_nearest_human_median,0.03619614211866673
persona,reviews,rephrased,whole,human_vs_claude,human_to_nearest_human_q90,0.0451631100395117
persona,reviews,rephrased,whole,human_vs_claude,human_to_nearest_ai_median,0.03349958061592406
persona,reviews,rephrased,whole,human_vs_claude,human_to_nearest_ai_q90,0.04122991795847067
persona,reviews,rephrased,whole,human_vs_claude,share_human_fringe,0.011764705882352941
persona,reviews,rephrased,whole,human_vs_claude,share_ai_pocket,0.06086956521739131
persona,reviews,rephrased,whole,human_vs_claude,n_ai,115.0
persona,reviews,rephrased,whole,human_vs_claude,n_human,85.0
persona,reviews,rephrased,whole,human_vs_gemini,ai_to_nearest_human_median,0.0365985862484961
persona,reviews,rephrased,whole,human_vs_gemini,ai_to_nearest_human_q90,0.044499653921043714
persona,reviews,rephrased,whole,human_vs_gemini,human_to_nearest_human_median,0.03619614211866673
persona,reviews,rephrased,whole,human_vs_gemini,human_to_nearest_human_q90,0.0451631100395117
persona,reviews,rephrased,whole,human_vs_gemini,human_to_nearest_ai_median,0.03629523856642658
persona,reviews,rephrased,whole,human_vs_gemini,human_to_nearest_ai_q90,0.0445451181049135
persona,reviews,rephrased,whole,human_vs_gemini,share_human_fringe,0.09411764705882353
persona,reviews,rephrased,whole,human_vs_gemini,share_ai_pocket,0.0782608695652174
persona,reviews,rephrased,whole,human_vs_gemini,n_ai,115.0
persona,reviews,rephrased,whole,human_vs_gemini,n_human,85.0
persona,reviews,rephrased,whole,human_vs_gpt,ai_to_nearest_human_median,0.03341871481472514
persona,reviews,rephrased,whole,human_vs_gpt,ai_to_nearest_human_q90,0.04131225727319363
persona,reviews,rephrased,whole,human_vs_gpt,human_to_nearest_human_median,0.03619614211866673
persona,reviews,rephrased,whole,human_vs_gpt,human_to_nearest_human_q90,0.0451631100395117
persona,reviews,rephrased,whole,human_vs_gpt,human_to_nearest_ai_median,0.03336685225929237
persona,reviews,rephrased,whole,human_vs_gpt,human_to_nearest_ai_q90,0.041185056974170235
persona,reviews,rephrased,whole,human_vs_gpt,share_human_fringe,0.03529411764705882
persona,reviews,rephrased,whole,human_vs_gpt,share_ai_pocket,0.02608695652173913
persona,reviews,rephrased,whole,human_vs_gpt,n_ai,115.0
persona,reviews,rephrased,whole,human_vs_gpt,n_human,85.0
persona,reviews,rephrased,whole,human_vs_pooled_ai,ai_to_nearest_human_median,0.03408741795777692
persona,reviews,rephrased,whole,human_vs_pooled_ai,ai_to_nearest_human_q90,0.04266473982456285
persona,reviews,rephrased,whole,human_vs_pooled_ai,human_to_nearest_human_median,0.03619614211866673
persona,reviews,rephrased,whole,human_vs_pooled_ai,human_to_nearest_human_q90,0.0451631100395117
persona,reviews,rephrased,whole,human_vs_pooled_ai,human_to_nearest_ai_median,0.030710757879543693
persona,reviews,rephrased,whole,human_vs_pooled_ai,human_to_nearest_ai_q90,0.03667750129058491
persona,reviews,rephrased,whole,human_vs_pooled_ai,share_human_fringe,0.0
persona,reviews,rephrased,whole,human_vs_pooled_ai,share_ai_pocket,0.05507246376811594
persona,reviews,rephrased,whole,human_vs_pooled_ai,n_ai,345.0
persona,reviews,rephrased,whole,human_vs_pooled_ai,n_human,85.0
