u_stat,p_value_mw,delta,delta_interp,p_value_perm,obs_diff_mean,obs_diff_median,ci_low,ci_high,group,p_value_mw_adj_holm,p_value_perm_adj_holm
591.0,0.06854179262226422,-0.2551984877126654,small,0.0005999400059994001,-0.028956339,-0.0041567683,-0.04941623862832785,-0.009541102126240741,All AI,0.20562537786679264,0.0017998200179982003
147.0,0.010158287246707833,-0.444234404536862,medium,0.00029997000299970003,-0.03840456,-0.006933652,-0.0579825408756733,-0.019424404017627246,claude-opus-4-5,0.04063314898683133,0.0011998800119988001
196.0,0.13520064031205972,-0.2589792060491493,small,0.0170982901709829,-0.02878929,-0.0044044256,-0.0502629030495882,-0.006591681391000754,gemini-3-pro-preview,0.27040128062411944,0.0341965803419658
248.0,0.7252081052994781,-0.062381852551984876,negligible,0.09499050094990501,-0.019675165,-0.002119422,-0.04177868384867906,0.002115771360695352,gpt-5.2,0.7252081052994781,0.09499050094990501
