metric,effect_human_minus_group,permutation_p_value,inference_primary,condition,human_value,ai_boot_mean,ai_boot_sd
mean_pairwise_distance,0.014905032749500495,9.999000099990002e-05,permutation,persona,0.05235175370227678,0.03749163519158193,0.001508238590221473
nearest_neighbor_distance,0.013750002004098198,9.999000099990002e-05,permutation,persona,0.03275117148523745,0.022739102244377137,0.0011094568000079338
grid_entropy,-0.794682428069259,0.5916408359164084,permutation,persona,4.1429146733542535,4.09894668903095,0.14857050538411626
mst_dispersion,0.013171266903851762,9.999000099990002e-05,permutation,persona,0.033385750922289764,0.024081829455765813,0.0009888954857741126
