metric,effect_human_minus_group,permutation_p_value,inference_primary,condition,human_value,ai_boot_mean,ai_boot_sd
mean_pairwise_distance,0.12988807791879375,0.11548845115488451,permutation,persona,0.41556957705689984,0.28360344169874907,0.06331780640565664
nearest_neighbor_distance,0.030084607393845268,0.05069493050694931,permutation,persona,0.08198250376659891,0.061135570751584094,0.008919593362790797
grid_entropy,-0.03453421579551974,0.532046795320468,permutation,persona,1.491013870758994,1.4784802958969494,0.08674114677082867
mst_dispersion,0.04833276004077279,0.045995400459954004,permutation,persona,0.11007438735528426,0.08666018658605489,0.00990814362472433
