condition,metric,sample_index,ai_boot_value,human_value,effect_human_minus_ai
persona,mesh_group_union_terms,79,890.0,871.0,-19.0
persona,mesh_group_union_terms,80,909.0,871.0,-38.0
persona,mesh_group_union_terms,81,941.0,871.0,-70.0
persona,mesh_group_union_terms,82,949.0,871.0,-78.0
persona,mesh_group_union_terms,83,930.0,871.0,-59.0
persona,mesh_group_union_terms,84,939.0,871.0,-68.0
persona,mesh_group_union_terms,85,935.0,871.0,-64.0
persona,mesh_group_union_terms,86,967.0,871.0,-96.0
persona,mesh_group_union_terms,87,980.0,871.0,-109.0
persona,mesh_group_union_terms,88,887.0,871.0,-16.0
persona,mesh_group_union_terms,89,959.0,871.0,-88.0
persona,mesh_group_union_terms,90,941.0,871.0,-70.0
persona,mesh_group_union_terms,91,912.0,871.0,-41.0
persona,mesh_group_union_terms,92,913.0,871.0,-42.0
persona,mesh_group_union_terms,93,954.0,871.0,-83.0
persona,mesh_group_union_terms,94,867.0,871.0,4.0
persona,mesh_group_union_terms,95,945.0,871.0,-74.0
persona,mesh_group_union_terms,96,923.0,871.0,-52.0
persona,mesh_group_union_terms,97,850.0,871.0,21.0
persona,mesh_group_union_terms,98,935.0,871.0,-64.0
persona,mesh_group_union_terms,99,963.0,871.0,-92.0
persona,mesh_group_union_terms,100,1000.0,871.0,-129.0
persona,mesh_group_union_terms,101,879.0,871.0,-8.0
persona,mesh_group_union_terms,102,861.0,871.0,10.0
persona,mesh_group_union_terms,103,969.0,871.0,-98.0
persona,mesh_group_union_terms,104,934.0,871.0,-63.0
persona,mesh_group_union_terms,105,892.0,871.0,-21.0
persona,mesh_group_union_terms,106,971.0,871.0,-100.0
persona,mesh_group_union_terms,107,944.0,871.0,-73.0
persona,mesh_group_union_terms,108,946.0,871.0,-75.0
persona,mesh_group_union_terms,109,918.0,871.0,-47.0
persona,mesh_group_union_terms,110,928.0,871.0,-57.0
persona,mesh_group_union_terms,111,990.0,871.0,-119.0
persona,mesh_group_union_terms,112,926.0,871.0,-55.0
persona,mesh_group_union_terms,113,891.0,871.0,-20.0
persona,mesh_group_union_terms,114,833.0,871.0,38.0
persona,mesh_group_union_terms,115,884.0,871.0,-13.0
persona,mesh_group_union_terms,116,923.0,871.0,-52.0
persona,mesh_group_union_terms,117,977.0,871.0,-106.0
persona,mesh_group_union_terms,118,908.0,871.0,-37.0
persona,mesh_group_union_terms,119,865.0,871.0,6.0
persona,mesh_group_union_terms,120,886.0,871.0,-15.0
persona,mesh_group_union_terms,121,872.0,871.0,-1.0
persona,mesh_group_union_terms,122,930.0,871.0,-59.0
persona,mesh_group_union_terms,123,924.0,871.0,-53.0
persona,mesh_group_union_terms,124,1030.0,871.0,-159.0
persona,mesh_group_union_terms,125,909.0,871.0,-38.0
persona,mesh_group_union_terms,126,959.0,871.0,-88.0
persona,mesh_group_union_terms,127,976.0,871.0,-105.0
persona,mesh_group_union_terms,128,924.0,871.0,-53.0
persona,mesh_group_union_terms,129,919.0,871.0,-48.0
persona,mesh_group_union_terms,130,889.0,871.0,-18.0
persona,mesh_group_union_terms,131,850.0,871.0,21.0
persona,mesh_group_union_terms,132,979.0,871.0,-108.0
persona,mesh_group_union_terms,133,1027.0,871.0,-156.0
persona,mesh_group_union_terms,134,851.0,871.0,20.0
persona,mesh_group_union_terms,135,999.0,871.0,-128.0
persona,mesh_group_union_terms,136,865.0,871.0,6.0
persona,mesh_group_union_terms,137,955.0,871.0,-84.0
persona,mesh_group_union_terms,138,839.0,871.0,32.0
persona,mesh_group_union_terms,139,956.0,871.0,-85.0
persona,mesh_group_union_terms,140,920.0,871.0,-49.0
persona,mesh_group_union_terms,141,898.0,871.0,-27.0
persona,mesh_group_union_terms,142,837.0,871.0,34.0
persona,mesh_group_union_terms,143,961.0,871.0,-90.0
persona,mesh_group_union_terms,144,929.0,871.0,-58.0
persona,mesh_group_union_terms,145,904.0,871.0,-33.0
persona,mesh_group_union_terms,146,915.0,871.0,-44.0
persona,mesh_group_union_terms,147,1001.0,871.0,-130.0
persona,mesh_group_union_terms,148,944.0,871.0,-73.0
persona,mesh_group_union_terms,149,868.0,871.0,3.0
persona,mesh_group_union_terms,150,977.0,871.0,-106.0
persona,mesh_group_union_terms,151,924.0,871.0,-53.0
persona,mesh_group_union_terms,152,826.0,871.0,45.0
persona,mesh_group_union_terms,153,847.0,871.0,24.0
persona,mesh_group_union_terms,154,945.0,871.0,-74.0
persona,mesh_group_union_terms,155,1046.0,871.0,-175.0
persona,mesh_group_union_terms,156,862.0,871.0,9.0
persona,mesh_group_union_terms,157,853.0,871.0,18.0
persona,mesh_group_union_terms,158,851.0,871.0,20.0
persona,mesh_group_union_terms,159,923.0,871.0,-52.0
persona,mesh_group_union_terms,160,930.0,871.0,-59.0
persona,mesh_group_union_terms,161,921.0,871.0,-50.0
persona,mesh_group_union_terms,162,932.0,871.0,-61.0
persona,mesh_group_union_terms,163,964.0,871.0,-93.0
persona,mesh_group_union_terms,164,886.0,871.0,-15.0
persona,mesh_group_union_terms,165,949.0,871.0,-78.0
persona,mesh_group_union_terms,166,962.0,871.0,-91.0
persona,mesh_group_union_terms,167,977.0,871.0,-106.0
persona,mesh_group_union_terms,168,919.0,871.0,-48.0
persona,mesh_group_union_terms,169,946.0,871.0,-75.0
persona,mesh_group_union_terms,170,988.0,871.0,-117.0
persona,mesh_group_union_terms,171,950.0,871.0,-79.0
persona,mesh_group_union_terms,172,931.0,871.0,-60.0
persona,mesh_group_union_terms,173,888.0,871.0,-17.0
persona,mesh_group_union_terms,174,981.0,871.0,-110.0
persona,mesh_group_union_terms,175,912.0,871.0,-41.0
persona,mesh_group_union_terms,176,929.0,871.0,-58.0
persona,mesh_group_union_terms,177,916.0,871.0,-45.0
persona,mesh_group_union_terms,178,948.0,871.0,-77.0
persona,mesh_group_union_terms,179,852.0,871.0,19.0
persona,mesh_group_union_terms,180,950.0,871.0,-79.0
persona,mesh_group_union_terms,181,940.0,871.0,-69.0
persona,mesh_group_union_terms,182,1001.0,871.0,-130.0
persona,mesh_group_union_terms,183,868.0,871.0,3.0
persona,mesh_group_union_terms,184,970.0,871.0,-99.0
persona,mesh_group_union_terms,185,906.0,871.0,-35.0
persona,mesh_group_union_terms,186,927.0,871.0,-56.0
persona,mesh_group_union_terms,187,867.0,871.0,4.0
persona,mesh_group_union_terms,188,898.0,871.0,-27.0
persona,mesh_group_union_terms,189,896.0,871.0,-25.0
persona,mesh_group_union_terms,190,905.0,871.0,-34.0
persona,mesh_group_union_terms,191,912.0,871.0,-41.0
persona,mesh_group_union_terms,192,901.0,871.0,-30.0
persona,mesh_group_union_terms,193,913.0,871.0,-42.0
persona,mesh_group_union_terms,194,942.0,871.0,-71.0
persona,mesh_group_union_terms,195,916.0,871.0,-45.0
persona,mesh_group_union_terms,196,899.0,871.0,-28.0
persona,mesh_group_union_terms,197,870.0,871.0,1.0
persona,mesh_group_union_terms,198,905.0,871.0,-34.0
persona,mesh_group_union_terms,199,967.0,871.0,-96.0
persona,mesh_group_union_terms,200,922.0,871.0,-51.0
persona,mesh_group_union_terms,201,925.0,871.0,-54.0
persona,mesh_group_union_terms,202,970.0,871.0,-99.0
persona,mesh_group_union_terms,203,899.0,871.0,-28.0
persona,mesh_group_union_terms,204,981.0,871.0,-110.0
persona,mesh_group_union_terms,205,910.0,871.0,-39.0
persona,mesh_group_union_terms,206,938.0,871.0,-67.0
persona,mesh_group_union_terms,207,962.0,871.0,-91.0
persona,mesh_group_union_terms,208,868.0,871.0,3.0
persona,mesh_group_union_terms,209,877.0,871.0,-6.0
persona,mesh_group_union_terms,210,884.0,871.0,-13.0
persona,mesh_group_union_terms,211,916.0,871.0,-45.0
persona,mesh_group_union_terms,212,883.0,871.0,-12.0
persona,mesh_group_union_terms,213,1006.0,871.0,-135.0
persona,mesh_group_union_terms,214,925.0,871.0,-54.0
persona,mesh_group_union_terms,215,940.0,871.0,-69.0
persona,mesh_group_union_terms,216,968.0,871.0,-97.0
persona,mesh_group_union_terms,217,939.0,871.0,-68.0
persona,mesh_group_union_terms,218,943.0,871.0,-72.0
persona,mesh_group_union_terms,219,910.0,871.0,-39.0
persona,mesh_group_union_terms,220,1029.0,871.0,-158.0
persona,mesh_group_union_terms,221,982.0,871.0,-111.0
persona,mesh_group_union_terms,222,862.0,871.0,9.0
persona,mesh_group_union_terms,223,908.0,871.0,-37.0
persona,mesh_group_union_terms,224,906.0,871.0,-35.0
persona,mesh_group_union_terms,225,913.0,871.0,-42.0
persona,mesh_group_union_terms,226,924.0,871.0,-53.0
persona,mesh_group_union_terms,227,887.0,871.0,-16.0
persona,mesh_group_union_terms,228,959.0,871.0,-88.0
persona,mesh_group_union_terms,229,874.0,871.0,-3.0
persona,mesh_group_union_terms,230,883.0,871.0,-12.0
persona,mesh_group_union_terms,231,915.0,871.0,-44.0
persona,mesh_group_union_terms,232,866.0,871.0,5.0
persona,mesh_group_union_terms,233,924.0,871.0,-53.0
persona,mesh_group_union_terms,234,969.0,871.0,-98.0
persona,mesh_group_union_terms,235,905.0,871.0,-34.0
persona,mesh_group_union_terms,236,848.0,871.0,23.0
persona,mesh_group_union_terms,237,921.0,871.0,-50.0
persona,mesh_group_union_terms,238,888.0,871.0,-17.0
persona,mesh_group_union_terms,239,965.0,871.0,-94.0
persona,mesh_group_union_terms,240,926.0,871.0,-55.0
persona,mesh_group_union_terms,241,833.0,871.0,38.0
persona,mesh_group_union_terms,242,955.0,871.0,-84.0
persona,mesh_group_union_terms,243,902.0,871.0,-31.0
persona,mesh_group_union_terms,244,978.0,871.0,-107.0
persona,mesh_group_union_terms,245,908.0,871.0,-37.0
persona,mesh_group_union_terms,246,982.0,871.0,-111.0
persona,mesh_group_union_terms,247,971.0,871.0,-100.0
persona,mesh_group_union_terms,248,913.0,871.0,-42.0
persona,mesh_group_union_terms,249,930.0,871.0,-59.0
persona,mesh_group_union_terms,250,926.0,871.0,-55.0
persona,mesh_group_union_terms,251,901.0,871.0,-30.0
persona,mesh_group_union_terms,252,954.0,871.0,-83.0
persona,mesh_group_union_terms,253,1012.0,871.0,-141.0
persona,mesh_group_union_terms,254,957.0,871.0,-86.0
persona,mesh_group_union_terms,255,917.0,871.0,-46.0
persona,mesh_group_union_terms,256,912.0,871.0,-41.0
persona,mesh_group_union_terms,257,937.0,871.0,-66.0
persona,mesh_group_union_terms,258,869.0,871.0,2.0
persona,mesh_group_union_terms,259,957.0,871.0,-86.0
persona,mesh_group_union_terms,260,955.0,871.0,-84.0
persona,mesh_group_union_terms,261,986.0,871.0,-115.0
persona,mesh_group_union_terms,262,997.0,871.0,-126.0
persona,mesh_group_union_terms,263,904.0,871.0,-33.0
persona,mesh_group_union_terms,264,899.0,871.0,-28.0
persona,mesh_group_union_terms,265,936.0,871.0,-65.0
persona,mesh_group_union_terms,266,929.0,871.0,-58.0
persona,mesh_group_union_terms,267,913.0,871.0,-42.0
persona,mesh_group_union_terms,268,970.0,871.0,-99.0
persona,mesh_group_union_terms,269,925.0,871.0,-54.0
persona,mesh_group_union_terms,270,953.0,871.0,-82.0
persona,mesh_group_union_terms,271,901.0,871.0,-30.0
persona,mesh_group_union_terms,272,987.0,871.0,-116.0
persona,mesh_group_union_terms,273,911.0,871.0,-40.0
persona,mesh_group_union_terms,274,1006.0,871.0,-135.0
persona,mesh_group_union_terms,275,967.0,871.0,-96.0
persona,mesh_group_union_terms,276,875.0,871.0,-4.0
persona,mesh_group_union_terms,277,810.0,871.0,61.0
persona,mesh_group_union_terms,278,935.0,871.0,-64.0
persona,mesh_group_union_terms,279,987.0,871.0,-116.0
persona,mesh_group_union_terms,280,939.0,871.0,-68.0
persona,mesh_group_union_terms,281,823.0,871.0,48.0
persona,mesh_group_union_terms,282,946.0,871.0,-75.0
persona,mesh_group_union_terms,283,851.0,871.0,20.0
persona,mesh_group_union_terms,284,900.0,871.0,-29.0
persona,mesh_group_union_terms,285,919.0,871.0,-48.0
persona,mesh_group_union_terms,286,946.0,871.0,-75.0
persona,mesh_group_union_terms,287,937.0,871.0,-66.0
persona,mesh_group_union_terms,288,848.0,871.0,23.0
persona,mesh_group_union_terms,289,1023.0,871.0,-152.0
persona,mesh_group_union_terms,290,986.0,871.0,-115.0
persona,mesh_group_union_terms,291,946.0,871.0,-75.0
persona,mesh_group_union_terms,292,1008.0,871.0,-137.0
persona,mesh_group_union_terms,293,947.0,871.0,-76.0
persona,mesh_group_union_terms,294,956.0,871.0,-85.0
persona,mesh_group_union_terms,295,940.0,871.0,-69.0
persona,mesh_group_union_terms,296,992.0,871.0,-121.0
persona,mesh_group_union_terms,297,935.0,871.0,-64.0
persona,mesh_group_union_terms,298,926.0,871.0,-55.0
persona,mesh_group_union_terms,299,965.0,871.0,-94.0
persona,mesh_group_union_terms,300,924.0,871.0,-53.0
persona,mesh_group_union_terms,301,842.0,871.0,29.0
persona,mesh_group_union_terms,302,932.0,871.0,-61.0
persona,mesh_group_union_terms,303,962.0,871.0,-91.0
persona,mesh_group_union_terms,304,988.0,871.0,-117.0
persona,mesh_group_union_terms,305,894.0,871.0,-23.0
persona,mesh_group_union_terms,306,962.0,871.0,-91.0
persona,mesh_group_union_terms,307,897.0,871.0,-26.0
persona,mesh_group_union_terms,308,928.0,871.0,-57.0
persona,mesh_group_union_terms,309,904.0,871.0,-33.0
persona,mesh_group_union_terms,310,922.0,871.0,-51.0
persona,mesh_group_union_terms,311,976.0,871.0,-105.0
persona,mesh_group_union_terms,312,858.0,871.0,13.0
persona,mesh_group_union_terms,313,908.0,871.0,-37.0
persona,mesh_group_union_terms,314,996.0,871.0,-125.0
persona,mesh_group_union_terms,315,937.0,871.0,-66.0
persona,mesh_group_union_terms,316,1022.0,871.0,-151.0
persona,mesh_group_union_terms,317,1052.0,871.0,-181.0
persona,mesh_group_union_terms,318,935.0,871.0,-64.0
persona,mesh_group_union_terms,319,952.0,871.0,-81.0
persona,mesh_group_union_terms,320,916.0,871.0,-45.0
persona,mesh_group_union_terms,321,996.0,871.0,-125.0
persona,mesh_group_union_terms,322,858.0,871.0,13.0
persona,mesh_group_union_terms,323,954.0,871.0,-83.0
persona,mesh_group_union_terms,324,1032.0,871.0,-161.0
persona,mesh_group_union_terms,325,961.0,871.0,-90.0
persona,mesh_group_union_terms,326,942.0,871.0,-71.0
persona,mesh_group_union_terms,327,1009.0,871.0,-138.0
persona,mesh_group_union_terms,328,1008.0,871.0,-137.0
persona,mesh_group_union_terms,329,980.0,871.0,-109.0
persona,mesh_group_union_terms,330,938.0,871.0,-67.0
persona,mesh_group_union_terms,331,899.0,871.0,-28.0
persona,mesh_group_union_terms,332,918.0,871.0,-47.0
persona,mesh_group_union_terms,333,915.0,871.0,-44.0
persona,mesh_group_union_terms,334,839.0,871.0,32.0
persona,mesh_group_union_terms,335,958.0,871.0,-87.0
persona,mesh_group_union_terms,336,918.0,871.0,-47.0
persona,mesh_group_union_terms,337,833.0,871.0,38.0
persona,mesh_group_union_terms,338,847.0,871.0,24.0
persona,mesh_group_union_terms,339,920.0,871.0,-49.0
persona,mesh_group_union_terms,340,911.0,871.0,-40.0
persona,mesh_group_union_terms,341,888.0,871.0,-17.0
persona,mesh_group_union_terms,342,974.0,871.0,-103.0
persona,mesh_group_union_terms,343,910.0,871.0,-39.0
persona,mesh_group_union_terms,344,887.0,871.0,-16.0
persona,mesh_group_union_terms,345,848.0,871.0,23.0
persona,mesh_group_union_terms,346,874.0,871.0,-3.0
persona,mesh_group_union_terms,347,939.0,871.0,-68.0
persona,mesh_group_union_terms,348,844.0,871.0,27.0
persona,mesh_group_union_terms,349,834.0,871.0,37.0
persona,mesh_group_union_terms,350,873.0,871.0,-2.0
persona,mesh_group_union_terms,351,883.0,871.0,-12.0
persona,mesh_group_union_terms,352,945.0,871.0,-74.0
persona,mesh_group_union_terms,353,953.0,871.0,-82.0
persona,mesh_group_union_terms,354,953.0,871.0,-82.0
persona,mesh_group_union_terms,355,934.0,871.0,-63.0
persona,mesh_group_union_terms,356,925.0,871.0,-54.0
persona,mesh_group_union_terms,357,897.0,871.0,-26.0
persona,mesh_group_union_terms,358,1019.0,871.0,-148.0
persona,mesh_group_union_terms,359,968.0,871.0,-97.0
persona,mesh_group_union_terms,360,879.0,871.0,-8.0
persona,mesh_group_union_terms,361,853.0,871.0,18.0
persona,mesh_group_union_terms,362,894.0,871.0,-23.0
persona,mesh_group_union_terms,363,881.0,871.0,-10.0
persona,mesh_group_union_terms,364,850.0,871.0,21.0
persona,mesh_group_union_terms,365,876.0,871.0,-5.0
persona,mesh_group_union_terms,366,959.0,871.0,-88.0
persona,mesh_group_union_terms,367,891.0,871.0,-20.0
persona,mesh_group_union_terms,368,832.0,871.0,39.0
persona,mesh_group_union_terms,369,933.0,871.0,-62.0
persona,mesh_group_union_terms,370,875.0,871.0,-4.0
persona,mesh_group_union_terms,371,954.0,871.0,-83.0
persona,mesh_group_union_terms,372,967.0,871.0,-96.0
persona,mesh_group_union_terms,373,946.0,871.0,-75.0
persona,mesh_group_union_terms,374,903.0,871.0,-32.0
persona,mesh_group_union_terms,375,1019.0,871.0,-148.0
persona,mesh_group_union_terms,376,833.0,871.0,38.0
persona,mesh_group_union_terms,377,949.0,871.0,-78.0
persona,mesh_group_union_terms,378,1013.0,871.0,-142.0
persona,mesh_group_union_terms,379,961.0,871.0,-90.0
persona,mesh_group_union_terms,380,909.0,871.0,-38.0
persona,mesh_group_union_terms,381,1001.0,871.0,-130.0
persona,mesh_group_union_terms,382,998.0,871.0,-127.0
persona,mesh_group_union_terms,383,907.0,871.0,-36.0
persona,mesh_group_union_terms,384,939.0,871.0,-68.0
persona,mesh_group_union_terms,385,880.0,871.0,-9.0
persona,mesh_group_union_terms,386,849.0,871.0,22.0
persona,mesh_group_union_terms,387,952.0,871.0,-81.0
persona,mesh_group_union_terms,388,896.0,871.0,-25.0
persona,mesh_group_union_terms,389,986.0,871.0,-115.0
persona,mesh_group_union_terms,390,927.0,871.0,-56.0
persona,mesh_group_union_terms,391,906.0,871.0,-35.0
persona,mesh_group_union_terms,392,882.0,871.0,-11.0
persona,mesh_group_union_terms,393,943.0,871.0,-72.0
persona,mesh_group_union_terms,394,894.0,871.0,-23.0
persona,mesh_group_union_terms,395,864.0,871.0,7.0
persona,mesh_group_union_terms,396,888.0,871.0,-17.0
persona,mesh_group_union_terms,397,908.0,871.0,-37.0
persona,mesh_group_union_terms,398,963.0,871.0,-92.0
persona,mesh_group_union_terms,399,948.0,871.0,-77.0
persona,mesh_group_union_terms,400,895.0,871.0,-24.0
persona,mesh_group_union_terms,401,850.0,871.0,21.0
persona,mesh_group_union_terms,402,843.0,871.0,28.0
persona,mesh_group_union_terms,403,957.0,871.0,-86.0
persona,mesh_group_union_terms,404,932.0,871.0,-61.0
persona,mesh_group_union_terms,405,955.0,871.0,-84.0
persona,mesh_group_union_terms,406,1000.0,871.0,-129.0
persona,mesh_group_union_terms,407,945.0,871.0,-74.0
persona,mesh_group_union_terms,408,954.0,871.0,-83.0
persona,mesh_group_union_terms,409,894.0,871.0,-23.0
persona,mesh_group_union_terms,410,949.0,871.0,-78.0
persona,mesh_group_union_terms,411,876.0,871.0,-5.0
persona,mesh_group_union_terms,412,991.0,871.0,-120.0
persona,mesh_group_union_terms,413,928.0,871.0,-57.0
persona,mesh_group_union_terms,414,907.0,871.0,-36.0
persona,mesh_group_union_terms,415,1001.0,871.0,-130.0
persona,mesh_group_union_terms,416,832.0,871.0,39.0
persona,mesh_group_union_terms,417,875.0,871.0,-4.0
persona,mesh_group_union_terms,418,928.0,871.0,-57.0
persona,mesh_group_union_terms,419,903.0,871.0,-32.0
persona,mesh_group_union_terms,420,929.0,871.0,-58.0
persona,mesh_group_union_terms,421,976.0,871.0,-105.0
persona,mesh_group_union_terms,422,989.0,871.0,-118.0
persona,mesh_group_union_terms,423,1007.0,871.0,-136.0
persona,mesh_group_union_terms,424,898.0,871.0,-27.0
persona,mesh_group_union_terms,425,920.0,871.0,-49.0
persona,mesh_group_union_terms,426,932.0,871.0,-61.0
persona,mesh_group_union_terms,427,998.0,871.0,-127.0
persona,mesh_group_union_terms,428,953.0,871.0,-82.0
persona,mesh_group_union_terms,429,863.0,871.0,8.0
persona,mesh_group_union_terms,430,872.0,871.0,-1.0
persona,mesh_group_union_terms,431,944.0,871.0,-73.0
persona,mesh_group_union_terms,432,1036.0,871.0,-165.0
persona,mesh_group_union_terms,433,987.0,871.0,-116.0
persona,mesh_group_union_terms,434,954.0,871.0,-83.0
persona,mesh_group_union_terms,435,924.0,871.0,-53.0
persona,mesh_group_union_terms,436,956.0,871.0,-85.0
persona,mesh_group_union_terms,437,915.0,871.0,-44.0
persona,mesh_group_union_terms,438,864.0,871.0,7.0
persona,mesh_group_union_terms,439,1000.0,871.0,-129.0
persona,mesh_group_union_terms,440,907.0,871.0,-36.0
persona,mesh_group_union_terms,441,911.0,871.0,-40.0
persona,mesh_group_union_terms,442,883.0,871.0,-12.0
persona,mesh_group_union_terms,443,930.0,871.0,-59.0
persona,mesh_group_union_terms,444,923.0,871.0,-52.0
persona,mesh_group_union_terms,445,902.0,871.0,-31.0
persona,mesh_group_union_terms,446,916.0,871.0,-45.0
persona,mesh_group_union_terms,447,878.0,871.0,-7.0
persona,mesh_group_union_terms,448,973.0,871.0,-102.0
persona,mesh_group_union_terms,449,822.0,871.0,49.0
persona,mesh_group_union_terms,450,1015.0,871.0,-144.0
persona,mesh_group_union_terms,451,917.0,871.0,-46.0
persona,mesh_group_union_terms,452,873.0,871.0,-2.0
persona,mesh_group_union_terms,453,952.0,871.0,-81.0
persona,mesh_group_union_terms,454,887.0,871.0,-16.0
persona,mesh_group_union_terms,455,938.0,871.0,-67.0
persona,mesh_group_union_terms,456,1005.0,871.0,-134.0
persona,mesh_group_union_terms,457,902.0,871.0,-31.0
persona,mesh_group_union_terms,458,1036.0,871.0,-165.0
persona,mesh_group_union_terms,459,930.0,871.0,-59.0
persona,mesh_group_union_terms,460,866.0,871.0,5.0
persona,mesh_group_union_terms,461,900.0,871.0,-29.0
persona,mesh_group_union_terms,462,1012.0,871.0,-141.0
persona,mesh_group_union_terms,463,882.0,871.0,-11.0
persona,mesh_group_union_terms,464,961.0,871.0,-90.0
persona,mesh_group_union_terms,465,974.0,871.0,-103.0
persona,mesh_group_union_terms,466,945.0,871.0,-74.0
persona,mesh_group_union_terms,467,846.0,871.0,25.0
persona,mesh_group_union_terms,468,925.0,871.0,-54.0
persona,mesh_group_union_terms,469,974.0,871.0,-103.0
persona,mesh_group_union_terms,470,998.0,871.0,-127.0
persona,mesh_group_union_terms,471,952.0,871.0,-81.0
persona,mesh_group_union_terms,472,911.0,871.0,-40.0
persona,mesh_group_union_terms,473,963.0,871.0,-92.0
persona,mesh_group_union_terms,474,963.0,871.0,-92.0
persona,mesh_group_union_terms,475,925.0,871.0,-54.0
persona,mesh_group_union_terms,476,904.0,871.0,-33.0
persona,mesh_group_union_terms,477,934.0,871.0,-63.0
persona,mesh_group_union_terms,478,917.0,871.0,-46.0
persona,mesh_group_union_terms,479,921.0,871.0,-50.0
persona,mesh_group_union_terms,480,850.0,871.0,21.0
