article_idx,pmid,dominant_topic,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14
17,25525459,0,0.2938835620880127,0.0021508997306227684,0.0021506419871002436,0.0021507865749299526,0.1501941829919815,0.002151002176105976,0.15417073667049408,0.002151021733880043,0.002151109278202057,0.0021510894875973463,0.0021510228980332613,0.2909780442714691,0.002151475055143237,0.08926364034414291,0.0021507730707526207
18,25593595,8,0.18177591264247894,0.0009854695526883006,0.000985391205176711,0.0009853211231529713,0.10640297085046768,0.000985300401225686,0.0009854050586000085,0.035689376294612885,0.3245947062969208,0.000985380494967103,0.019620181992650032,0.000985374441370368,0.32304850220680237,0.0009853518567979336,0.000985356979072094
19,25505902,3,0.1260184496641159,0.0008659065933898091,0.000865877082105726,0.3962908983230591,0.3062269985675812,0.0008658895967528224,0.0008659348241053522,0.0008659220184199512,0.0008659245213493705,0.10772480815649033,0.0008659641607664526,0.05507950484752655,0.0008660907042212784,0.0008659366867505014,0.0008658876759000123
20,25422674,7,0.35609689354896545,0.0011561455903574824,0.0011561239371076226,0.0011561725987121463,0.0011561948340386152,0.0011561126448214054,0.0011561982100829482,0.4574950039386749,0.00115647551137954,0.0011561677092686296,0.0011561829596757889,0.17253340780735016,0.001156363170593977,0.0011562876170501113,0.0011562569998204708
21,25411789,6,0.0010813368717208505,0.0010813511908054352,0.0010812748223543167,0.0010814201086759567,0.0010813976405188441,0.0010814557317644358,0.4877587854862213,0.0995977595448494,0.09987153112888336,0.2373988777399063,0.0010813531698659062,0.06455940753221512,0.0010814194101840258,0.0010813738917931914,0.0010812550317496061
22,25405476,13,0.16137218475341797,0.0013606672873720527,0.053770437836647034,0.001360661699436605,0.001360644935630262,0.0013606920838356018,0.0013609114103019238,0.001360761933028698,0.0013606762513518333,0.001360743772238493,0.001361002097837627,0.07649270445108414,0.0013608664739876986,0.6933964490890503,0.001360610593110323
23,25426118,5,0.0010698296828195453,0.0010697683319449425,0.08918899297714233,0.0010696289828047156,0.1551717221736908,0.31405770778656006,0.09923914074897766,0.0010696637909859419,0.0839182585477829,0.0010697939433157444,0.2487964779138565,0.0010698348050937057,0.0010698449332267046,0.0010696530807763338,0.0010696741519495845
24,25452693,1,0.0009854489471763372,0.43313437700271606,0.0009854233358055353,0.07495133578777313,0.0009854803793132305,0.22747981548309326,0.23226965963840485,0.022310350090265274,0.0009853587253019214,0.0009854823583737016,0.0009854543022811413,0.0009854412637650967,0.0009854448726400733,0.0009856184478849173,0.000985309830866754
25,25372666,3,0.0008735188166610897,0.0008734557777643204,0.0008735598530620337,0.29204317927360535,0.0008736276649869978,0.2683620750904083,0.0008735769079066813,0.0008734922739677131,0.0008735563606023788,0.18527115881443024,0.0008737246389500797,0.16483540832996368,0.0008734525181353092,0.08075273782014847,0.0008734801667742431
26,25414722,0,0.42350271344184875,0.0009050903026945889,0.00090515281772241,0.06329718232154846,0.0009053827379830182,0.0009051355882547796,0.000905267836060375,0.0009051463566720486,0.0009051625966094434,0.0009053053217940032,0.0009051561937667429,0.3666362464427948,0.000905288674402982,0.13660669326782227,0.0009050869266502559
