condition,comparison,comparison_label,metric_a,metric_b,spearman_rho,p_value,n_proposals,field_branch
one_at_a_time,gemini,Gemini,mst_dispersion,remote_clique,0.908102766798419,2.1606631230534575e-09,23,whole_review
one_at_a_time,gemini,Gemini,mst_dispersion,sparseness,0.884387351778656,2.1614261774823373e-08,23,whole_review
one_at_a_time,gemini,Gemini,nn,centroid_loo,0.9051383399209486,2.9754306887885376e-09,23,whole_review
one_at_a_time,gemini,Gemini,nn,global_centroid_dist,0.8675889328063242,8.317496044489223e-08,23,whole_review
one_at_a_time,gemini,Gemini,nn,medoid_dist,0.9387351778656127,3.5096875332960365e-11,23,whole_review
one_at_a_time,gemini,Gemini,nn,mst_dispersion,0.9762845849802372,1.947170275798853e-15,23,whole_review
one_at_a_time,gemini,Gemini,nn,remote_clique,0.8913043478260869,1.167055298446974e-08,23,whole_review
one_at_a_time,gemini,Gemini,nn,span90,0.7134387351778656,0.00013242709134158727,23,whole_review
one_at_a_time,gemini,Gemini,nn,sparseness,0.8675889328063242,8.317496044489223e-08,23,whole_review
one_at_a_time,gemini,Gemini,span90,mst_dispersion,0.7381422924901185,5.8004717164973785e-05,23,whole_review
one_at_a_time,gemini,Gemini,span90,remote_clique,0.9387351778656127,3.5096875332960365e-11,23,whole_review
one_at_a_time,gemini,Gemini,span90,sparseness,0.9525691699604744,2.5401685638882054e-12,23,whole_review
one_at_a_time,gemini,Gemini,sparseness,remote_clique,0.9930830039525691,5.041544879133055e-21,23,whole_review
one_at_a_time,gpt,GPT,centroid_loo,global_centroid_dist,0.8863636363636364,1.819821756977433e-08,23,whole_review
one_at_a_time,gpt,GPT,centroid_loo,medoid_dist,0.8656126482213439,9.62953486908483e-08,23,whole_review
one_at_a_time,gpt,GPT,centroid_loo,mst_dispersion,0.9239130434782609,3.195584369798008e-10,23,whole_review
one_at_a_time,gpt,GPT,centroid_loo,remote_clique,0.9436758893280633,1.4838379845626962e-11,23,whole_review
one_at_a_time,gpt,GPT,centroid_loo,span90,0.8458498023715416,3.712004142058733e-07,23,whole_review
one_at_a_time,gpt,GPT,centroid_loo,sparseness,0.8863636363636364,1.819821756977433e-08,23,whole_review
one_at_a_time,gpt,GPT,global_centroid_dist,medoid_dist,0.9199604743083004,5.343059876817408e-10,23,whole_review
one_at_a_time,gpt,GPT,global_centroid_dist,mst_dispersion,0.8586956521739131,1.57993302983442e-07,23,whole_review
one_at_a_time,gpt,GPT,global_centroid_dist,remote_clique,0.9822134387351777,9.745721849256444e-17,23,whole_review
one_at_a_time,gpt,GPT,global_centroid_dist,span90,0.9634387351778656,1.7329804448776302e-13,23,whole_review
one_at_a_time,gpt,GPT,global_centroid_dist,sparseness,1.0,0.0,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,centroid_loo,0.9436758893280633,1.4838379845626962e-11,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,global_centroid_dist,0.9822134387351777,9.745721849256444e-17,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,medoid_dist,0.933794466403162,7.751322266758986e-11,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,mst_dispersion,0.9011857707509882,4.48681122881196e-09,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,nn,0.8300395256916996,9.613414655475022e-07,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,remote_clique,1.0,0.0,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,span90,0.9535573122529646,2.045296157918174e-12,23,whole_review
one_at_a_time,gpt,GPT,mean_pairwise,sparseness,0.9822134387351777,9.745721849256444e-17,23,whole_review
one_at_a_time,gpt,GPT,medoid_dist,mst_dispersion,0.9377470355731227,4.133520162074528e-11,23,whole_review
one_at_a_time,gpt,GPT,medoid_dist,remote_clique,0.933794466403162,7.751322266758986e-11,23,whole_review
one_at_a_time,gpt,GPT,medoid_dist,span90,0.8468379446640316,3.48556888574847e-07,23,whole_review
one_at_a_time,gpt,GPT,medoid_dist,sparseness,0.9199604743083004,5.343059876817408e-10,23,whole_review
one_at_a_time,gpt,GPT,mst_dispersion,remote_clique,0.9011857707509882,4.48681122881196e-09,23,whole_review
one_at_a_time,gpt,GPT,mst_dispersion,sparseness,0.8586956521739131,1.57993302983442e-07,23,whole_review
one_at_a_time,gpt,GPT,nn,centroid_loo,0.8764822134387351,4.1750240185926826e-08,23,whole_review
one_at_a_time,gpt,GPT,nn,global_centroid_dist,0.7845849802371542,9.341612326806118e-06,23,whole_review
one_at_a_time,gpt,GPT,nn,medoid_dist,0.8863636363636364,1.819821756977433e-08,23,whole_review
one_at_a_time,gpt,GPT,nn,mst_dispersion,0.9792490118577075,4.854287395760623e-16,23,whole_review
one_at_a_time,gpt,GPT,nn,remote_clique,0.8300395256916996,9.613414655475022e-07,23,whole_review
one_at_a_time,gpt,GPT,nn,span90,0.6877470355731226,0.00028719624790275397,23,whole_review
one_at_a_time,gpt,GPT,nn,sparseness,0.7845849802371542,9.341612326806118e-06,23,whole_review
one_at_a_time,gpt,GPT,span90,mst_dispersion,0.7727272727272727,1.5493118993508798e-05,23,whole_review
one_at_a_time,gpt,GPT,span90,remote_clique,0.9535573122529646,2.045296157918174e-12,23,whole_review
one_at_a_time,gpt,GPT,span90,sparseness,0.9634387351778656,1.7329804448776302e-13,23,whole_review
one_at_a_time,gpt,GPT,sparseness,remote_clique,0.9822134387351777,9.745721849256444e-17,23,whole_review
