condition,comparison,comparison_label,metric_a,metric_b,spearman_rho,p_value,n_proposals,field_branch
one_at_a_time,all_ai,All AI,centroid_loo,global_centroid_dist,0.9229249011857708,3.643067085466445e-10,23,weakness
one_at_a_time,all_ai,All AI,centroid_loo,medoid_dist,0.816205533596838,2.0490504376239004e-06,23,weakness
one_at_a_time,all_ai,All AI,centroid_loo,mst_dispersion,0.8053359683794467,3.5588577416662336e-06,23,weakness
one_at_a_time,all_ai,All AI,centroid_loo,remote_clique,0.9772727272727272,1.2508578808177835e-15,23,weakness
one_at_a_time,all_ai,All AI,centroid_loo,span90,0.9041501976284586,3.302671241557327e-09,23,weakness
one_at_a_time,all_ai,All AI,centroid_loo,sparseness,0.9229249011857708,3.643067085466445e-10,23,weakness
one_at_a_time,all_ai,All AI,global_centroid_dist,medoid_dist,0.8626482213438734,1.194476145665706e-07,23,weakness
one_at_a_time,all_ai,All AI,global_centroid_dist,mst_dispersion,0.8201581027667983,1.6614245902534728e-06,23,weakness
one_at_a_time,all_ai,All AI,global_centroid_dist,remote_clique,0.9733201581027668,6.620049324533835e-15,23,weakness
one_at_a_time,all_ai,All AI,global_centroid_dist,span90,0.9466403162055337,8.522205691075868e-12,23,weakness
one_at_a_time,all_ai,All AI,global_centroid_dist,sparseness,1.0,0.0,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,centroid_loo,0.9772727272727272,1.2508578808177835e-15,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,global_centroid_dist,0.9733201581027668,6.620049324533835e-15,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,medoid_dist,0.8379446640316206,6.049275856469085e-07,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,mst_dispersion,0.8211462450592886,1.5753241344652528e-06,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,nn,0.717391304347826,0.00011670655786167384,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,remote_clique,1.0,0.0,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,span90,0.9476284584980237,7.034256602058228e-12,23,weakness
one_at_a_time,all_ai,All AI,mean_pairwise,sparseness,0.9733201581027668,6.620049324533835e-15,23,weakness
one_at_a_time,all_ai,All AI,medoid_dist,mst_dispersion,0.9436758893280633,1.4838379845626962e-11,23,weakness
one_at_a_time,all_ai,All AI,medoid_dist,remote_clique,0.8379446640316206,6.049275856469085e-07,23,weakness
one_at_a_time,all_ai,All AI,medoid_dist,span90,0.7144268774703557,0.0001283335428713042,23,weakness
one_at_a_time,all_ai,All AI,medoid_dist,sparseness,0.8626482213438734,1.194476145665706e-07,23,weakness
one_at_a_time,all_ai,All AI,mst_dispersion,remote_clique,0.8211462450592886,1.5753241344652528e-06,23,weakness
one_at_a_time,all_ai,All AI,mst_dispersion,sparseness,0.8201581027667983,1.6614245902534728e-06,23,weakness
one_at_a_time,all_ai,All AI,nn,centroid_loo,0.6837944664031621,0.00032134167123842617,23,weakness
one_at_a_time,all_ai,All AI,nn,global_centroid_dist,0.7203557312252966,0.00010600828698888351,23,weakness
one_at_a_time,all_ai,All AI,nn,medoid_dist,0.8418972332015809,4.754320728782286e-07,23,weakness
one_at_a_time,all_ai,All AI,nn,mst_dispersion,0.9436758893280633,1.4838379845626962e-11,23,weakness
one_at_a_time,all_ai,All AI,nn,remote_clique,0.717391304347826,0.00011670655786167384,23,weakness
one_at_a_time,all_ai,All AI,nn,span90,0.5849802371541503,0.0033682697642661713,23,weakness
one_at_a_time,all_ai,All AI,nn,sparseness,0.7203557312252966,0.00010600828698888351,23,weakness
one_at_a_time,all_ai,All AI,span90,mst_dispersion,0.6946640316205535,0.00023495864270621007,23,weakness
one_at_a_time,all_ai,All AI,span90,remote_clique,0.9476284584980237,7.034256602058228e-12,23,weakness
one_at_a_time,all_ai,All AI,span90,sparseness,0.9466403162055337,8.522205691075868e-12,23,weakness
one_at_a_time,all_ai,All AI,sparseness,remote_clique,0.9733201581027668,6.620049324533835e-15,23,weakness
one_at_a_time,claude,Claude,centroid_loo,global_centroid_dist,0.9466403162055337,8.522205691075868e-12,23,weakness
one_at_a_time,claude,Claude,centroid_loo,medoid_dist,0.8774703557312253,3.8547407420742e-08,23,weakness
one_at_a_time,claude,Claude,centroid_loo,mst_dispersion,0.8972332015810277,6.652888241485303e-09,23,weakness
one_at_a_time,claude,Claude,centroid_loo,remote_clique,0.9851778656126482,1.4555716366082698e-17,23,weakness
one_at_a_time,claude,Claude,centroid_loo,span90,0.8913043478260869,1.167055298446974e-08,23,weakness
one_at_a_time,claude,Claude,centroid_loo,sparseness,0.9466403162055337,8.522205691075868e-12,23,weakness
one_at_a_time,claude,Claude,global_centroid_dist,medoid_dist,0.9367588932806324,4.855363761083324e-11,23,weakness
one_at_a_time,claude,Claude,global_centroid_dist,mst_dispersion,0.908102766798419,2.1606631230534575e-09,23,weakness
one_at_a_time,claude,Claude,global_centroid_dist,remote_clique,0.9782608695652174,7.877398904732528e-16,23,weakness
one_at_a_time,claude,Claude,global_centroid_dist,span90,0.9407114624505929,2.5093672174275708e-11,23,weakness
one_at_a_time,claude,Claude,global_centroid_dist,sparseness,1.0,0.0,23,weakness
one_at_a_time,claude,Claude,mean_pairwise,centroid_loo,0.9851778656126482,1.4555716366082698e-17,23,weakness
one_at_a_time,claude,Claude,mean_pairwise,global_centroid_dist,0.9782608695652174,7.877398904732528e-16,23,weakness
one_at_a_time,claude,Claude,mean_pairwise,medoid_dist,0.9258893280632412,2.4456038646979814e-10,23,weakness
one_at_a_time,claude,Claude,mean_pairwise,mst_dispersion,0.9199604743083004,5.343059876817408e-10,23,weakness
one_at_a_time,claude,Claude,mean_pairwise,nn,0.8913043478260869,1.167055298446974e-08,23,weakness
