condition,metric,human_value,ai_boot_mean,ai_boot_sd,effect_human_minus_ai_boot_mean,permutation_p_value,inference_primary
persona,mean_pairwise_distance,0.09208057920923346,0.06341789502612216,0.0030775939839825183,0.028662684183111298,9.999000099990002e-05,permutation
persona,nearest_neighbor_distance,0.05831247049829234,0.03485207481747088,0.002226807374686494,0.023460395680821464,9.999000099990002e-05,permutation
persona,grid_entropy,4.349648912578752,4.143157244065687,0.1478914487816964,0.2064916685130651,0.9556044395560443,permutation
persona,mst_dispersion,0.061210876161401924,0.037325321853160856,0.0021606317908395138,0.023885554308241068,9.999000099990002e-05,permutation
