condition,comparison,comparison_label,metric_a,metric_b,spearman_rho,p_value,n_proposals,field_branch
persona,all_ai,All AI,centroid_loo,global_centroid_dist,0.9555335968379446,1.3069408987223545e-12,23,weakness
persona,all_ai,All AI,centroid_loo,medoid_dist,0.8478260869565217,3.2715095793645124e-07,23,weakness
persona,all_ai,All AI,centroid_loo,mst_dispersion,0.8685770750988143,7.723352767542854e-08,23,weakness
persona,all_ai,All AI,centroid_loo,remote_clique,0.9891304347826088,5.704063065422532e-19,23,weakness
persona,all_ai,All AI,centroid_loo,span90,0.9100790513833993,1.7350925633305456e-09,23,weakness
persona,all_ai,All AI,centroid_loo,sparseness,0.9555335968379446,1.3069408987223545e-12,23,weakness
persona,all_ai,All AI,global_centroid_dist,medoid_dist,0.8735177865612648,5.2833871130814296e-08,23,weakness
persona,all_ai,All AI,global_centroid_dist,mst_dispersion,0.8577075098814229,1.6921401122738476e-07,23,weakness
persona,all_ai,All AI,global_centroid_dist,remote_clique,0.9752964426877472,2.9762909743739418e-15,23,weakness
persona,all_ai,All AI,global_centroid_dist,span90,0.9466403162055337,8.522205691075868e-12,23,weakness
persona,all_ai,All AI,global_centroid_dist,sparseness,1.0,0.0,23,weakness
persona,all_ai,All AI,mean_pairwise,centroid_loo,0.9891304347826088,5.704063065422532e-19,23,weakness
persona,all_ai,All AI,mean_pairwise,global_centroid_dist,0.9752964426877472,2.9762909743739418e-15,23,weakness
persona,all_ai,All AI,mean_pairwise,medoid_dist,0.8754940711462451,4.518872262393973e-08,23,weakness
persona,all_ai,All AI,mean_pairwise,mst_dispersion,0.8735177865612648,5.2833871130814296e-08,23,weakness
persona,all_ai,All AI,mean_pairwise,nn,0.758893280632411,2.6957680788630794e-05,23,weakness
persona,all_ai,All AI,mean_pairwise,remote_clique,1.0,0.0,23,weakness
persona,all_ai,All AI,mean_pairwise,span90,0.933794466403162,7.751322266758986e-11,23,weakness
persona,all_ai,All AI,mean_pairwise,sparseness,0.9752964426877472,2.9762909743739418e-15,23,weakness
persona,all_ai,All AI,medoid_dist,mst_dispersion,0.9387351778656127,3.5096875332960365e-11,23,weakness
persona,all_ai,All AI,medoid_dist,remote_clique,0.8754940711462451,4.518872262393973e-08,23,weakness
persona,all_ai,All AI,medoid_dist,span90,0.7233201581027668,9.617521754027485e-05,23,weakness
persona,all_ai,All AI,medoid_dist,sparseness,0.8735177865612648,5.2833871130814296e-08,23,weakness
