condition,comparison,comparison_label,metric_a,metric_b,spearman_rho,p_value,n_proposals,field_branch
persona,all_ai,All AI,centroid_loo,global_centroid_dist,0.9515810276679842,3.140424967104547e-12,23,whole_review
persona,all_ai,All AI,centroid_loo,medoid_dist,0.9090909090909092,1.937423986061789e-09,23,whole_review
persona,all_ai,All AI,centroid_loo,mst_dispersion,0.91600790513834,8.707277459697383e-10,23,whole_review
persona,all_ai,All AI,centroid_loo,remote_clique,0.9762845849802372,1.947170275798853e-15,23,whole_review
persona,all_ai,All AI,centroid_loo,span90,0.900197628458498,4.958714285583492e-09,23,whole_review
persona,all_ai,All AI,centroid_loo,sparseness,0.9515810276679842,3.140424967104547e-12,23,whole_review
persona,all_ai,All AI,global_centroid_dist,medoid_dist,0.941699604743083,2.1126675899306958e-11,23,whole_review
persona,all_ai,All AI,global_centroid_dist,mst_dispersion,0.908102766798419,2.1606631230534575e-09,23,whole_review
persona,all_ai,All AI,global_centroid_dist,remote_clique,0.9871541501976285,3.2675709718963424e-18,23,whole_review
persona,all_ai,All AI,global_centroid_dist,span90,0.9486166007905139,5.7844212032404675e-12,23,whole_review
persona,all_ai,All AI,global_centroid_dist,sparseness,1.0,0.0,23,whole_review
persona,all_ai,All AI,mean_pairwise,centroid_loo,0.9762845849802372,1.947170275798853e-15,23,whole_review
persona,all_ai,All AI,mean_pairwise,global_centroid_dist,0.9871541501976285,3.2675709718963424e-18,23,whole_review
persona,all_ai,All AI,mean_pairwise,medoid_dist,0.9397233201581027,2.971868444999934e-11,23,whole_review
persona,all_ai,All AI,mean_pairwise,mst_dispersion,0.9140316205533597,1.101726912534852e-09,23,whole_review
persona,all_ai,All AI,mean_pairwise,nn,0.8962450592885376,7.32320644170389e-09,23,whole_review
persona,all_ai,All AI,mean_pairwise,remote_clique,1.0,0.0,23,whole_review
persona,all_ai,All AI,mean_pairwise,span90,0.9397233201581027,2.971868444999934e-11,23,whole_review
persona,all_ai,All AI,mean_pairwise,sparseness,0.9871541501976285,3.2675709718963424e-18,23,whole_review
persona,all_ai,All AI,medoid_dist,mst_dispersion,0.9693675889328063,2.7752536222287567e-14,23,whole_review
persona,all_ai,All AI,medoid_dist,remote_clique,0.9397233201581027,2.971868444999934e-11,23,whole_review
persona,all_ai,All AI,medoid_dist,span90,0.8369565217391305,6.418384983525987e-07,23,whole_review
persona,all_ai,All AI,medoid_dist,sparseness,0.941699604743083,2.1126675899306958e-11,23,whole_review
persona,all_ai,All AI,mst_dispersion,remote_clique,0.9140316205533597,1.101726912534852e-09,23,whole_review
persona,all_ai,All AI,mst_dispersion,sparseness,0.908102766798419,2.1606631230534575e-09,23,whole_review
persona,all_ai,All AI,nn,centroid_loo,0.8992094861660079,5.474601098561781e-09,23,whole_review
persona,all_ai,All AI,nn,global_centroid_dist,0.8903162055335968,1.277638185271966e-08,23,whole_review
persona,all_ai,All AI,nn,medoid_dist,0.9614624505928853,2.9858709763379274e-13,23,whole_review
persona,all_ai,All AI,nn,mst_dispersion,0.9930830039525691,5.041544879133055e-21,23,whole_review
persona,all_ai,All AI,nn,remote_clique,0.8962450592885376,7.32320644170389e-09,23,whole_review
persona,all_ai,All AI,nn,span90,0.7658102766798419,2.053163630506714e-05,23,whole_review
persona,all_ai,All AI,nn,sparseness,0.8903162055335968,1.277638185271966e-08,23,whole_review
persona,all_ai,All AI,span90,mst_dispersion,0.7964426877470356,5.454230127507419e-06,23,whole_review
persona,all_ai,All AI,span90,remote_clique,0.9397233201581027,2.971868444999934e-11,23,whole_review
persona,all_ai,All AI,span90,sparseness,0.9486166007905139,5.7844212032404675e-12,23,whole_review
persona,all_ai,All AI,sparseness,remote_clique,0.9871541501976285,3.2675709718963424e-18,23,whole_review
persona,claude,Claude,centroid_loo,global_centroid_dist,0.9387351778656127,3.5096875332960365e-11,23,whole_review
persona,claude,Claude,centroid_loo,medoid_dist,0.9071146245059288,2.4066965518574098e-09,23,whole_review
persona,claude,Claude,centroid_loo,mst_dispersion,0.9367588932806324,4.855363761083324e-11,23,whole_review
persona,claude,Claude,centroid_loo,remote_clique,0.9624505928853755,2.2830334775646334e-13,23,whole_review
persona,claude,Claude,centroid_loo,span90,0.8952569169960475,8.053373554312945e-09,23,whole_review
persona,claude,Claude,centroid_loo,sparseness,0.9387351778656127,3.5096875332960365e-11,23,whole_review
persona,claude,Claude,global_centroid_dist,medoid_dist,0.9594861660079053,5.004227319259316e-13,23,whole_review
persona,claude,Claude,global_centroid_dist,mst_dispersion,0.9258893280632412,2.4456038646979814e-10,23,whole_review
persona,claude,Claude,global_centroid_dist,remote_clique,0.991106719367589,6.99593234664107e-20,23,whole_review
persona,claude,Claude,global_centroid_dist,span90,0.9614624505928853,2.9858709763379274e-13,23,whole_review
persona,claude,Claude,global_centroid_dist,sparseness,1.0,0.0,23,whole_review
persona,claude,Claude,mean_pairwise,centroid_loo,0.9624505928853755,2.2830334775646334e-13,23,whole_review
persona,claude,Claude,mean_pairwise,global_centroid_dist,0.991106719367589,6.99593234664107e-20,23,whole_review
persona,claude,Claude,mean_pairwise,medoid_dist,0.9515810276679842,3.140424967104547e-12,23,whole_review
persona,claude,Claude,mean_pairwise,mst_dispersion,0.9486166007905139,5.7844212032404675e-12,23,whole_review
persona,claude,Claude,mean_pairwise,nn,0.9021739130434783,4.055548807322043e-09,23,whole_review
persona,claude,Claude,mean_pairwise,remote_clique,1.0,0.0,23,whole_review
persona,claude,Claude,mean_pairwise,span90,0.9624505928853755,2.2830334775646334e-13,23,whole_review
persona,claude,Claude,mean_pairwise,sparseness,0.991106719367589,6.99593234664107e-20,23,whole_review
