condition,task,text_version,field,comparison,stat,value
persona,proposals,original,whole,human_vs_claude,ai_to_nearest_human_median,0.05214891076051331
persona,proposals,original,whole,human_vs_claude,ai_to_nearest_human_q90,0.06189388909513043
persona,proposals,original,whole,human_vs_claude,human_to_nearest_human_median,0.05466312296405029
persona,proposals,original,whole,human_vs_claude,human_to_nearest_human_q90,0.07369568163574391
persona,proposals,original,whole,human_vs_claude,human_to_nearest_ai_median,0.05256446607130172
persona,proposals,original,whole,human_vs_claude,human_to_nearest_ai_q90,0.0699565670404344
persona,proposals,original,whole,human_vs_claude,share_human_fringe,0.08695652173913043
persona,proposals,original,whole,human_vs_claude,share_ai_pocket,0.0
persona,proposals,original,whole,human_vs_claude,n_ai,23.0
persona,proposals,original,whole,human_vs_claude,n_human,23.0
persona,proposals,original,whole,human_vs_gemini,ai_to_nearest_human_median,0.046278918294645255
persona,proposals,original,whole,human_vs_gemini,ai_to_nearest_human_q90,0.0524029487386811
persona,proposals,original,whole,human_vs_gemini,human_to_nearest_human_median,0.05466312296405029
persona,proposals,original,whole,human_vs_gemini,human_to_nearest_human_q90,0.07369568163574391
persona,proposals,original,whole,human_vs_gemini,human_to_nearest_ai_median,0.053196668423228566
persona,proposals,original,whole,human_vs_gemini,human_to_nearest_ai_q90,0.0734889557569652
persona,proposals,original,whole,human_vs_gemini,share_human_fringe,0.13043478260869565
persona,proposals,original,whole,human_vs_gemini,share_ai_pocket,0.0
persona,proposals,original,whole,human_vs_gemini,n_ai,23.0
persona,proposals,original,whole,human_vs_gemini,n_human,23.0
persona,proposals,original,whole,human_vs_gpt,ai_to_nearest_human_median,0.04883568351020562
persona,proposals,original,whole,human_vs_gpt,ai_to_nearest_human_q90,0.05887981908756541
persona,proposals,original,whole,human_vs_gpt,human_to_nearest_human_median,0.05466312296405029
persona,proposals,original,whole,human_vs_gpt,human_to_nearest_human_q90,0.07369568163574391
persona,proposals,original,whole,human_vs_gpt,human_to_nearest_ai_median,0.05023005474405229
persona,proposals,original,whole,human_vs_gpt,human_to_nearest_ai_q90,0.07692335437843917
persona,proposals,original,whole,human_vs_gpt,share_human_fringe,0.13043478260869565
persona,proposals,original,whole,human_vs_gpt,share_ai_pocket,0.0
persona,proposals,original,whole,human_vs_gpt,n_ai,23.0
persona,proposals,original,whole,human_vs_gpt,n_human,23.0
persona,proposals,original,whole,human_vs_pooled_ai,ai_to_nearest_human_median,0.04877562560455018
persona,proposals,original,whole,human_vs_pooled_ai,ai_to_nearest_human_q90,0.059055658049551374
persona,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_human_median,0.05466312296405029
persona,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_human_q90,0.07369568163574391
persona,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_ai_median,0.05389160181927427
persona,proposals,original,whole,human_vs_pooled_ai,human_to_nearest_ai_q90,0.0809873069069732
persona,proposals,original,whole,human_vs_pooled_ai,share_human_fringe,0.12608695652173912
persona,proposals,original,whole,human_vs_pooled_ai,share_ai_pocket,0.0
persona,proposals,original,whole,human_vs_pooled_ai,n_ai,4600.0
persona,proposals,original,whole,human_vs_pooled_ai,n_human,23.0
