metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,wilcoxon_stat,wilcoxon_p_value,n_paired_proposals,q_value
cosine_similarity,12,12,66.0,0.7508318840891169,-0.08333333333333333,negligible,human-ai,human-human,37.0,0.90966796875,12,0.7508318840891169
cosine_similarity,12,12,113.0,0.019373319331592885,0.5694444444444444,large,ai-ai,human-human,15.0,0.06396484375,12,0.029059978997389328
cosine_similarity,12,12,125.0,0.002436734808989014,0.7361111111111112,large,ai-ai,human-ai,9.0,0.01611328125,12,0.007310204426967042
sentiment_alignment,12,12,82.0,0.5833604667027033,0.1388888888888889,negligible,human-ai,human-human,24.0,0.26611328125,12,0.5833604667027033
sentiment_alignment,12,12,98.0,0.14095521914437145,0.3611111111111111,medium,ai-ai,human-human,18.0,0.10986328125,12,0.3217407116752762
sentiment_alignment,12,12,94.0,0.21449380778351745,0.3055555555555556,small,ai-ai,human-ai,27.0,0.38037109375,12,0.3217407116752762
categorical_agreement_num,12,12,80.0,0.6267958597842823,0.1111111111111111,negligible,human-ai,human-human,0.0,0.125,12,0.6267958597842823
categorical_agreement_num,12,12,102.0,0.016010990810517163,0.4166666666666667,medium,ai-ai,human-human,0.0,0.0625,12,0.024016486215775745
categorical_agreement_num,12,12,102.0,0.016010990810517163,0.4166666666666667,medium,ai-ai,human-ai,0.0,0.0625,12,0.024016486215775745
