condition,task,text_version,field,comparison,stat,value
one_at_a_time,reviews,original,whole,human_vs_claude,ai_to_nearest_human_median,0.033876605106523794
one_at_a_time,reviews,original,whole,human_vs_claude,ai_to_nearest_human_q90,0.04446732072964324
one_at_a_time,reviews,original,whole,human_vs_claude,human_to_nearest_human_median,0.024796121217195766
one_at_a_time,reviews,original,whole,human_vs_claude,human_to_nearest_human_q90,0.03799665383136744
one_at_a_time,reviews,original,whole,human_vs_claude,human_to_nearest_ai_median,0.0384711858406247
one_at_a_time,reviews,original,whole,human_vs_claude,human_to_nearest_ai_q90,0.05600681844583886
one_at_a_time,reviews,original,whole,human_vs_claude,share_human_fringe,0.5176470588235295
one_at_a_time,reviews,original,whole,human_vs_claude,share_ai_pocket,0.30434782608695654
one_at_a_time,reviews,original,whole,human_vs_claude,n_ai,115.0
one_at_a_time,reviews,original,whole,human_vs_claude,n_human,85.0
one_at_a_time,reviews,original,whole,human_vs_gemini,ai_to_nearest_human_median,0.037590179619751196
one_at_a_time,reviews,original,whole,human_vs_gemini,ai_to_nearest_human_q90,0.056916235197268544
one_at_a_time,reviews,original,whole,human_vs_gemini,human_to_nearest_human_median,0.024796121217195766
one_at_a_time,reviews,original,whole,human_vs_gemini,human_to_nearest_human_q90,0.03799665383136744
one_at_a_time,reviews,original,whole,human_vs_gemini,human_to_nearest_ai_median,0.048250375685596314
one_at_a_time,reviews,original,whole,human_vs_gemini,human_to_nearest_ai_q90,0.06575338375292444
one_at_a_time,reviews,original,whole,human_vs_gemini,share_human_fringe,0.6941176470588235
one_at_a_time,reviews,original,whole,human_vs_gemini,share_ai_pocket,0.4956521739130435
one_at_a_time,reviews,original,whole,human_vs_gemini,n_ai,115.0
one_at_a_time,reviews,original,whole,human_vs_gemini,n_human,85.0
one_at_a_time,reviews,original,whole,human_vs_gpt,ai_to_nearest_human_median,0.029189704806762085
one_at_a_time,reviews,original,whole,human_vs_gpt,ai_to_nearest_human_q90,0.04095834543094397
one_at_a_time,reviews,original,whole,human_vs_gpt,human_to_nearest_human_median,0.024796121217195766
one_at_a_time,reviews,original,whole,human_vs_gpt,human_to_nearest_human_q90,0.03799665383136744
one_at_a_time,reviews,original,whole,human_vs_gpt,human_to_nearest_ai_median,0.039981255026903195
one_at_a_time,reviews,original,whole,human_vs_gpt,human_to_nearest_ai_q90,0.05377719358681655
one_at_a_time,reviews,original,whole,human_vs_gpt,share_human_fringe,0.5764705882352941
one_at_a_time,reviews,original,whole,human_vs_gpt,share_ai_pocket,0.2
one_at_a_time,reviews,original,whole,human_vs_gpt,n_ai,115.0
one_at_a_time,reviews,original,whole,human_vs_gpt,n_human,85.0
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,ai_to_nearest_human_median,0.033924297543466375
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,ai_to_nearest_human_q90,0.05010918359131291
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,human_to_nearest_human_median,0.024796121217195766
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,human_to_nearest_human_q90,0.03799665383136744
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,human_to_nearest_ai_median,0.03810928905152178
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,human_to_nearest_ai_q90,0.051948045717995404
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,share_human_fringe,0.5058823529411764
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,share_ai_pocket,0.3333333333333333
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,n_ai,345.0
one_at_a_time,reviews,original,whole,human_vs_pooled_ai,n_human,85.0
