metric,comparison,n_human_all,n_other,mean_diff,bootstrap_ci_lo,bootstrap_ci_hi,permutation_p_value,permutation_q_value
overall_score,human-all minus claude-opus-4-5,23,23,-0.5666666666666678,-0.7362318840579727,-0.4072463768115959,0.0001999600079984003,0.0001999600079984003
overall_score,human-all minus gemini-3-pro-preview,23,23,-0.5420289855072467,-0.7449999999999998,-0.31445652173913097,0.0001999600079984003,0.0001999600079984003
overall_score,human-all minus gpt-5.2,23,23,-0.7347826086956522,-0.8927536231884061,-0.5825724637681168,0.0001999600079984003,0.0001999600079984003
Relevance_to_Emergent_Phenomena,human-all minus claude-opus-4-5,23,23,-1.5362318840579712,-1.91304347826087,-1.1739130434782608,0.0001999600079984003,0.0001999600079984003
Relevance_to_Emergent_Phenomena,human-all minus gemini-3-pro-preview,23,23,-1.710144927536232,-2.072826086956522,-1.3768115942028984,0.0001999600079984003,0.0001999600079984003
Relevance_to_Emergent_Phenomena,human-all minus gpt-5.2,23,23,-1.7826086956521743,-2.130797101449275,-1.4637681159420297,0.0001999600079984003,0.0001999600079984003
Novelty_and_Significance,human-all minus claude-opus-4-5,23,23,-0.15942028985507228,-0.3188405797101441,-0.02898550724637694,0.023795240951809637,0.023795240951809637
Novelty_and_Significance,human-all minus gemini-3-pro-preview,23,23,-0.27536231884057916,-0.4347826086956519,-0.1304347826086958,0.0003999200159968006,0.0005998800239952009
Novelty_and_Significance,human-all minus gpt-5.2,23,23,-0.2898550724637676,-0.44927536231884035,-0.15942028985507095,0.0001999600079984003,0.0005998800239952009
Rigor_of_Approach,human-all minus claude-opus-4-5,23,23,-0.11594202898550776,-0.27536231884058004,0.02898550724637783,0.17776444711057787,0.17776444711057784
Rigor_of_Approach,human-all minus gemini-3-pro-preview,23,23,-0.1449275362318847,-0.31884057971014457,0.014492753623188036,0.08358328334333133,0.125374925014997
Rigor_of_Approach,human-all minus gpt-5.2,23,23,-0.5072463768115947,-0.7101449275362315,-0.31884057971014457,0.0001999600079984003,0.0005998800239952009
Scope_and_Timeline,human-all minus claude-opus-4-5,23,23,-0.2898550724637685,-0.5217391304347823,-0.08695652173912993,0.0065986802639472104,0.009898020395920816
Scope_and_Timeline,human-all minus gemini-3-pro-preview,23,23,-0.2028985507246377,-0.4927536231884053,0.10144927536231929,0.1883623275344931,0.1883623275344931
Scope_and_Timeline,human-all minus gpt-5.2,23,23,-0.31884057971014457,-0.5507246376811592,-0.13007246376811676,0.003599280143971206,0.009898020395920816
Synthesis_Focus,human-all minus claude-opus-4-5,23,23,-0.5072463768115929,-0.8405797101449295,-0.23188405797101552,0.0001999600079984003,0.0001999600079984003
Synthesis_Focus,human-all minus gemini-3-pro-preview,23,23,-0.5362318840579698,-0.8840579710144914,-0.2608695652173916,0.0001999600079984003,0.0001999600079984003
Synthesis_Focus,human-all minus gpt-5.2,23,23,-0.6231884057971007,-0.9565217391304364,-0.36231884057971087,0.0001999600079984003,0.0001999600079984003
Data_Identification,human-all minus claude-opus-4-5,23,23,-0.4202898550724634,-0.7246376811594191,-0.10144927536231885,0.015196960607878424,0.022795440911817635
Data_Identification,human-all minus gemini-3-pro-preview,23,23,-0.30434782608695654,-0.6231884057971007,-0.014492753623187582,0.04099180163967207,0.04099180163967207
Data_Identification,human-all minus gpt-5.2,23,23,-0.6521739130434776,-0.9275362318840576,-0.3768115942028989,0.0001999600079984003,0.0005998800239952009
Open_Science_Commitment,human-all minus claude-opus-4-5,23,23,-0.8550724637681144,-1.2463768115942018,-0.4927536231884062,0.0001999600079984003,0.00029994001199760045
Open_Science_Commitment,human-all minus gemini-3-pro-preview,23,23,-0.7681159420289836,-1.2318840579710129,-0.3188405797101441,0.0015996800639872025,0.0015996800639872025
Open_Science_Commitment,human-all minus gpt-5.2,23,23,-1.0289855072463752,-1.405797101449274,-0.6811594202898545,0.0001999600079984003,0.00029994001199760045
