condition,task,text_version,field,comparison,facet,metric,is_primary,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_sub,parity_ref,notes,ratio,log2ratio,z_generation,delta_filtering_aligned
persona,proposals,rephrased,whole,human_vs_gemini,richness,vendi,False,q=1;kernel=rbf;sigma=0.5x_median,20.204041908227055,16.53002295788804,1.2222633906618865,ratio,,,,,permutation,3.6740189503390184,0.0045995400459954,0.0272763421332285,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.8181542600719434,-0.28955521106147086,,
persona,proposals,rephrased,whole,human_vs_gemini,richness,vendi,False,q=1;kernel=rbf;sigma=1.0x_median,9.817048147146616,5.413544404789878,1.813423408600941,ratio,,,,,permutation,4.403503742356737,0.016998300169983,0.0722427757224277,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.5514431959227334,-0.8587158132072551,,
persona,proposals,rephrased,whole,human_vs_gemini,richness,vendi,False,q=1;kernel=rbf;sigma=2.0x_median,3.968224174834474,2.3803969528014703,1.66704304093664,ratio,,,,,permutation,1.587827222033004,0.0230976902309769,0.0806837124506727,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.5998645358539411,-0.7372913533610619,,
persona,proposals,rephrased,whole,human_vs_gemini,evenness,vendi_slope,False,q=0..2,0.907723635610574,0.9397217861683388,0.0319981505577646,diff,0.9362384842351344,0.94137776773193,0.901455114670936,0.9072460388356752,permutation,-0.0319981505577646,0.0205979402059794,0.0739785176411936,23.0,23.0,10000.0,1.0,relative VS0->VS2 drop (spec 4.2); larger = few dominant modes = less even; effect = AI - Human,1.0352509831213565,0.049980572757182574,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_geometric,False,k=2,0.8181818181818182,0.6086956521739131,0.6086956521739131,coverage,0.3636363636363636,1.0,,,split_half_reference,0.6086956521739131,0.1498501498501498,0.2939368323983709,23.0,23.0,1000.0,0.8181818181818182,density=0.9783; human_value = median human split-half coverage (parity ref); ci = split-half band,0.7439613526570048,-0.42670041680442394,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_geometric,True,k=3,1.0,0.8695652173913043,0.8695652173913043,coverage,0.5454545454545454,1.0,,,split_half_reference,0.8695652173913043,0.2447552447552447,,23.0,23.0,1000.0,1.0,density=0.971; human_value = median human split-half coverage (parity ref); ci = split-half band,0.8695652173913043,-0.20163386116965057,-0.2950921964928065,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_geometric,False,k=5,1.0,0.9130434782608696,0.9130434782608696,coverage,0.8181818181818182,1.0,,,split_half_reference,0.9130434782608696,0.0619380619380619,0.1659990250974902,23.0,23.0,1000.0,1.0,density=1.104; human_value = median human split-half coverage (parity ref); ci = split-half band,0.9130434782608696,-0.1312445332782525,,
persona,proposals,rephrased,whole,human_vs_gemini,dimensionality,participation_ratio,True,,1.7704070953838629,1.9021814645328323,-0.1317743691489696,diff,1.8555573104684795,2.112133849352088,1.7133183113671713,1.7892900883027878,permutation,-0.1317743691489696,0.3377662233776622,,23.0,23.0,10000.0,1.0,,1.0744316770377595,0.10357374490367914,0.6702561772081589,0.0909090909090909
persona,proposals,rephrased,whole,human_vs_gemini,dimensionality,effective_rank,False,,3.501290032748188,3.866448192001073,-0.3651581592528847,diff,3.68780819652092,4.43064496226389,3.3077862650788012,3.5099323884581257,permutation,-0.3651581592528847,0.3312668733126687,0.5150795896020154,23.0,23.0,10000.0,1.0,,1.104292462445983,0.14312230820548869,,
persona,proposals,rephrased,whole,human_vs_gemini,evenness,ripley_excess,True,r=pooled_q01_q50,-0.1148240163557173,0.1206981753468783,0.1206981753468783,envelope_area,,,,,global_envelope,5.163250206728472,0.039,,23.0,23.0,999.0,1.0,AI excess short-range mass vs pooled-cloud null (M=999); human excess = -0.1148 (env p = 0.039); simultaneous envelope,-1.0511579300010132,,-2.2377920085673604,-0.8260869565217391
persona,proposals,rephrased,whole,human_vs_gpt,spread,mean_pairwise,True,,0.4155695849880353,0.356805789835471,1.1646940627831774,ratio,0.3335276448665602,0.3669122142479431,0.4012087063942636,0.4244026554443236,permutation,0.0587637951525643,0.3848615138486151,,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8585945717027001,-0.2199510432317805,0.5706038024900999,-0.9130434782608696
persona,proposals,rephrased,whole,human_vs_gpt,spread,centroid_loo,False,,0.6401212825939969,0.5633326794573386,1.136311288048528,ratio,0.533006693189031,0.5772503211949047,0.6227398863258421,0.6518210076306633,permutation,0.0767886031366583,0.3617638236176382,0.5351615676421185,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8800405404027751,-0.18435810967053842,,
persona,proposals,rephrased,whole,human_vs_gpt,spread,mst_dispersion,False,,0.1100744023764908,0.0942353391001179,1.168079867145648,ratio,0.0895072480004561,0.097882777234543,0.1054820941092839,0.1145076918035611,permutation,0.0158390632763729,0.3524647535246475,0.5256053342034218,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8561058435529991,-0.2241389214744915,,
persona,proposals,rephrased,whole,human_vs_gpt,spread,sparseness,False,,0.3227153705432489,0.2500926913813018,1.2903830526227715,ratio,0.22706532194241,0.2611374204597995,0.3019843408641747,0.3364886241253028,permutation,0.0726226791619471,0.3674632536746325,0.5351615676421185,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.7749636807205794,-0.3677993959483811,,
persona,proposals,rephrased,whole,human_vs_gpt,spread,nn_isolation,False,,0.0819824697359005,0.0681611990856303,1.2027732908998074,ratio,0.0624628330352946,0.0707012483207203,0.076321996724449,0.0850806649798761,permutation,0.0138212706502702,0.4062593740625937,0.5574264445232188,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8314118775051028,-0.2663647365145524,,
persona,proposals,rephrased,whole,human_vs_gpt,spread,spherical_variance,False,,0.2237921297503281,0.1883920248206239,1.1879066004169243,ratio,0.1743895084724547,0.1939195990787424,0.2144889596804984,0.2287099285508197,permutation,0.0354001049297042,0.3852614738526147,0.5400696194116852,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8418170247130761,-0.24842140818206598,,
persona,proposals,rephrased,whole,human_vs_gpt,richness,vendi,False,q=0,23.0,23.0,1.0,ratio,22.0,22.0,22.0,22.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,,1.0,0.0,,
persona,proposals,rephrased,whole,human_vs_gpt,richness,vendi,True,q=1,3.148932867702901,2.6960753792688608,1.1679691494964244,ratio,2.5341012404491,2.7446188346576665,2.993314374730022,3.202503131029318,permutation,0.4528574884340401,0.3999600039996,,23.0,23.0,10000.0,1.0,,0.8561869981164785,-0.2240021676628588,0.3463643640846934,-0.9130434782608696
persona,proposals,rephrased,whole,human_vs_gpt,richness,vendi,False,q=2,2.122356380956793,1.8411630540249184,1.1527259230610594,ratio,1.7486642184391623,1.8811103085536327,2.040587145615147,2.167987477239411,permutation,0.2811933269318749,0.3753624637536246,0.5351615676421185,23.0,23.0,10000.0,1.0,,0.8675089021547323,-0.20504953255255712,,
persona,proposals,rephrased,whole,human_vs_gpt,richness,vendi,False,q=1;kernel=rbf;sigma=0.5x_median,11.0284779130017,8.13269999839463,1.3560659947100824,ratio,,,,,permutation,2.895777914607081,0.2236776322367763,0.3906698371258765,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.7374272372443003,-0.439427390807707,,
persona,proposals,rephrased,whole,human_vs_gpt,richness,vendi,False,q=1;kernel=rbf;sigma=1.0x_median,4.4272586733460955,3.59026203539697,1.2331296795880191,ratio,,,,,permutation,0.8369966379491247,0.3632636736326367,0.5351615676421185,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.8109447177802853,-0.30232452582414576,,
persona,proposals,rephrased,whole,human_vs_gpt,richness,vendi,False,q=1;kernel=rbf;sigma=2.0x_median,2.053650400270653,1.8650465647821852,1.101125537050864,ratio,,,,,permutation,0.1886038354884676,0.3893610638936106,0.5425523021468345,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.908161663999086,-0.13897895696427331,,
persona,proposals,rephrased,whole,human_vs_gpt,evenness,vendi_slope,False,q=0..2,0.907723635610574,0.9199494324336992,0.012225796823125,diff,0.9144949859748348,0.9205152627982198,0.901455114670936,0.9072460388356752,permutation,-0.012225796823125,0.3753624637536246,0.5351615676421185,23.0,23.0,10000.0,1.0,relative VS0->VS2 drop (spec 4.2); larger = few dominant modes = less even; effect = AI - Human,1.0134686333411398,0.01930143836232733,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_geometric,False,k=2,0.8181818181818182,0.6521739130434783,0.6521739130434783,coverage,0.3636363636363636,1.0,,,split_half_reference,0.6521739130434783,0.2597402597402597,0.4300893911283521,23.0,23.0,1000.0,0.8181818181818182,density=0.913; human_value = median human split-half coverage (parity ref); ci = split-half band,0.7971014492753623,-0.32716474325350947,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_geometric,True,k=3,1.0,0.782608695652174,0.782608695652174,coverage,0.5454545454545454,1.0,,,split_half_reference,0.782608695652174,0.1438561438561438,,23.0,23.0,1000.0,1.0,density=0.9855; human_value = median human split-half coverage (parity ref); ci = split-half band,0.782608695652174,-0.35363695461470046,-0.9488056516173404,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_geometric,False,k=5,1.0,0.9565217391304348,0.9565217391304348,coverage,0.8181818181818182,1.0,,,split_half_reference,0.9565217391304348,0.0619380619380619,0.1659990250974902,23.0,23.0,1000.0,1.0,density=1.183; human_value = median human split-half coverage (parity ref); ci = split-half band,0.9565217391304348,-0.06413033741971558,,
persona,proposals,rephrased,whole,human_vs_gpt,dimensionality,participation_ratio,True,,1.7704070953838629,1.7091836598193295,0.0612234355645331,diff,1.6692140849544803,1.735857266802297,1.7133183113671713,1.7892900883027878,permutation,0.0612234355645331,0.6008399160083991,,23.0,23.0,10000.0,1.0,,0.9654184420497599,-0.05077370854445138,-0.7793232430940262,-0.0909090909090909
persona,proposals,rephrased,whole,human_vs_gpt,dimensionality,effective_rank,False,,3.501290032748188,3.221458634642376,0.279831398105812,diff,3.085388379190496,3.249246276692023,3.3077862650788012,3.5099323884581257,permutation,0.279831398105812,0.3671632836716328,0.5351615676421185,23.0,23.0,10000.0,1.0,,0.9200776298197239,-0.12017250390132563,,
persona,proposals,rephrased,whole,human_vs_gpt,evenness,ripley_excess,True,r=pooled_q01_q50,-0.1148240163557173,0.0503414620959634,0.0503414620959634,envelope_area,,,,,global_envelope,2.8865387126256685,0.295,,23.0,23.0,999.0,1.0,AI excess short-range mass vs pooled-cloud null (M=999); human excess = -0.1148 (env p = 0.039); simultaneous envelope,-0.4384227593991212,,-0.9333506596448914,-0.8260869565217391
persona,proposals,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,True,,0.4155695849880353,0.2836034510144001,1.4653192106852553,ratio,0.1565519105030854,0.3870978673133111,,,same_size_subsample,0.1319661339736351,0.0029970029970029,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.6824451578249292,-0.5512149810351437,-0.6417116157620759,-0.5652173913043478
persona,proposals,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,False,,0.6401212825939969,0.4699031159509224,1.362240983013299,ratio,0.3163042260347856,0.6029681677675832,,,same_size_subsample,0.1702181666430745,0.0039960039960039,0.0254745254745254,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.7340845066839669,-0.4459819414154124,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,False,,0.1100744023764908,0.0866602118109625,1.270183860346466,ratio,0.0677099909440874,0.1053680905119915,,,same_size_subsample,0.0234141905655282,0.0059940059940059,0.0338118362076835,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.7872875976610436,-0.34503734362044913,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,spread,sparseness,False,,0.3227153705432489,0.1898541039505679,1.6998071878776655,ratio,0.0986822019139508,0.2848006152959223,,,same_size_subsample,0.132861266592681,0.0039960039960039,0.0254745254745254,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.588302018682821,-0.7653711082049047,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,spread,nn_isolation,False,,0.0819824697359005,0.0611355895301868,1.3409941797554787,ratio,0.0441705020991534,0.0779893666897374,,,same_size_subsample,0.0208468802057137,0.0069930069930069,0.0356643356643356,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.745715391682269,-0.42330297560470653,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,spread,spherical_variance,False,,0.2237921297503281,0.1470719578258429,1.5216505787958183,ratio,0.077907437708011,0.2064431496578085,,,same_size_subsample,0.0767201719244851,0.0029970029970029,0.0218353075495932,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.6571810992188266,-0.6056371064669709,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,richness,vendi,False,q=0,23.0,23.0,1.0,ratio,23.0,23.0,,,same_size_subsample,0.0,1.0,1.0,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),1.0,0.0,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,richness,vendi,True,q=1,3.148932867702901,2.3647455855963706,1.3316159196503012,ratio,1.7778681713330045,2.95434141781664,,,same_size_subsample,0.7841872821065303,0.0039960039960039,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.750967291125967,-0.4131780233102892,-0.6348610052759118,-0.6521739130434783
persona,proposals,rephrased,whole,human_vs_pooled_ai,richness,vendi,False,q=2,2.122356380956793,1.6109407675191685,1.3174639463778668,ratio,1.2773272677366354,1.983599876806008,,,same_size_subsample,0.5114156134376249,0.0039960039960039,0.0254745254745254,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.7590340538345073,-0.3977634817155735,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,False,q=0..2,0.907723635610574,0.929959097064384,-0.0222354614538098,diff,0.913756527095391,0.9444640318375376,,,same_size_subsample,-0.0222354614538098,0.0039960039960039,0.0254745254745254,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),1.0244958493769454,0.03491413945367157,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,True,,1.7704070953838629,1.8718747235857305,-0.1014676282018678,diff,1.6882577111052597,2.240344591608514,,,same_size_subsample,-0.1014676282018678,0.7142857142857143,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),1.0573131617391462,0.08040274661030018,0.442626500080154,-0.0909090909090909
persona,proposals,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,False,,3.501290032748188,3.666087616641126,-0.1647975838929376,diff,3.2052512998503486,4.767035094615696,,,same_size_subsample,-0.1647975838929376,0.5404595404595405,0.7067547836778607,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),1.0470676757285333,0.06635469182231432,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,True,r=pooled_q01_q50,-0.1148240163557173,0.0618886379604528,0.0618886379604528,envelope_area,-0.0428978693504128,0.1812026200541791,,,same_size_subsample,-0.1767126543161701,0.0009990009990009,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),-0.5389868768283269,,-1.147439876791824,-0.5652173913043478
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,True,k=3,1.0,0.805,0.805,coverage,0.6086956521739131,0.9565217391304348,,,same_size_subsample_vs_split_half,0.805,0.0009990009990009,,23.0,23.0,1000.0,1.0,human_value = median split-half coverage (parity ref); pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.805,-0.31293931166010763,-0.7804744369227729,
persona,proposals,rephrased,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=5,6.0,8.0,0.75,ratio,7.55,8.0,5.55,6.0,permutation,-2.0,0.2420757924207579,0.4088034905118759,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.3333333333333333,0.41503749927884376,,
persona,proposals,rephrased,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=5,326.0,357.0,0.9131652661064426,ratio,336.65,355.0,299.4,326.0,permutation,-31.0,0.5384461553844615,0.7067547836778607,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0950920245398772,0.131052109798022,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=5,6.0,6.0,1.0,ratio,5.55,6.0,5.55,6.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0,0.0,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=5,326.0,377.0,0.8647214854111406,ratio,353.1,375.0,299.4,326.0,permutation,-51.0,0.2945705429457054,0.480878663725984,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.156441717791411,0.2096925590375867,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=5,6.0,6.0,1.0,ratio,5.55,6.0,5.55,6.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0,0.0,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=5,326.0,351.0,0.9287749287749288,ratio,322.85,350.45,299.4,326.0,permutation,-25.0,0.6447355264473552,0.8138988081389881,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0766871165644172,0.10659906607348316,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=5,6.0,6.899,0.869691259602841,ratio,6.0,8.0,5.55,6.0,same_size_subsample,-0.899,0.98001998001998,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.1498333333333333,0.20142475977919974,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=5,326.0,364.893,0.8934125894440289,ratio,314.975,414.025,299.4,326.0,same_size_subsample,-38.89299999999997,0.9430569430569432,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.119303680981595,0.16260151049412472,,
persona,proposals,rephrased,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=10,7.0,8.0,0.875,ratio,7.55,8.0,6.55,7.0,permutation,-1.0,0.7432256774322568,0.9098044812330528,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.1428571428571428,0.19264507794239583,1.2147981510312869,
persona,proposals,rephrased,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=10,504.0,613.0,0.8221859706362153,ratio,583.1,608.9,472.5,503.45,permutation,-109.0,0.0537946205379462,0.1541179215411792,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.2162698412698412,0.2824633401908649,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=10,7.0,6.0,1.1666666666666667,ratio,6.0,6.0,6.55,7.0,permutation,1.0,0.9934006599340066,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.8571428571428571,-0.22239242133644802,-1.251834680026143,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=10,504.0,616.0,0.8181818181818182,ratio,581.1,614.9,472.5,503.45,permutation,-112.0,0.0754924507549245,0.1905997519059975,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.2222222222222223,0.289506617194985,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=10,7.0,7.0,1.0,ratio,6.55,7.0,6.55,7.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0,0.0,-0.0185182644974281,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=10,504.0,570.0,0.8842105263157894,ratio,532.3,567.8,472.5,503.45,permutation,-66.0,0.2960703929607039,0.480878663725984,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.130952380952381,0.17753818555218753,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=10,7.0,7.1,0.9859154929577464,ratio,6.0,8.0,6.55,7.0,same_size_subsample,-0.0999999999999996,0.7492507492507493,0.9098044812330528,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.0142857142857142,0.020464102559715532,0.1048133770554429,
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=10,504.0,597.726,0.8431957117475232,ratio,530.0,662.05,472.5,503.45,same_size_subsample,-93.726,0.998001998001998,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.1859642857142858,0.24606056502835705,,
persona,proposals,rephrased,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=20,10.0,9.0,1.1111111111111112,ratio,8.55,9.0,9.0,10.0,permutation,1.0,0.7826217378262174,0.936941517115894,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.9,-0.15200309344504995,,
persona,proposals,rephrased,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=20,871.0,955.0,0.912041884816754,ratio,910.05,951.0,821.75,868.9,permutation,-84.0,0.3756624337566243,0.5351615676421185,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0964408725602754,0.13282801432424632,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=20,10.0,6.0,1.6666666666666667,ratio,6.0,6.0,9.0,10.0,permutation,4.0,0.1064893510648935,0.2275647435256474,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.6,-0.7369655941662062,,
persona,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=20,871.0,956.0,0.9110878661087866,ratio,897.1,954.9,821.75,868.9,permutation,-85.0,0.4132586741325867,0.5635345556353456,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.097588978185993,0.13433789938188395,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=20,10.0,7.0,1.4285714285714286,ratio,7.0,7.0,9.0,10.0,permutation,3.0,0.2336766323367663,0.3975902409759024,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.7,-0.5145731728297583,,
persona,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=20,871.0,940.0,0.926595744680851,ratio,889.55,932.35,821.75,868.9,permutation,-69.0,0.4448555144485551,0.6033944477892635,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.079219288174512,0.109988037966135,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=20,10.0,7.745,1.291155584247902,ratio,6.0,9.0,9.0,10.0,same_size_subsample,2.255,0.0009990009990009,0.0082249839532175,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.7745,-0.3686628558725186,,
persona,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=20,871.0,930.493,0.936062925782354,ratio,833.975,1027.05,821.75,868.9,same_size_subsample,-59.49300000000005,0.8821178821178821,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.0683042479908151,0.09532257825956417,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,richness,vendi,True,q=1,1.1838994506052258,1.240940450745598,0.7391304347826086,cliffs_delta,0.4782608695652174,1.0,,,paired_wilcoxon,6.0,3.337860107421875e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0481806120538462,0.06788732915004518,-0.6470399369588522,0.7391304347826086
baseline,reviews,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,True,,2.5156312541334667,2.386293585041093,-0.8181818181818182,cliffs_delta,-1.0,-0.5454545454545454,,,paired_wilcoxon,15.0,0.0002946941121244,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9485863960070232,-0.07614891649094042,-0.1584169025530003,-0.8181818181818182
