condition,task,text_version,field,comparison,facet,metric,is_primary,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_sub,parity_ref,notes,ratio,log2ratio,z_generation,delta_filtering_aligned
one_at_a_time,reviews,rephrased,weakness,human_vs_claude,spread,mean_pairwise,True,,0.0839041018687181,0.055356843887318,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.659763261323421,-0.5999796506950372,0.5285773497546841,-0.6521739130434783
one_at_a_time,reviews,rephrased,weakness,human_vs_claude,spread,centroid_loo,False,,0.3403278324099333,0.2764635349298354,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8123447705470889,-0.2998359374374044,,
one_at_a_time,reviews,rephrased,weakness,human_vs_claude,spread,mst_dispersion,False,,0.0741572801487051,0.049166613077852,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.663004535485388,-0.5929093553188863,,
one_at_a_time,reviews,rephrased,weakness,human_vs_claude,spread,sparseness,False,,0.0751524190546733,0.04988637428393,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.663802641504297,-0.591173724468487,,
one_at_a_time,reviews,rephrased,weakness,human_vs_claude,spread,nn_isolation,False,,0.0712385795123382,0.0476636041845081,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6690701093534998,-0.5797707014839272,,
one_at_a_time,reviews,rephrased,weakness,human_vs_claude,spread,spherical_variance,False,,0.030655513322513,0.0201478270866245,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.657233394680369,-0.6055223079716435,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,richness,vendi,True,q=1,1.3289913625904162,1.2394196189745452,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,4.0,1.6689300537109375e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9326017112396567,-0.10066701799241831,-1.8784071468428332,-0.9130434782608696
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,dimensionality,participation_ratio,True,,2.49570297552819,2.4695789838918913,-0.1818181818181818,cliffs_delta,-0.5655606407322635,0.238095238095238,,,paired_wilcoxon,103.0,0.4454975211736883,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9895324115519918,-0.015181132213342231,-0.0426271572966108,-0.1818181818181818
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,dimensionality,effective_rank,False,,2.587196299372975,2.572907876399763,-0.1818181818181818,cliffs_delta,-0.5655606407322635,0.238095238095238,,,paired_wilcoxon,102.0,0.4263759573369293,0.4662741747769443,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9944772559481957,-0.007989718404476244,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,coverage,coverage_geometric,True,k=panel_adaptive,0.8181818181818182,0.8391304347826086,0.3,cliffs_delta,-0.1114583333333314,0.6842105263157895,,,paired_wilcoxon,81.0,0.3647739664695869,,3.695652173913043,3.695652173913043,22.0,0.8181818181818182,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.0256038647342993,0.036473603518689814,,0.5
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,evenness,vendi_slope,False,q=0..2,0.6835610621092024,0.6948604445544575,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,5.0067901611328125e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.016530172754998,0.02365303804340974,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,evenness,ripley_excess,True,r=pooled_q01_q50,-0.0045848466500254,0.03660184197001,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,2.0,7.152557373046875e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",-7.983220544531675,,-3.3854747502040317,-0.8260869565217391
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,spread,mean_pairwise,True,,0.0839041018687181,0.0588942465388142,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,5.0,2.384185791015625e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7019233294572895,-0.5106146402158938,-1.9422133649192304,-0.9130434782608696
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,spread,centroid_loo,False,,0.3403278324099333,0.2839087528769644,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,4.0,1.6689300537109375e-06,4.123238956227022e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8342213766842004,-0.2614978135387306,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,spread,mst_dispersion,False,,0.0741572801487051,0.0518911552335804,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,2.0,7.152557373046875e-07,2.002716064453125e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6997445851509766,-0.5150996770849692,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,spread,sparseness,False,,0.0751524190546733,0.053257089913113,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,3.034418279474432e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7086543664598278,-0.49684594468197735,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,spread,nn_isolation,False,,0.0712385795123382,0.0496250957021984,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.430511474609375e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6966042282412939,-0.5215888650803936,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gemini,spread,spherical_variance,False,,0.030655513322513,0.0214426656732963,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,5.0,2.384185791015625e-06,5.0067901611328125e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6994717539943816,-0.5156622951027784,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,richness,vendi,True,q=1,1.3289913625904162,1.2176909568665577,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9162519720918907,-0.1261836964576888,-0.967084876031303,-1.0
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,dimensionality,participation_ratio,True,,2.49570297552819,2.527423748245211,0.2727272727272727,cliffs_delta,-0.1428571428571428,0.6521739130434783,,,paired_wilcoxon,91.0,0.2491031097031559,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0127101554263715,0.018221324027463525,-0.3233703493752148,-0.0
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,dimensionality,effective_rank,False,,2.587196299372975,2.605109967524291,0.2727272727272727,cliffs_delta,-0.1307453416149051,0.6521739130434783,,,paired_wilcoxon,90.0,0.2360189360536452,0.2873274004131333,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0069239694551424,0.009954752827222399,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,coverage,coverage_geometric,True,k=panel_adaptive,0.8181818181818182,0.9108695652173912,0.75,cliffs_delta,0.375,1.0,,,paired_wilcoxon,31.0,0.0519756703529469,,3.695652173913043,3.695652173913043,22.0,0.8181818181818182,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.113285024154589,0.15482299994996088,,1.0
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,evenness,vendi_slope,False,q=0..2,0.6835610621092024,0.6976640130374991,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0206315890562585,0.0294621996565144,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,evenness,ripley_excess,True,r=pooled_q01_q50,-0.0045848466500254,0.0473265765925455,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",-10.322390301163795,,-2.3327429695445625,-0.9130434782608696
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,spread,mean_pairwise,True,,0.0839041018687181,0.0526270101909191,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6272280975400082,-0.6729379064902351,-0.655363215387602,-1.0
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,spread,centroid_loo,False,,0.3403278324099333,0.2697131494967004,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7925098208595065,-0.335499281505957,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,spread,mst_dispersion,False,,0.0741572801487051,0.046967762710634,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.633353362157446,-0.6589174584359914,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,spread,sparseness,False,,0.0751524190546733,0.0478645635944545,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6368998389743527,-0.6508615876755176,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,spread,nn_isolation,False,,0.0712385795123382,0.045399819581377,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6372926003320147,-0.649972185316159,,
one_at_a_time,reviews,rephrased,weakness,human_vs_gpt,spread,spherical_variance,False,,0.030655513322513,0.0191288361955193,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,9.5367431640625e-07,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6239933415654578,-0.6803974602577645,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,richness,vendi,True,q=1,1.183899445099997,1.144914395889323,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,14.0,2.6226043701171875e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9670706415379889,-0.04830681689756502,-0.6348610052759118,-0.6521739130434783
persona,reviews,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,True,,2.515631285667615,2.4970862550366393,-0.0909090909090909,cliffs_delta,-0.5,0.3333333333333333,,,paired_wilcoxon,106.0,0.5057014407169704,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9926280807777226,-0.010674826807103771,0.442626500080154,-0.0909090909090909
persona,reviews,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,False,,2.598129976093655,2.5880407918494894,-0.0,cliffs_delta,-0.4545454545454545,0.4285714285714285,,,paired_wilcoxon,106.0,0.5057014407169704,0.530072594486463,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.996116751533988,-0.005613249192647853,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.9516164994425864,0.2631578947368421,cliffs_delta,-0.2,0.7,,,paired_wilcoxon,30.0,0.0088895846175649,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.1471541363143507,0.19805925077508138,,0.2631578947368421
persona,reviews,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,False,q=0..2,0.7013735533520458,0.7060113113853881,0.5652173913043478,cliffs_delta,0.217391304347826,0.9130434782608696,,,paired_wilcoxon,16.0,4.029273986816406e-05,5.311315709894354e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0066123936541052,0.009508265865436322,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,True,r=pooled_q01_q50,0.018723477655796,0.0393367498477802,0.5652173913043478,cliffs_delta,0.217391304347826,0.9130434782608696,,,paired_wilcoxon,15.0,3.266334533691406e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",2.100931812504564,1.071029338899155,-1.147439876791824,-0.5652173913043478
persona,reviews,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,True,,0.0438396764041896,0.033214746101818,-0.5652173913043478,cliffs_delta,-0.9130434782608696,-0.217391304347826,,,paired_wilcoxon,16.0,4.029273986816406e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7576412242551085,-0.40041326301143665,-0.6417116157620759,-0.5652173913043478
persona,reviews,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,False,,0.2461204209554006,0.2139641761666968,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,14.0,2.6226043701171875e-05,3.565102815628052e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8693475142620091,-0.20199509749962163,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,False,,0.038679577639667,0.0294060650178886,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,7.0,4.5299530029296875e-06,7.298257615831163e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7602478313447727,-0.39545829900465884,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,spread,sparseness,False,,0.0389952987637191,0.030061452714169,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,11.0,1.3113021850585938e-05,1.810845874604725e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7708994075495563,-0.3753854755997326,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,spread,nn_isolation,False,,0.0375983444319907,0.0284095595922143,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7556066635753758,-0.4042926702061312,,
persona,reviews,rephrased,whole,human_vs_pooled_ai,spread,spherical_variance,False,,0.0158386377369518,0.0120337117516189,-0.5652173913043478,cliffs_delta,-0.9130434782608696,-0.217391304347826,,,paired_wilcoxon,16.0,4.029273986816406e-05,5.311315709894354e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7597693659944033,-0.3963665513747269,,
persona,reviews,rephrased,whole,human_vs_claude,richness,vendi,True,q=1,1.183899445099997,1.134938126601723,-0.7391304347826086,cliffs_delta,-1.0,-0.4782608695652174,,,paired_wilcoxon,8.0,5.9604644775390625e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9586440227665295,-0.06093290209442066,-0.4859402152852307,-0.7391304347826086
persona,reviews,rephrased,whole,human_vs_claude,dimensionality,participation_ratio,True,,2.515631285667615,2.520392643459307,-0.0,cliffs_delta,-0.391304347826087,0.4285714285714285,,,paired_wilcoxon,124.0,0.9353114289860184,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0018927089271068,0.0027280209218305783,0.7741954067856751,-0.0
persona,reviews,rephrased,whole,human_vs_claude,dimensionality,effective_rank,False,,2.598129976093655,2.602775329406468,-0.0,cliffs_delta,-0.391304347826087,0.4285714285714285,,,paired_wilcoxon,125.0,0.9611595909257592,0.9611595909257592,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0017879603236008,0.0025771782319000823,,
persona,reviews,rephrased,whole,human_vs_claude,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.9594202898550724,0.7142857142857143,cliffs_delta,0.2727272727272727,1.0,,,paired_wilcoxon,3.0,0.0017441699874719,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.1565614453047448,0.20984191489896623,,0.7142857142857143
persona,reviews,rephrased,whole,human_vs_claude,evenness,vendi_slope,False,q=0..2,0.7013735533520458,0.7070916484138842,0.7391304347826086,cliffs_delta,0.4782608695652174,1.0,,,paired_wilcoxon,7.0,4.5299530029296875e-06,7.298257615831163e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0081527098284646,0.011714187474118945,,
persona,reviews,rephrased,whole,human_vs_claude,evenness,ripley_excess,True,r=pooled_q01_q50,0.018723477655796,0.0441148844588788,0.8260869565217391,cliffs_delta,0.5652173913043478,1.0,,,paired_wilcoxon,8.0,5.9604644775390625e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",2.3561266378963897,1.236417083716385,-0.9800157471237064,-0.8260869565217391
persona,reviews,rephrased,whole,human_vs_claude,spread,mean_pairwise,True,,0.0438396764041896,0.0306118019238231,-0.7391304347826086,cliffs_delta,-1.0,-0.4782608695652174,,,paired_wilcoxon,7.0,4.5299530029296875e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6982670593092617,-0.5181491795790852,-0.5768474884171532,-0.7391304347826086
persona,reviews,rephrased,whole,human_vs_claude,spread,centroid_loo,False,,0.2461204209554006,0.2054365653983693,-0.7391304347826086,cliffs_delta,-1.0,-0.4782608695652174,,,paired_wilcoxon,7.0,4.5299530029296875e-06,7.298257615831163e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8346993906515233,-0.26067137718238786,,
persona,reviews,rephrased,whole,human_vs_claude,spread,mst_dispersion,False,,0.038679577639667,0.0273257120813168,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,8.0,5.9604644775390625e-06,9.260007313319615e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7064635590356992,-0.5013129498332857,,
persona,reviews,rephrased,whole,human_vs_claude,spread,sparseness,False,,0.0389952987637191,0.0277020755208385,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,9.0,7.867813110351562e-06,1.2008767378957649e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7103952629954532,-0.49330613323841077,,
persona,reviews,rephrased,whole,human_vs_claude,spread,nn_isolation,False,,0.0375983444319907,0.026529302348935,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,8.0,5.9604644775390625e-06,9.260007313319615e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7055976200473987,-0.5030824001364953,,
