condition,task,text_version,field,comparison,facet,metric,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_boot,notes
persona,reviews,original,whole,human_vs_pooled_ai,simpson_similarity,gini_simpson,,0.048366001723959905,0.033476900725233134,-0.9130434782608695,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_pooled_ai,simpson_similarity,inverse_simpson,,1.050981984876584,1.034690387101431,-0.9130434782608695,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_claude,simpson_similarity,gini_simpson,,0.048366001723959905,0.021374934030689154,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_claude,simpson_similarity,inverse_simpson,,1.050981984876584,1.0218653235291735,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_gemini,simpson_similarity,gini_simpson,,0.048366001723959905,0.027329267844165946,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_gemini,simpson_similarity,inverse_simpson,,1.050981984876584,1.0281319418961197,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_gpt,simpson_similarity,gini_simpson,,0.048366001723959905,0.01970820610476608,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
persona,reviews,original,whole,human_vs_gpt,simpson_similarity,inverse_simpson,,1.050981984876584,1.0201124899977843,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.6956521739130435,3.6956521739130435,23,"similarity-sensitive Simpson per panel; paired across proposals; AI = mean over exact-n panels; Cliff's delta (AI - Human), negative = AI panels less diverse"
