proposal_uid,source_group,char_len,word_count,sentence_count,avg_sentence_len,type_token_ratio,comma_rate,digit_rate,uppercase_rate
one_at_a_time::gpt-5.5::02,GPT,1879,243,13,18.692307692307693,0.6584362139917695,0.0,0.0,0.011176157530601383
one_at_a_time::gpt-5.5::03,GPT,1852,236,13,18.153846153846153,0.7076271186440678,0.0,0.0,0.01511879049676026
one_at_a_time::gpt-5.5::04,GPT,1875,235,13,18.076923076923077,0.6978723404255319,0.0,0.0,0.016
one_at_a_time::gpt-5.5::05,GPT,1904,250,13,19.23076923076923,0.724,0.0,0.0,0.01838235294117647
one_at_a_time::gpt-5.5::06,GPT,1807,244,13,18.76923076923077,0.6270491803278688,0.0,0.0,0.010514665190924184
one_at_a_time::gpt-5.5::07,GPT,1848,235,13,18.076923076923077,0.7021276595744681,0.0,0.0010822510822510823,0.017857142857142856
one_at_a_time::gpt-5.5::08,GPT,1976,262,13,20.153846153846153,0.6335877862595419,0.0,0.0010121457489878543,0.01417004048582996
one_at_a_time::gpt-5.5::09,GPT,1859,240,13,18.46153846153846,0.6625,0.0,0.0010758472296933835,0.010758472296933835
one_at_a_time::gpt-5.5::10,GPT,1840,241,13,18.53846153846154,0.6721991701244814,0.0,0.0,0.009782608695652175
one_at_a_time::gpt-5.5::11,GPT,1822,242,13,18.615384615384617,0.6776859504132231,0.0,0.0,0.015367727771679473
one_at_a_time::gpt-5.5::12,GPT,1804,240,13,18.46153846153846,0.6541666666666667,0.0,0.0,0.009977827050997782
one_at_a_time::gpt-5.5::13,GPT,1973,249,13,19.153846153846153,0.6987951807228916,0.0,0.0,0.006588950836289914
one_at_a_time::gpt-5.5::14,GPT,1872,240,13,18.46153846153846,0.6958333333333333,0.0,0.0,0.015491452991452992
one_at_a_time::gpt-5.5::15,GPT,1916,237,13,18.23076923076923,0.70042194092827,0.0,0.0,0.013048016701461378
one_at_a_time::gpt-5.5::16,GPT,1840,234,13,18.0,0.6666666666666666,0.0,0.0,0.014130434782608696
one_at_a_time::gpt-5.5::17,GPT,1783,238,13,18.307692307692307,0.6764705882352942,0.0,0.0,0.011217049915872126
one_at_a_time::gpt-5.5::18,GPT,1839,239,13,18.384615384615383,0.6694560669456067,0.0,0.0,0.013594344752582926
one_at_a_time::gpt-5.5::19,GPT,1968,245,13,18.846153846153847,0.6653061224489796,0.0,0.0,0.010670731707317074
one_at_a_time::gpt-5.5::20,GPT,1979,260,13,20.0,0.6230769230769231,0.0,0.001010611419909045,0.011116725618999495
one_at_a_time::gpt-5.5::21,GPT,1930,246,13,18.923076923076923,0.7032520325203252,0.0,0.0,0.010880829015544042
one_at_a_time::gpt-5.5::22,GPT,1844,237,13,18.23076923076923,0.6835443037974683,0.0,0.0,0.010845986984815618
one_at_a_time::gpt-5.5::23,GPT,1979,250,13,19.23076923076923,0.712,0.0,0.0,0.01414855987872663
one_at_a_time::gemini-3.1-pro-preview::01,Gemini,1860,247,13,19.0,0.6234817813765182,0.0,0.0,0.016666666666666666
one_at_a_time::gemini-3.1-pro-preview::02,Gemini,1908,241,13,18.53846153846154,0.7178423236514523,0.0,0.0,0.018343815513626835
one_at_a_time::gemini-3.1-pro-preview::03,Gemini,1917,249,13,19.153846153846153,0.6465863453815262,0.0,0.0020865936358894104,0.01617110067814293
one_at_a_time::gemini-3.1-pro-preview::04,Gemini,1825,240,13,18.46153846153846,0.6208333333333333,0.0,0.000547945205479452,0.016986301369863014
one_at_a_time::gemini-3.1-pro-preview::05,Gemini,1897,252,13,19.384615384615383,0.6587301587301587,0.0,0.0,0.014760147601476014
one_at_a_time::gemini-3.1-pro-preview::06,Gemini,1832,247,13,19.0,0.6153846153846154,0.0,0.0005458515283842794,0.014737991266375546
one_at_a_time::gemini-3.1-pro-preview::07,Gemini,1927,247,13,19.0,0.6356275303643725,0.0,0.0,0.015049299429164505
one_at_a_time::gemini-3.1-pro-preview::08,Gemini,1640,220,12,18.333333333333332,0.7227272727272728,0.0,0.0,0.027439024390243903
one_at_a_time::gemini-3.1-pro-preview::09,Gemini,1777,234,13,18.0,0.6538461538461539,0.0,0.0,0.018007878446820485
one_at_a_time::gemini-3.1-pro-preview::10,Gemini,1796,234,13,18.0,0.6623931623931624,0.0,0.0005567928730512249,0.013363028953229399
one_at_a_time::gemini-3.1-pro-preview::11,Gemini,1871,237,13,18.23076923076923,0.6582278481012658,0.0,0.0,0.01389631213254944
one_at_a_time::gemini-3.1-pro-preview::12,Gemini,1988,245,13,18.846153846153847,0.689795918367347,0.0,0.0,0.01659959758551308
one_at_a_time::gemini-3.1-pro-preview::13,Gemini,1954,244,13,18.76923076923077,0.6885245901639344,0.0,0.0,0.013817809621289662
one_at_a_time::gemini-3.1-pro-preview::14,Gemini,1809,241,13,18.53846153846154,0.6639004149377593,0.0,0.0,0.015478164731896076
one_at_a_time::gemini-3.1-pro-preview::15,Gemini,1804,240,13,18.46153846153846,0.6416666666666667,0.0,0.0,0.022172949002217297
one_at_a_time::gemini-3.1-pro-preview::16,Gemini,1901,247,13,19.0,0.6477732793522267,0.0,0.0005260389268805891,0.013677012098895318
one_at_a_time::gemini-3.1-pro-preview::17,Gemini,1899,248,13,19.076923076923077,0.6935483870967742,0.0,0.000526592943654555,0.01790416008425487
one_at_a_time::gemini-3.1-pro-preview::18,Gemini,1838,241,13,18.53846153846154,0.6639004149377593,0.0,0.000544069640914037,0.01958650707290533
one_at_a_time::gemini-3.1-pro-preview::19,Gemini,1617,220,12,18.333333333333332,0.6590909090909091,0.0,0.0,0.01422387136672851
one_at_a_time::gemini-3.1-pro-preview::20,Gemini,1760,237,13,18.23076923076923,0.6497890295358649,0.0,0.0005681818181818182,0.01818181818181818
one_at_a_time::gemini-3.1-pro-preview::21,Gemini,1700,217,12,18.083333333333332,0.6359447004608295,0.0,0.0,0.010588235294117647
one_at_a_time::gemini-3.1-pro-preview::22,Gemini,1934,253,13,19.46153846153846,0.6679841897233202,0.0,0.000517063081695967,0.017063081695966906
one_at_a_time::gemini-3.1-pro-preview::23,Gemini,1831,234,13,18.0,0.6923076923076923,0.0,0.0,0.01474604041507373
