condition,text_version,field,comparison,facet,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::1,y2,3,1.7243714683500961,1.899113138919436,-0.17474167056933987
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::10,y2,3,1.9208633227983174,1.9013614440538722,0.0195018787444452
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::11,y2,4,2.6953398573814478,2.6996590100808295,-0.0043191526993817675
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::2,y2,3,1.883066828033179,1.8659131155740047,0.017153712459174297
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::3,y2,4,2.465539426805587,2.670488380756436,-0.2049489539508489
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::4,y2,2,1.0,1.0,0.0
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::5,y2,4,2.966746250736268,2.689052446028775,0.27769380470749283
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::6,y2,4,2.813892123171167,2.774185056138982,0.03970706703218507
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::7,y2,4,2.6208842674849375,2.6779090081511385,-0.057024740666201
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::8,y2,3,1.858812513773307,1.8901511351485605,-0.03133862137525356
baseline,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::9,y2,4,2.579123594018058,2.6843538435720515,-0.10523024955399363
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::1,y1,4,2.8296386071296467,2.8904701355722477,-0.06083152844260109
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::10,y1,4,2.8237771157113785,2.8141010286875625,0.009676087023815949
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::11,y1,4,2.875957053944256,2.7924052399391495,0.08355181400510636
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::12,y1,4,2.392477922341134,2.886922396253927,-0.4944444739127931
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::2,y1,3,1.8576859262288834,1.940358885184489,-0.08267295895560567
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::3,y1,4,2.7479295258439143,2.8644706733897065,-0.11654114754579226
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::4,y1,4,2.6268057322357814,2.8149210616106717,-0.18811532937489028
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::5,y1,4,2.743778666498489,2.877755941393537,-0.13397727489504785
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::6,y1,4,2.9689964757823977,2.817320267598591,0.15167620818380678
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::7,y1,4,2.89718595006124,2.8311364068198954,0.06604954324134438
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::8,y1,5,3.3965534868101286,3.778637265257625,-0.3820837784474964
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::9,y1,3,1.892710838157115,1.955399311780706,-0.06268847362359109
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::1,y2,3,1.842176024659261,1.944909912904438,-0.10273388824517715
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::10,y2,3,1.9589411674360293,1.9466441006640518,0.012297066771977505
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::11,y2,4,2.836643895832479,2.8320835865872396,0.0045603092452393135
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::2,y2,3,1.9382179832436541,1.9248294893757292,0.013388493867924955
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::3,y2,4,2.666810641623057,2.8203897500608046,-0.1535791084377478
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::4,y2,2,1.0,1.0,0.0
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::5,y2,4,2.983515235941151,2.826681344335647,0.15683389160550432
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::6,y2,4,2.897524922730603,2.87845166954526,0.019073253185342587
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::7,y2,4,2.7925804413296023,2.823413734117789,-0.030833292788186917
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::8,y2,3,1.9245136856488776,1.9394514286000593,-0.014937742951181665
baseline,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::9,y2,4,2.7481542899119806,2.826883967335515,-0.0787296774235342
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::1,y1,4,0.75,0.21153846153846154,0.5384615384615384
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::10,y1,4,1.0,0.0,1.0
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::11,y1,4,0.75,0.0,0.75
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::12,y1,4,1.0,0.8489010989010989,0.15109890109890112
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::2,y1,3,0.6666666666666666,0.21245421245421242,0.4542124542124542
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::3,y1,4,1.0,0.36904761904761907,0.6309523809523809
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::4,y1,4,0.75,0.22692307692307692,0.5230769230769231
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::5,y1,4,1.0,0.06666666666666667,0.9333333333333333
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::6,y1,4,0.75,0.0,0.75
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::7,y1,4,1.0,0.0,1.0
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::8,y1,5,0.8,0.19993339993339992,0.6000666000666002
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::9,y1,3,0.6666666666666666,0.3992673992673992,0.26739926739926745
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::1,y2,3,0.6666666666666666,0.0,0.6666666666666666
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::10,y2,3,0.6666666666666666,0.6256410256410256,0.04102564102564099
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::11,y2,4,0.75,0.34597069597069596,0.40402930402930404
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::2,y2,3,0.6666666666666666,0.0,0.6666666666666666
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::3,y2,4,0.75,0.8305860805860806,-0.08058608058608063
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::4,y2,2,,0.0,
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::5,y2,4,0.75,0.0,0.75
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::6,y2,4,1.0,0.0,1.0
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::7,y2,4,0.75,0.18571428571428572,0.5642857142857143
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::8,y2,3,0.6666666666666666,0.46446886446886443,0.2021978021978022
baseline,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::9,y2,4,1.0,0.25,0.75
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::1,y1,4,0.736194662477383,0.736727733419749,-0.0005330709423659874
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::10,y1,4,0.7414745235640989,0.7341442578899471,0.007330265674151848
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::11,y1,4,0.7396241690537035,0.7316959270839815,0.007928241969722083
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::12,y1,4,0.7333546787635892,0.7387372481088434,-0.005382569345254273
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::2,y1,3,0.6507952689357127,0.6503496138495418,0.000445655086170893
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::3,y1,4,0.7334448328638841,0.7366865021089426,-0.0032416692450585316
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::4,y1,4,0.7396182376222622,0.734796662273582,0.004821575348680218
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::5,y1,4,0.738976721741189,0.7395065489806409,-0.000529827239451941
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::6,y1,4,0.7413013382324285,0.7364736269573722,0.004827711275056323
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::7,y1,4,0.7384659676153488,0.7351208203315124,0.0033451472838363916
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::8,y1,5,0.78474192596689,0.7896390056193549,-0.004897079652464886
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::9,y1,3,0.6450763973491188,0.6515055011002899,-0.006429103751171117
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::1,y2,3,0.6510915896246953,0.6538937517411737,-0.002802162116478435
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::10,y2,3,0.6414552480181597,0.6539727501142699,-0.012517502096110245
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::11,y2,4,0.7372251273510775,0.7362486205891821,0.0009765067618954237
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::2,y2,3,0.6542672347000261,0.6506423945944114,0.0036248401056147017
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::3,y2,4,0.7346380898388292,0.7380260502866826,-0.0033879604478533887
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::4,y2,2,0.48652685340470436,0.48289673854349513,0.0036301148612092327
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::5,y2,4,0.7392312611983091,0.7361071812533816,0.0031240799449274714
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::6,y2,4,0.7389811179182278,0.738567565105818,0.0004135528124098453
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::7,y2,4,0.7357926322658378,0.7369017504342503,-0.0011091181684125262
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::8,y2,3,0.6474943363119546,0.6479589690735581,-0.00046463276160346734
baseline,original,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::9,y2,4,0.7367043383803753,0.734875868082051,0.0018284702983243362
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::1,y1,4,0.030899223526115703,0.036698021063187,-0.0057987975370712985
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::10,y1,4,0.05893313780986401,0.020956582723142336,0.03797655508672168
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::11,y1,4,0.053368512626753024,0.011324310965601821,0.042044201661151206
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::12,y1,4,0.025584431157940495,0.04833119203733167,-0.022746760879391172
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::2,y1,3,0.020644380416294707,0.021288230903910053,-0.0006438504876153453
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::3,y1,4,0.01717292736590204,0.03558016036802157,-0.018407233002119532
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::4,y1,4,0.048607397413887136,0.022251132534939686,0.02635626487894745
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::5,y1,4,0.047302508933091965,0.051476204217691654,-0.004173695284599689
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::6,y1,4,0.05893313780986401,0.03510112264361125,0.02383201516625276
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::7,y1,4,0.048556511201480294,0.026469135800311013,0.02208737540116928
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::8,y1,5,0.020374656082588018,0.05733775691109643,-0.03696310082850841
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::9,y1,3,0.0034558300046776155,0.02586637433153449,-0.022410544326856872
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::1,y2,3,0.021921720001006496,0.03353738029374444,-0.011615660292737941
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::10,y2,3,-0.004421600108853649,0.03350028837731109,-0.037921888486164734
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::11,y2,4,0.03836419289292842,0.031024829281420654,0.007339363611507763
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::2,y2,3,0.03358968842444899,0.0221921776340748,0.01139751079037419
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::3,y2,4,0.017819659876819882,0.041800392584504305,-0.023980732707684423
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::4,y2,2,0.017503521026625536,0.012456275557350821,0.005047245469274715
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::5,y2,4,0.054127838439686514,0.030243577488532986,0.02388426095115353
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::6,y2,4,0.05054016743553696,0.04645650206176558,0.004083665373771375
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::7,y2,4,0.028055901577161643,0.036488826454508384,-0.008432924877346742
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::8,y2,3,0.011033556109277433,0.013047462296218372,-0.0020139061869409395
baseline,original,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::9,y2,4,0.03333459371281647,0.023615607314777482,0.009718986398038986
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::1,y1,4,0.0355505994787782,0.03419985566124021,0.0013507438175379902
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::10,y1,4,0.022241269340080028,0.040591937478006004,-0.018350668137925977
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::11,y1,4,0.026943969369976766,0.04656608827454601,-0.019622118904569243
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::12,y1,4,0.04269020463433465,0.029168945581758497,0.013521259052576153
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::2,y1,3,0.03473424683304549,0.035635403122646535,-0.0009011562896010447
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::3,y1,4,0.042354125314174894,0.034305221048191586,0.008048904265983307
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::4,y1,4,0.02699084724433833,0.03898923261691602,-0.011998385372577688
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::5,y1,4,0.028585612906961416,0.027229836549543515,0.0013557763574179003
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::6,y1,4,0.022676223478196218,0.03482984797543361,-0.012153624497237395
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::7,y1,4,0.029859205314070603,0.03818359688490468,-0.008324391570834075
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::8,y1,5,0.045507887649766085,0.03128141294744634,0.014226474702319747
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::9,y1,3,0.04677627677796977,0.03317112940345272,0.013605147374517047
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::1,y2,3,0.03410773888031634,0.02806842759140927,0.0060393112889070705
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::10,y2,3,0.05423815856612687,0.027894478578335647,0.026343679987791222
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::11,y2,4,0.032982971023595285,0.03539837905467795,-0.002415408031082665
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::2,y2,3,0.027281861052315375,0.03500861377211194,-0.0077267527197965626
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::3,y2,4,0.039444946721323315,0.030959648575383216,0.008485298145940099
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::4,y2,2,0.02659283222220188,0.03358849614191187,-0.006995663919709988
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::5,y2,4,0.027922236746469282,0.035746480965384624,-0.007824244218915342
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::6,y2,4,0.028560346882568366,0.02959358809269727,-0.0010332412101289046
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::7,y2,4,0.03656352562444437,0.03376549694078875,0.0027980286836556192
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::8,y2,3,0.041693730147029005,0.04067520096299296,0.0010185291840360475
baseline,original,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::9,y2,4,0.03429521727672913,0.03880032868438649,-0.004505111407657358
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::1,y1,4,0.2164466212833947,0.21249232210845545,0.003954299174939252
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::10,y1,4,0.1719330289967536,0.23028029709501832,-0.05834726809826471
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::11,y1,4,0.1883259754500909,0.24587076488911352,-0.05754478943902264
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::12,y1,4,0.23385534985689926,0.1962078762012672,0.03764747365563206
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::2,y1,3,0.22633102784920367,0.22976491228098703,-0.0034338844317833572
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::3,y1,4,0.23670186290506634,0.21272510609682138,0.02397675680824496
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::4,y1,4,0.186408330045375,0.22604684372716372,-0.03963851368178872
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::5,y1,4,0.19468386448385275,0.1895368791103205,0.0051469853735322535
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::6,y1,4,0.17359549097141014,0.21311411536005917,-0.03951862438864903
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::7,y1,4,0.19882646233545861,0.22354601620824416,-0.024719553872785544
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::8,y1,5,0.23188069163739264,0.19636295432179446,0.03551773731559818
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::9,y1,3,0.26316444298273545,0.22180066987616806,0.041363773106567386
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::1,y2,3,0.22392627688780134,0.20385976994764768,0.02006650694015366
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::10,y2,3,0.28450416522982935,0.20307728085878982,0.08142688437103954
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::11,y2,4,0.20810064048282834,0.21593133364318068,-0.007830693160352342
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::2,y2,3,0.20148012140841456,0.22717218619881901,-0.02569206479040445
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::3,y2,4,0.22645364925598968,0.20161712420467046,0.024836525051319225
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::4,y2,2,0.23062017354170072,0.25635653036200495,-0.02573635682030423
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::5,y2,4,0.1928588089796808,0.21669580194792668,-0.023836992968245874
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::6,y2,4,0.19474133623273238,0.1973574613982635,-0.0026161251655311135
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::7,y2,4,0.2184522934764398,0.21021105999100492,0.008241233485434873
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::8,y2,3,0.24893885101680102,0.2452643265241479,0.003674524492653125
baseline,original,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::9,y2,4,0.2113471375842092,0.22595349290203975,-0.014606355317830555
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::1,y1,4,0.029549535618453932,0.02999714992628284,-0.00044761430782890715
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::10,y1,4,0.01879416463876297,0.03424269997197253,-0.01544853533320956
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::11,y1,4,0.022973430276572875,0.03876260158992955,-0.015789171313356675
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::12,y1,4,0.028490940114899832,0.025795582352330114,0.002695357762569718
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::2,y1,3,0.030881062149386795,0.032545059695738766,-0.001663997546351971
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::3,y1,4,0.03375611339000258,0.029545866208813915,0.0042102471811886685
baseline,original,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::4,y1,4,0.021828530099665233,0.03291024145579164,-0.011081711356126407
