metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,mean_group1,mean_group2,q_value
overall_score,23,23,425.0,0.0004174389215654451,0.6068052930056711,large,human-all,claude-opus-4-5,3.764492753623188,3.4028985507246374,0.0012523167646963354
overall_score,23,23,314.0,0.27993657098730484,0.18714555765595464,small,human-all,gemini-3-pro-preview,3.764492753623188,3.656521739130434,0.27993657098730484
overall_score,23,23,141.0,0.0067660507836821955,-0.4669187145557656,medium,human-all,gpt-5.2,3.764492753623188,3.993478260869565,0.010149076175523294
new_question_topic_or_framing,23,23,418.0,0.0005936388083537431,0.5803402646502835,large,human-all,claude-opus-4-5,3.855072463768115,3.347826086956522,0.0017809164250612293
new_question_topic_or_framing,23,23,354.0,0.04479346183764957,0.3383742911153119,medium,human-all,gemini-3-pro-preview,3.855072463768115,3.594202898550725,0.06719019275647435
new_question_topic_or_framing,23,23,252.0,0.7853645582563952,-0.04725897920604915,negligible,human-all,gpt-5.2,3.855072463768115,3.942028985507246,0.7853645582563952
new_theory_concept_method_dataset_or_design,23,23,433.5,0.00011763934719087004,0.6389413988657845,large,human-all,claude-opus-4-5,3.630434782608696,3.0,0.0003529180415726101
new_theory_concept_method_dataset_or_design,23,23,364.5,0.014214194184021893,0.3780718336483932,medium,human-all,gemini-3-pro-preview,3.630434782608696,3.2898550724637676,0.021321291276032838
new_theory_concept_method_dataset_or_design,23,23,244.0,0.6460826926638782,-0.07750472589792061,negligible,human-all,gpt-5.2,3.630434782608696,3.6159420289855073,0.6460826926638782
unusual_combination_of_existing_ideas,23,23,305.0,0.36042850760377454,0.15311909262759923,small,human-all,claude-opus-4-5,4.253623188405797,4.072463768115942,0.36042850760377454
unusual_combination_of_existing_ideas,23,23,218.0,0.27870655036004266,-0.17580340264650285,small,human-all,gemini-3-pro-preview,4.253623188405797,4.304347826086956,0.36042850760377454
unusual_combination_of_existing_ideas,23,23,61.0,4.627717387599194e-06,-0.7693761814744802,large,human-all,gpt-5.2,4.253623188405797,4.760869565217392,1.3883152162797583e-05
beyond_state_of_the_art,23,23,363.5,0.02403761929764969,0.3742911153119093,medium,human-all,claude-opus-4-5,3.55072463768116,3.268115942028986,0.03605642894647453
beyond_state_of_the_art,23,23,311.0,0.2876294563984715,0.17580340264650285,small,human-all,gemini-3-pro-preview,3.55072463768116,3.420289855072464,0.2876294563984715
beyond_state_of_the_art,23,23,134.0,0.003345992409047813,-0.4933837429111531,large,human-all,gpt-5.2,3.55072463768116,3.9130434782608687,0.01003797722714344
credible_high_risk_high_gain,23,23,347.5,0.051647431146001184,0.31379962192816635,small,human-all,claude-opus-4-5,3.5362318840579716,3.282608695652174,0.07747114671900178
credible_high_risk_high_gain,23,23,217.0,0.18029324523783008,-0.17958412098298676,small,human-all,gemini-3-pro-preview,3.5362318840579716,3.652173913043479,0.18029324523783008
credible_high_risk_high_gain,23,23,171.0,0.015807949425835268,-0.3534971644612476,medium,human-all,gpt-5.2,3.5362318840579716,3.7246376811594213,0.0474238482775058
unique_knowledge_generation,23,23,338.5,0.0866793960639453,0.27977315689981097,small,human-all,claude-opus-4-5,4.094202898550724,3.978260869565217,0.0866793960639453
unique_knowledge_generation,23,23,350.5,0.04616820859058884,0.32514177693761814,small,human-all,gemini-3-pro-preview,4.094202898550724,3.971014492753623,0.06925231288588325
unique_knowledge_generation,23,23,170.0,0.0130312228403939,-0.3572778827977316,medium,human-all,gpt-5.2,4.094202898550724,4.333333333333332,0.0390936685211817
