condition,text_version,field,comparison,facet,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::7,,4,2.7817115453567554,2.630039914722912,0.15167163063384326
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::8,,5,3.540508173931088,3.394118059804906,0.14639011412618208
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::9,,3,1.843461652268884,1.839674572351106,0.0037870799177779357
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::1,,3,1.994813158212428,1.880108452409155,0.11470470580327308
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::10,,3,1.8658613088833176,1.8814119724915443,-0.015550663608226767
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::11,,4,2.6811209741992,2.653444788860577,0.027676185338622705
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::2,,3,1.966140056489255,1.7843379753897382,0.1818020810995169
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::3,,4,2.957357889658197,2.69788285745883,0.25947503219936685
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::5,,4,2.9561801231305997,2.588254311935728,0.3679258111948718
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::6,,4,2.7211358495817097,2.712664090264129,0.00847175931758093
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::7,,4,2.5447333176402243,2.5366413953417,0.008091922298524068
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::8,,3,1.7826106985860486,1.8839050483141184,-0.10129434972806983
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::9,,4,2.7027655496998,2.6558560067275767,0.046909542972223495
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::1,,4,2.984885077528934,2.751547608158907,0.23333746937002697
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::10,,4,2.9133031576652733,2.7908773079958156,0.12242584966945769
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::11,,4,2.977612407810832,2.7640610786508173,0.21355132916001462
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::12,,4,2.8528974854974987,2.840811320900257,0.012086164597241655
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::2,,3,1.9659958071296253,1.8943855053966128,0.07161030173301253
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::3,,4,2.891785254465553,2.863155199946055,0.02863005451949796
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::4,,4,2.813580121085747,2.6415330865610707,0.1720470345246765
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::5,,4,2.86021946122833,2.8224362553716063,0.03778320585672379
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::6,,4,2.958516401428104,2.7879100873021,0.17060631412600413
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::7,,4,2.8766026860390257,2.791649449719755,0.08495323631927088
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::8,,5,3.737021394578725,3.6697102811326965,0.06731111344602869
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::9,,3,1.915669532609165,1.90896418500219,0.006705347606975165
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::1,,3,1.9974003987505193,1.93321243067035,0.06418796808016936
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::10,,3,1.9285300635747593,1.9340728056211622,-0.0055427420464029264
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::11,,4,2.8322835317399986,2.8030901715416787,0.029193360198319862
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::2,,3,1.982803054619822,1.8731723172686192,0.10963073735120288
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::3,,4,2.97836589841131,2.835842526348639,0.14252337206267107
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::5,,4,2.9771574085608865,2.7663947725646674,0.21076263599621914
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::6,,4,2.8427499166948618,2.8432593834364424,-0.0005094667415805887
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::7,,4,2.7565785605875477,2.735952849340084,0.020625711247463485
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::8,,3,1.8792413435960444,1.9357177082131445,-0.05647636461710004
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::9,,4,2.8337900393864954,2.8074548425639225,0.026335196822572904
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.682967032967033,0.317032967032967
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.6545787545787546,0.3454212454212454
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.8974358974358975,0.10256410256410253
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,0.9998168498168498,0.0001831501831501825
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.5164835164835165,0.48351648351648346
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,0.9968864468864469,0.0031135531135531025
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.6573260073260073,0.3426739926739927
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,0.9880952380952381,0.011904761904761862
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.35934065934065934,0.6406593406593406
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.8716117216117216,0.12838827838827838
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,0.9999333999334,6.660006659997553e-05
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.978021978021978,0.02197802197802201
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.4197802197802198,0.5802197802197802
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,0.9926739926739926,0.007326007326007411
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.8516483516483516,0.14835164835164838
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.8102564102564103,0.18974358974358974
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.6794871794871795,0.3205128205128205
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.36666666666666664,0.6333333333333333
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.6126373626373627,0.3873626373626373
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.8567765567765567,0.14322344322344327
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,0.9382783882783883,0.061721611721611724
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,0.8974358974358975,0.10256410256410253
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.9293040293040293,0.07069597069597067
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::1,,4,-0.6678666881303238,-0.6501752328052801,-0.01769145532504368
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::10,,4,-0.6637440728390298,-0.6440978299723493,-0.019646242866680486
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::11,,4,-0.6595576774983957,-0.6469445617755016,-0.01261311572289403
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::12,,4,-0.6577218656449035,-0.6544537107764477,-0.003268154868455886
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::2,,3,-0.5195890201478753,-0.5047595667669925,-0.014829453380882818
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::3,,4,-0.6572792249706445,-0.6573606388367821,8.141386613758073e-05
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::4,,4,-0.6704896029404469,-0.644564877801068,-0.025924725139378935
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::5,,4,-0.6564031965080059,-0.6492774473170045,-0.007125749191001396
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::6,,4,-0.6663370138096391,-0.6449374956927254,-0.02139951811691365
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::7,,4,-0.6620750228851223,-0.6475704523431395,-0.014504570541982842
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::8,,5,-0.7623340170696689,-0.7624045443613751,7.052729170620164e-05
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::9,,3,-0.5124706009770809,-0.5093701423713549,-0.003100458605725942
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::1,,3,-0.5211216978789993,-0.5121791010178903,-0.008942596861108987
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::10,,3,-0.5091290772798275,-0.5114957306604098,0.0023666533805822842
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::11,,4,-0.6619611730967743,-0.6446014419102061,-0.017359731186568195
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::2,,3,-0.5156084899942462,-0.5050117068335582,-0.010596783160688017
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::3,,4,-0.662823318916663,-0.6507944604853833,-0.012028858431279765
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::4,,2,-0.324063380646721,-0.3147298914695672,-0.00933348917715382
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::5,,4,-0.6642984009538345,-0.6483048195367225,-0.015993581417112046
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::6,,4,-0.664812464301137,-0.6474829101422465,-0.017329554158890592
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::7,,4,-0.6598718019870099,-0.6473162797048944,-0.012555522282115539
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::8,,3,-0.5170860332623062,-0.5030203518798015,-0.014065681382504636
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::9,,4,-0.6585380630125129,-0.6438303358427399,-0.014707727169773088
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.0048451815795790614,-0.0048451815795790614
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.005134819136303941,-0.005134819136303941
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.006964310874970677,-0.006964310874970677
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.008402927646802128,-0.008402927646802128
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.006946683587891349,-0.006946683587891349
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.011923948558380717,-0.011923948558380717
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.006364943050648238,-0.006364943050648238
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.008194710682017842,-0.008194710682017842
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.005374365085178228,-0.005374365085178228
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.006276313229270458,-0.006276313229270458
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.016050357961182954,-0.016050357961182954
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.009887073128287415,-0.009887073128287415
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.0038792408569484223,-0.0038792408569484223
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.01019936284755093,-0.01019936284755093
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.006703917496651756,-0.006703917496651756
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.00685583090714582,-0.00685583090714582
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.0047118483490082895,-0.0047118483490082895
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.0036071729174655155,-0.0036071729174655155
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.005243661055834429,-0.005243661055834429
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.003112223247011582,-0.003112223247011582
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.009907959767115093,-0.009907959767115093
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.002848191121554187,-0.002848191121554187
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.008668894533918477,-0.008668894533918477
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::1,,4,0.03343031610434605,0.056614518043059815,-0.023184201938713768
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::10,,4,0.03884313032749176,0.06447136129403033,-0.025628230966538573
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::11,,4,0.04430296196352823,0.060796211256103974,-0.016493249292575743
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::12,,4,0.046742296732876644,0.05099645566211692,-0.004254158929240276
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::2,,3,0.04427367257103657,0.06623481278933013,-0.02196114021829356
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::3,,4,0.04730605288272847,0.04719639202723127,0.0001096608554971984
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::4,,4,0.03001493735820369,0.06397952183604669,-0.03396458447784299
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::5,,4,0.04844549844577425,0.05774092068588766,-0.009295422240113413
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::6,,4,0.03544120418549853,0.06340134543007575,-0.02796014124457722
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::7,,4,0.04104283829523144,0.05997643832523515,-0.01893360003000371
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::8,,5,0.05223732299103693,0.052154854719465696,8.246827157123299e-05
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::9,,3,0.054834335813218504,0.05940796856043229,-0.004573632747213785
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::1,,3,0.04198992486667049,0.05524156780753524,-0.013251642940864748
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::10,,3,0.05975753882310449,0.05625115491192811,0.003506383911176386
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::11,,4,0.041205752975675046,0.06381136477849343,-0.022605611802818386
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::2,,3,0.05014910647587589,0.06589519891684249,-0.0157460924409666
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::3,,4,0.0400359108882955,0.05576423169183815,-0.015728320803542646
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::4,,2,0.045036166899458,0.0637500349562411,-0.0187138680567831
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::5,,4,0.03810765676445993,0.05903607649334685,-0.02092841972888692
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::6,,4,0.03745835445182172,0.06005861475133249,-0.022600260299510774
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::7,,4,0.04394562715606667,0.060333155308565346,-0.01638752815249868
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::8,,3,0.0480296328721093,0.0687380528500726,-0.020708419977963306
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::9,,4,0.04568234932051359,0.06481907382578404,-0.01913672450527045
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::1,,4,0.21103221862967236,0.2712799151897032,-0.06024769656003082
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::10,,4,0.22714212589376195,0.2907549187800307,-0.06361279288626873
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::11,,4,0.2427735516511219,0.2817722190375006,-0.038998667386378694
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::12,,4,0.24786180481300185,0.2588333971891452,-0.010971592376143369
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::2,,3,0.25712465038668547,0.31126197734919786,-0.05413732696251239
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::3,,4,0.24986071386867464,0.24885233626186898,0.001008377606805666
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::4,,4,0.19822836670154537,0.2858784869996894,-0.08765012029814401
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::5,,4,0.25339188508414573,0.2751126099773221,-0.02172072489317639
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::6,,4,0.2170072360755286,0.2878901328562779,-0.0708828967807493
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::7,,4,0.2324259457058087,0.2794204362405268,-0.0469944905347181
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::8,,5,0.2528871196536479,0.25289233410284,-5.214449192103565e-06
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::9,,3,0.2852168352803475,0.2953191816134849,-0.01010234633313739
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::1,,3,0.25092657865667956,0.28586360045348286,-0.0349370217968033
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::10,,3,0.2980768463283517,0.2882043397365208,0.009872506591830865
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::11,,4,0.23247414266196242,0.2892487779072209,-0.0567746352452585
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::2,,3,0.2739653938664546,0.30941053818895015,-0.03544514432249557
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::3,,4,0.23090463440586012,0.2707714523086692,-0.039866817902809104
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::4,,2,0.3001205321182085,0.3523337341828959,-0.05221320206468738
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::5,,4,0.2251410581751747,0.27726111710308715,-0.05212005892791244
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::6,,4,0.22230094143559276,0.2809039175015292,-0.05860297606593645
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::7,,4,0.2409077856138627,0.27977531208938705,-0.038867526475524355
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::8,,3,0.2662117633027456,0.31868309305722453,-0.052471329754478935
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::9,,4,0.2447876321983659,0.29130927403584095,-0.046521641837475036
baseline,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::1,,4,0.03202997749375058,0.04682654418033319,-0.014796566686582607
baseline,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::10,,4,0.03399513087144098,0.05371921210441028,-0.0197240812329693
baseline,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::11,,4,0.04120382719369905,0.050019752243126034,-0.008815925049426986
baseline,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,,y1::12,,4,0.03924016566591356,0.043391325316454045,-0.004151159650540484
