condition,text_version,field,comparison,facet,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::3,y1,4,2.788157490774702,2.6817379405392425,0.10641955023545968
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::4,y1,4,2.648680535301882,2.8692797824517853,-0.2205992471499032
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::5,y1,4,2.749838269397556,2.6523940781685806,0.09744419122897519
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::6,y1,4,2.917170725314588,2.7767884033619565,0.14038232195263145
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::7,y1,4,2.7817112953069407,2.787357247259743,-0.005645951952802264
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::8,y1,5,3.540508051681744,3.6842910154532933,-0.1437829637715491
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y1::9,y1,3,1.843461564579046,1.8904393615593726,-0.04697779698032667
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::1,y2,3,1.9948131202592883,1.9025626764243972,0.092250443834891
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::10,y2,3,1.8658612634662046,1.9043806815655462,-0.03851941809934156
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::11,y2,4,2.681120804542119,2.7286152696180035,-0.047494465075884396
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::2,y2,3,1.9661401860067957,1.883622720030572,0.08251746597622378
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::3,y2,4,2.957357889658197,2.733408974782391,0.22394891487580582
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::4,y2,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::5,y2,4,2.956180136449396,2.790189811902335,0.16599032454706109
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::6,y2,4,2.721135767874468,2.7277301856743907,-0.006594417799922869
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::7,y2,4,2.5447334110924293,2.7898498235914175,-0.2451164124989882
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::8,y2,3,1.7826108257680418,1.8955545705319672,-0.11294374476392544
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,participation_ratio,,y2::9,y2,4,2.7027656319691746,2.745962081956651,-0.04319644998747618
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::1,y1,4,2.984885105396398,2.8751589292548863,0.10972617614151181
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::10,y1,4,2.91330318727689,2.9012015067086057,0.012101680568284312
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::11,y1,4,2.9776123680313824,2.917778656319176,0.059833711712206306
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::12,y1,4,2.8528974326453116,2.855025406737958,-0.002127974092646312
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::2,y1,3,1.9659958071296253,1.9289221220267492,0.03707368510287612
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::3,y1,4,2.891784993494977,2.823689979503141,0.0680950139918357
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::4,y1,4,2.813580234293792,2.931882087926434,-0.11830185363264212
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::5,y1,4,2.8602194077449994,2.8088441746713277,0.051375233073671644
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::6,y1,4,2.958516322467265,2.879178793388879,0.07933752907838576
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::7,y1,4,2.876602552790318,2.8863645143137573,-0.009761961523439222
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::8,y1,5,3.7370213477881102,3.8328918295832564,-0.09587048179514612
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y1::9,y1,3,1.9156694817028315,1.939653340276331,-0.023983858573499495
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::1,y2,3,1.9974003796833932,1.9470007822652546,0.0503995974181386
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::10,y2,3,1.9285300377858015,1.9481812590185659,-0.019651221232764415
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::11,y2,4,2.8322834411109734,2.852975748335448,-0.020692307224474682
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::2,y2,3,1.9828031214374593,1.935757007070438,0.04704611436702133
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::3,y2,4,2.97836589841131,2.854952076119788,0.12341382229152176
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::4,y2,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::5,y2,4,2.9771574146276656,2.8887161047582897,0.08844130986937593
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::6,y2,4,2.8427498748493254,2.8522288418001316,-0.009478966950806189
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::7,y2,4,2.7565786157522707,2.888290479995416,-0.13171186424314518
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::8,y2,3,1.8792414221121054,1.9434089442398519,-0.06416752212774646
baseline,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,,y2::9,y2,4,2.8337900531536384,2.8620379395428053,-0.028247886389166865
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::1,y1,4,0.75,0.8972527472527473,-0.14725274725274728
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::10,y1,4,1.0,0.9835164835164835,0.016483516483516536
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::11,y1,4,0.75,0.9989010989010989,-0.2489010989010989
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::12,y1,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::2,y1,3,0.6666666666666666,0.9919413919413919,-0.32527472527472523
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::3,y1,4,0.75,1.0,-0.25
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::4,y1,4,0.75,0.9769230769230769,-0.2269230769230769
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::5,y1,4,1.0,0.9989010989010989,0.001098901098901095
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::6,y1,4,0.75,0.7743589743589744,-0.024358974358974383
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::7,y1,4,1.0,0.9844322344322345,0.015567765567765512
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::8,y1,5,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y1::9,y1,3,0.6666666666666666,0.9992673992673993,-0.33260073260073264
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::1,y2,3,0.6666666666666666,0.9941391941391943,-0.32747252747252764
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::10,y2,3,0.6666666666666666,0.9970695970695971,-0.33040293040293045
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::11,y2,4,0.75,0.9631868131868132,-0.2131868131868132
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::2,y2,3,0.6666666666666666,0.9970695970695971,-0.33040293040293045
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::3,y2,4,1.0,0.9622710622710623,0.037728937728937706
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::4,y2,2,,0.5523809523809524,
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::5,y2,4,1.0,0.9842490842490842,0.015750915750915806
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::6,y2,4,1.0,0.9587912087912088,0.04120879120879117
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::7,y2,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::8,y2,3,0.6666666666666666,0.997069597069597,-0.33040293040293034
baseline,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,k=panel_adaptive,y2::9,y2,4,0.75,0.9926739926739927,-0.2426739926739927
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::1,y1,4,0.7370347468129381,0.7344504902078813,0.0025842566050567894
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::10,y1,4,0.734857576700011,0.7333845890651215,0.0014729876348894555
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::11,y1,4,0.7326282750912223,0.734054529207585,-0.0014262541163626574
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::12,y1,4,0.731644783167505,0.7362840733563736,-0.00463929018886855
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::2,y1,3,0.6462546731025213,0.6477642795411698,-0.001509606438648503
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::3,y1,4,0.7314071097774191,0.7360866352216625,-0.0046795254442434375
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::4,y1,4,0.7384106060233881,0.7361696798018782,0.0022409262215099535
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::5,y1,4,0.7309360988397358,0.7335691308092456,-0.0026330319695098137
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::6,y1,4,0.7362290099387655,0.7334299259056407,0.002799084033124788
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::7,y1,4,0.7339710215299232,0.7341075393865444,-0.00013651785662116556
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::8,y1,5,0.7823066891617824,0.7888702906561976,-0.006563601494415261
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y1::9,y1,3,0.6411824300272017,0.6458093672151743,-0.004626937187972691
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::1,y2,3,0.6473373705181908,0.6502597962841606,-0.002922425765969794
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::10,y2,3,0.6387764106234304,0.650508643876537,-0.011732233253106572
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::11,y2,4,0.7339104406321203,0.7329536495719678,0.000956791060152451
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::2,y2,3,0.6434272450747184,0.6476727969334036,-0.004245551858685248
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::3,y2,4,0.7343688636011172,0.7323912280023759,0.001977635598741312
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::4,y2,2,0.47697538765518765,0.4788159780906524,-0.0018405904354647507
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::5,y2,4,0.7351513648147256,0.7352253370280526,-7.397221332694492e-05
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::6,y2,4,0.7354235295409445,0.7342260865136159,0.001197443027328604
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::7,y2,4,0.7327961967084349,0.734643204144626,-0.0018470074361911504
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::8,y2,3,0.6444793984951452,0.6444989217873609,-1.9523292215661847e-05
baseline,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,q=0..2,y2::9,y2,4,0.7320824860278283,0.7321332046991392,-5.071867131090091e-05
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::1,y1,4,0.05017924272378755,0.03327605291737046,0.016903189806417092
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::10,y1,4,0.03624524290139727,0.02565475025498072,0.010590492646416552
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::11,y1,4,0.02135130403843313,0.03037785272624961,-0.00902654868781648
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::12,y1,4,0.018152704148033234,0.04252735202874834,-0.024374647880715108
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::2,y1,3,0.01335239528314947,0.020576492723808845,-0.007224097440659374
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::3,y1,4,0.015098288559485518,0.03930164739657594,-0.024203358837090422
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::4,y1,4,0.049745484008337386,0.043909266717983175,0.005836217290354211
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::5,y1,4,0.01033423213404426,0.029087640452683795,-0.018753408318639534
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::6,y1,4,0.047664179513758696,0.027535035607229308,0.02012914390652939
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::7,y1,4,0.028162464392002286,0.031206796918746914,-0.0030443325267446274
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::8,y1,5,0.010834870442865496,0.06400197667501371,-0.053167106232148216
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y1::9,y1,3,0.00190004931342733,0.014479510384244929,-0.012579461070817598
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::1,y2,3,0.018620545203530042,0.02779048536678492,-0.009169940163254876
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::10,y2,3,-0.0010995708842509962,0.028766664384314643,-0.02986623526856564
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::11,y2,4,0.029725919379478726,0.02535701602497835,0.004368903354500377
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::2,y2,3,0.0032564637618871673,0.020803124145299893,-0.017546660383412724
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::3,y2,4,0.03470047172052722,0.02428310358571845,0.010417368134808768
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::4,y2,2,0.006080041876889066,0.010377184582302326,-0.004297142705413259
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::5,y2,4,0.040279973421808675,0.038097211125474054,0.0021827622963346213
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::6,y2,4,0.03917348463359758,0.030907504876791912,0.008265979756805666
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::7,y2,4,0.023927848228484396,0.03459925758396961,-0.010671409355485214
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::8,y2,3,0.012549501676146019,0.010305882642357211,0.0022436190337888073
baseline,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,r=pooled_q01_q50,y2::9,y2,4,0.016843003453941102,0.019426327667864316,-0.002583324213923214
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::1,y1,4,0.03343031844398936,0.039836992163831166,-0.006406673719841806
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::10,y1,4,0.03884312687481321,0.04245565467394445,-0.0036125277991312446
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::11,y1,4,0.04430295824870234,0.04080498194686497,0.0034979763018373675
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::12,y1,4,0.04674229096821094,0.035306391275752975,0.011435899692457965
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::2,y1,3,0.04427367257103657,0.04107072643777449,0.00320294613326208
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::3,y1,4,0.047306043172693456,0.03578622445713336,0.011519818715560098
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::4,y1,4,0.03001493915061913,0.03558375920026561,-0.00556882004964648
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::5,y1,4,0.048445509043153166,0.04200648967908795,0.00643901936406522
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::6,y1,4,0.035441213001851934,0.04233522607361567,-0.006894013071763738
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::7,y1,4,0.04104284571130943,0.040674961920024254,0.0003678837912851757
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::8,y1,5,0.05223732083740912,0.033516820129527516,0.0187205007078816
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y1::9,y1,3,0.05483435112657505,0.045170002576575524,0.009664348549999528
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::1,y2,3,0.04198991959651014,0.03581391125631881,0.00617600834019133
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::10,y2,3,0.05975754131160216,0.03528087137129704,0.024476669940305118
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::11,y2,4,0.0412057586926611,0.04351304340117682,-0.002307284708515725
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::2,y2,3,0.050149107299809814,0.041268201849767025,0.00888090545004279
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::3,y2,4,0.0400359108882955,0.04486950876050448,-0.004833597872208981
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::4,y2,2,0.04503617210664512,0.041448260778022925,0.003587911328622198
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::5,y2,4,0.03810765528649209,0.0379205594560676,0.0001870958304244913
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::6,y2,4,0.03745833636884871,0.04038884931733783,-0.002930512948489117
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::7,y2,4,0.043945627430823385,0.03935993053870122,0.004585696892122168
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::8,y2,3,0.04802962237152971,0.0478979921369221,0.00013163023460761175
baseline,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,,y2::9,y2,4,0.045682347005256495,0.045511800529992874,0.0001705464752636207
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::1,y1,4,0.2110322258285892,0.22893811176516818,-0.01790588593657899
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::10,y1,4,0.22714211563723097,0.23690823232914532,-0.00976611669191435
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::11,y1,4,0.24277354094050485,0.23212098792181854,0.010652553018686312
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::12,y1,4,0.24786178919819563,0.21560991791570522,0.03225187128249041
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::2,y1,3,0.25712465038668547,0.24573367848590574,0.011390971900779728
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::3,y1,4,0.24986068370408338,0.21608428694949064,0.033776396754592736
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::4,y1,4,0.1982283741194149,0.2171284522568437,-0.018900078137428805
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::5,y1,4,0.2533919115237853,0.23413251980075211,0.019259391723033203
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::6,y1,4,0.2170072624081379,0.23574594305728303,-0.018738680649145134
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::7,y1,4,0.23242596400959342,0.23130175713302129,0.001124206876572137
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::8,y1,5,0.2528871138118723,0.20376440897267364,0.049122704839198644
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y1::9,y1,3,0.2852168741603719,0.258301156855873,0.026915717304498876
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::1,y2,3,0.2509265626031494,0.23011605366533153,0.020810508937817856
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::10,y2,3,0.2980768521615693,0.22829708257052292,0.0697797695910464
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::11,y2,4,0.23247415761250068,0.23905725530630903,-0.006583097693808354
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::2,y2,3,0.2739653973283833,0.24664817054419166,0.027317226784191656
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::3,y2,4,0.23090463440586012,0.24211419289167063,-0.011209558485810511
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::4,y2,2,0.30012054946852695,0.28551317762153533,0.014607371846991624
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::5,y2,4,0.2251410537536592,0.22335481345127675,0.001786240302382447
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::6,y2,4,0.22230088763822115,0.23026224540550547,-0.007961357767284322
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::7,y2,4,0.2409077860158376,0.2276594201798862,0.013248365835951403
baseline,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,,y2::8,y2,3,0.26621173626125016,0.2661181508151977,9.358544605247987e-05
