metric,effect_human_minus_group,permutation_p_value,inference_primary,condition,human_value,ai_boot_mean,ai_boot_sd
mean_pairwise_distance,-0.09860655068565892,0.3084691530846915,permutation,baseline,0.05235175370227678,0.1523354735975209,0.05723845948200286
nearest_neighbor_distance,-0.0002472452495409158,0.9975002499750025,permutation,baseline,0.03275117148523745,0.043470883239870486,0.008963850291431852
grid_entropy,0.6165387149350119,0.0734926507349265,permutation,baseline,4.262692390839622,3.4167853774466184,0.2798435313061005
mst_dispersion,-0.008545471544571734,0.995000499950005,permutation,baseline,0.033385750922289764,0.061524583805691105,0.010582706968299905
