metric,effect_human_minus_group,permutation_p_value,inference_primary,condition,human_value,ai_boot_mean,ai_boot_sd
mean_pairwise_distance,0.12391844738511848,0.130986901309869,permutation,baseline,0.41556957705689984,0.29256603981902,0.060039077803172206
nearest_neighbor_distance,0.03431472916533981,0.015298470152984701,permutation,baseline,0.08198250376659891,0.055681539214175686,0.007604023104652933
grid_entropy,-0.30340901204074533,0.10378962103789621,permutation,baseline,1.5379841082136025,1.7715557769131214,0.12349074716604873
mst_dispersion,0.0523739505738498,0.020897910208979104,permutation,baseline,0.11007438735528426,0.08407613006776028,0.008170768437630385
